time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p, rel_err_u_star, rel_err_v_star, rel_err_w_star, rel_err_dp
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
1, 1.44919E-04, 1.27998E-04, 1.81326E-04, 1.66066E-02, 6.77750E-06, 7.72803E-06, 6.02407E-06, 3.32727E-03
2, 2.29482E-04, 2.14041E-04, 1.54245E-04, 3.32116E-04, 8.20008E-06, 8.81762E-06, 6.77848E-06, 1.10225E-04
3, 1.83701E-04, 1.39500E-04, 1.39327E-04, 5.24000E-04, 6.77350E-06, 7.76396E-06, 5.75552E-06, 1.20724E-04
4, 1.85431E-04, 1.40288E-04, 1.38899E-04, 3.04164E-04, 6.76001E-06, 7.77350E-06, 5.73031E-06, 1.02294E-04
5, 1.89357E-04, 1.39681E-04, 1.38587E-04, 3.55312E-04, 6.71961E-06, 7.78326E-06, 5.71023E-06, 1.05447E-04
6, 1.92236E-04, 1.39775E-04, 1.38323E-04, 3.47670E-04, 6.69053E-06, 7.79430E-06, 5.68903E-06, 1.03891E-04
7, 1.95190E-04, 1.39722E-04, 1.38082E-04, 3.48837E-04, 6.66081E-06, 7.80523E-06, 5.66888E-06, 1.02675E-04
8, 1.98133E-04, 1.39619E-04, 1.37822E-04, 3.46908E-04, 6.63244E-06, 7.81646E-06, 5.64922E-06, 1.01329E-04
9, 2.01030E-04, 1.39473E-04, 1.37544E-04, 3.45506E-04, 6.60523E-06, 7.82766E-06, 5.63018E-06, 9.98627E-05
10, 2.03886E-04, 1.39281E-04, 1.37251E-04, 3.43699E-04, 6.57940E-06, 7.83906E-06, 5.61175E-06, 9.83084E-05
11, 2.06700E-04, 1.39046E-04, 1.36943E-04, 3.41776E-04, 6.55480E-06, 7.85061E-06, 5.59383E-06, 9.66645E-05
12, 2.09470E-04, 1.38768E-04, 1.36619E-04, 3.39636E-04, 6.53136E-06, 7.86230E-06, 5.57648E-06, 9.49295E-05
13, 2.12195E-04, 1.39474E-04, 1.36280E-04, 3.37308E-04, 6.50879E-06, 7.87395E-06, 5.55960E-06, 9.31048E-05
14, 2.14873E-04, 1.40344E-04, 1.35925E-04, 3.34780E-04, 6.48738E-06, 7.88565E-06, 5.54321E-06, 9.11934E-05
15, 2.17503E-04, 1.41164E-04, 1.35555E-04, 3.32052E-04, 6.46714E-06, 7.89726E-06, 5.52738E-06, 8.91990E-05
16, 2.20084E-04, 1.41937E-04, 1.35170E-04, 3.29123E-04, 6.44776E-06, 7.90882E-06, 5.51208E-06, 8.71247E-05
17, 2.22614E-04, 1.42661E-04, 1.34769E-04, 3.25990E-04, 6.42947E-06, 7.92029E-06, 5.49745E-06, 8.49712E-05
18, 2.25092E-04, 1.43337E-04, 1.34354E-04, 3.22651E-04, 6.41209E-06, 7.93166E-06, 5.48340E-06, 8.27427E-05
19, 2.27517E-04, 1.43965E-04, 1.33923E-04, 3.19104E-04, 6.39555E-06, 7.94298E-06, 5.46975E-06, 8.04428E-05
20, 2.29888E-04, 1.44546E-04, 1.33478E-04, 3.15350E-04, 6.37992E-06, 7.95436E-06, 5.45624E-06, 7.80755E-05
21, 2.32205E-04, 1.45080E-04, 1.33018E-04, 3.11385E-04, 6.36500E-06, 7.96559E-06, 5.44285E-06, 7.56476E-05
22, 2.34465E-04, 1.45567E-04, 1.32542E-04, 3.07209E-04, 6.35087E-06, 7.97661E-06, 5.42992E-06, 7.31628E-05
23, 2.36667E-04, 1.46008E-04, 1.32052E-04, 3.02821E-04, 6.33738E-06, 7.98771E-06, 5.41736E-06, 7.06281E-05
24, 2.38812E-04, 1.46402E-04, 1.31548E-04, 2.98220E-04, 6.32461E-06, 7.99852E-06, 5.40513E-06, 6.80519E-05
25, 2.40898E-04, 1.46751E-04, 1.31028E-04, 2.93406E-04, 6.31245E-06, 8.00927E-06, 5.39306E-06, 6.54426E-05
26, 2.42925E-04, 1.47054E-04, 1.30494E-04, 2.88377E-04, 6.30088E-06, 8.01986E-06, 5.38123E-06, 6.28032E-05
27, 2.44891E-04, 1.47312E-04, 1.29946E-04, 2.83135E-04, 6.28976E-06, 8.03012E-06, 5.36960E-06, 6.01407E-05
28, 2.46795E-04, 1.47525E-04, 1.29384E-04, 2.77679E-04, 6.27910E-06, 8.04018E-06, 5.35821E-06, 5.74694E-05
29, 2.48638E-04, 1.47694E-04, 1.28807E-04, 2.72009E-04, 6.26891E-06, 8.04991E-06, 5.34709E-06, 5.48020E-05
30, 2.50418E-04, 1.47819E-04, 1.28216E-04, 2.66126E-04, 6.25933E-06, 8.05943E-06, 5.33616E-06, 5.21498E-05
31, 2.52135E-04, 1.47901E-04, 1.27611E-04, 2.60031E-04, 6.25060E-06, 8.06889E-06, 5.32540E-06, 4.95269E-05
32, 2.53788E-04, 1.47939E-04, 1.26993E-04, 2.53724E-04, 6.24254E-06, 8.07803E-06, 5.31486E-06, 4.69507E-05
33, 2.55378E-04, 1.47934E-04, 1.26360E-04, 2.47207E-04, 6.23498E-06, 8.08710E-06, 5.30443E-06, 4.44373E-05
34, 2.56902E-04, 1.48313E-04, 1.25714E-04, 2.40482E-04, 6.22790E-06, 8.09613E-06, 5.29429E-06, 4.20105E-05
35, 2.58361E-04, 1.49146E-04, 1.25055E-04, 2.33550E-04, 6.22111E-06, 8.10490E-06, 5.28434E-06, 3.96894E-05
36, 2.59755E-04, 1.49924E-04, 1.24382E-04, 2.26413E-04, 6.21473E-06, 8.11317E-06, 5.27457E-06, 3.75005E-05
37, 2.61083E-04, 1.50648E-04, 1.23696E-04, 2.19381E-04, 6.20885E-06, 8.12102E-06, 5.26502E-06, 3.54739E-05
38, 2.62344E-04, 1.51316E-04, 1.22998E-04, 2.21704E-04, 6.20362E-06, 8.12840E-06, 5.25571E-06, 3.36483E-05
39, 2.63539E-04, 1.51929E-04, 1.22286E-04, 2.24292E-04, 6.19857E-06, 8.13546E-06, 5.24670E-06, 3.20661E-05
40, 2.64668E-04, 1.52486E-04, 1.21562E-04, 2.26855E-04, 6.19374E-06, 8.14204E-06, 5.23766E-06, 3.08021E-05
41, 2.66262E-04, 1.52989E-04, 1.20825E-04, 2.29388E-04, 6.18911E-06, 8.14812E-06, 5.22881E-06, 2.99335E-05
42, 2.67842E-04, 1.53436E-04, 1.20076E-04, 2.31885E-04, 6.18506E-06, 8.15388E-06, 5.22017E-06, 2.94328E-05
43, 2.69426E-04, 1.53827E-04, 1.19315E-04, 2.34342E-04, 6.18127E-06, 8.15927E-06, 5.21166E-06, 2.92751E-05
44, 2.72198E-04, 1.54163E-04, 1.18542E-04, 2.36753E-04, 6.17756E-06, 8.16415E-06, 5.20334E-06, 2.94575E-05
45, 2.74913E-04, 1.54444E-04, 1.17757E-04, 2.39114E-04, 6.17386E-06, 8.16856E-06, 5.19507E-06, 2.99623E-05
46, 2.77570E-04, 1.54669E-04, 1.16960E-04, 2.41418E-04, 6.17025E-06, 8.17264E-06, 5.18689E-06, 3.07868E-05
47, 2.80169E-04, 1.54839E-04, 1.16153E-04, 2.43661E-04, 6.16667E-06, 8.17633E-06, 5.17880E-06, 3.19052E-05
48, 2.82709E-04, 1.54955E-04, 1.15334E-04, 2.45837E-04, 6.16332E-06, 8.17956E-06, 5.17058E-06, 3.32565E-05
49, 2.85189E-04, 1.55016E-04, 1.14505E-04, 2.47941E-04, 6.16043E-06, 8.18253E-06, 5.16239E-06, 3.48133E-05
50, 2.87609E-04, 1.55022E-04, 1.13664E-04, 2.49967E-04, 6.15783E-06, 8.18517E-06, 5.15429E-06, 3.65531E-05
51, 2.89968E-04, 1.54974E-04, 1.12993E-04, 2.51910E-04, 6.15539E-06, 8.18739E-06, 5.14622E-06, 3.84449E-05
52, 2.92266E-04, 1.54872E-04, 1.12507E-04, 2.56495E-04, 6.15325E-06, 8.18917E-06, 5.13818E-06, 4.04679E-05
53, 2.94501E-04, 1.54717E-04, 1.13297E-04, 2.62962E-04, 6.15126E-06, 8.19030E-06, 5.13037E-06, 4.26026E-05
54, 2.96675E-04, 1.54509E-04, 1.14884E-04, 2.69200E-04, 6.14958E-06, 8.19096E-06, 5.12273E-06, 4.48289E-05
55, 2.98785E-04, 1.54248E-04, 1.16428E-04, 2.75196E-04, 6.14809E-06, 8.19113E-06, 5.11506E-06, 4.71349E-05
56, 3.00832E-04, 1.53974E-04, 1.17925E-04, 2.80938E-04, 6.14666E-06, 8.19078E-06, 5.10734E-06, 4.94899E-05
57, 3.02816E-04, 1.54698E-04, 1.19376E-04, 2.86414E-04, 6.14552E-06, 8.18992E-06, 5.09955E-06, 5.18634E-05
58, 3.04735E-04, 1.55408E-04, 1.20778E-04, 2.91702E-04, 6.14469E-06, 8.18852E-06, 5.09179E-06, 5.42332E-05
59, 3.06590E-04, 1.56191E-04, 1.22129E-04, 2.98355E-04, 6.14393E-06, 8.18667E-06, 5.08415E-06, 5.65852E-05
60, 3.08381E-04, 1.57331E-04, 1.23429E-04, 3.04728E-04, 6.14315E-06, 8.18421E-06, 5.07667E-06, 5.89020E-05
61, 3.10107E-04, 1.58453E-04, 1.24675E-04, 3.10807E-04, 6.14262E-06, 8.18128E-06, 5.06925E-06, 6.11726E-05
62, 3.11768E-04, 1.59557E-04, 1.25867E-04, 3.16579E-04, 6.14255E-06, 8.17806E-06, 5.06191E-06, 6.33820E-05
63, 3.13363E-04, 1.60644E-04, 1.27542E-04, 3.22030E-04, 6.14256E-06, 8.17440E-06, 5.05461E-06, 6.55187E-05
64, 3.14894E-04, 1.61714E-04, 1.29428E-04, 3.27148E-04, 6.14286E-06, 8.17055E-06, 5.04740E-06, 6.75718E-05
65, 3.16359E-04, 1.62766E-04, 1.31279E-04, 3.31920E-04, 6.14327E-06, 8.16642E-06, 5.04018E-06, 6.95324E-05
66, 3.17758E-04, 1.63800E-04, 1.33093E-04, 3.36663E-04, 6.14393E-06, 8.16206E-06, 5.03298E-06, 7.13930E-05
67, 3.19092E-04, 1.64817E-04, 1.34868E-04, 3.42599E-04, 6.14522E-06, 8.15753E-06, 5.02591E-06, 7.31471E-05
68, 3.20361E-04, 1.65816E-04, 1.36602E-04, 3.48175E-04, 6.14672E-06, 8.15278E-06, 5.01894E-06, 7.47895E-05
69, 3.21563E-04, 1.66798E-04, 1.38294E-04, 3.53378E-04, 6.14834E-06, 8.14775E-06, 5.01199E-06, 7.63107E-05
70, 3.22701E-04, 1.67762E-04, 1.39942E-04, 3.58192E-04, 6.15014E-06, 8.14258E-06, 5.00515E-06, 7.77056E-05
71, 3.23772E-04, 1.68708E-04, 1.41545E-04, 3.62606E-04, 6.15202E-06, 8.13712E-06, 4.99850E-06, 7.89714E-05
72, 3.24779E-04, 1.69637E-04, 1.43101E-04, 3.66608E-04, 6.15390E-06, 8.13137E-06, 4.99207E-06, 8.01003E-05
73, 3.25720E-04, 1.70548E-04, 1.44608E-04, 3.70184E-04, 6.15597E-06, 8.12520E-06, 4.98571E-06, 8.10876E-05
74, 3.26596E-04, 1.71441E-04, 1.46066E-04, 3.74341E-04, 6.15821E-06, 8.11881E-06, 4.97947E-06, 8.19317E-05
75, 3.27406E-04, 1.72317E-04, 1.47473E-04, 3.79052E-04, 6.16043E-06, 8.11236E-06, 4.97338E-06, 8.26282E-05
76, 3.28152E-04, 1.73175E-04, 1.48827E-04, 3.83324E-04, 6.16253E-06, 8.10581E-06, 4.96736E-06, 8.31725E-05
77, 3.28834E-04, 1.74015E-04, 1.50127E-04, 3.87144E-04, 6.16467E-06, 8.09891E-06, 4.96164E-06, 8.35619E-05
78, 3.29451E-04, 1.74838E-04, 1.51371E-04, 3.90501E-04, 6.16684E-06, 8.09225E-06, 4.95608E-06, 8.37939E-05
