time_step, rms_u, rms_v, rms_w, rms_p
0, 3.56018E-01, 9.07009E-01, 7.11459E-01, 2.31962E-01
1, 3.56832E-01, 9.06869E-01, 7.10414E-01, 2.32890E-01
2, 3.57633E-01, 9.06706E-01, 7.09364E-01, 2.34400E-01
3, 3.58440E-01, 9.06538E-01, 7.08321E-01, 2.35503E-01
4, 3.59252E-01, 9.06364E-01, 7.07285E-01, 2.36680E-01
5, 3.60070E-01, 9.06184E-01, 7.06257E-01, 2.37934E-01
6, 3.60893E-01, 9.05998E-01, 7.05237E-01, 2.39265E-01
7, 3.61722E-01, 9.05807E-01, 7.04224E-01, 2.40674E-01
8, 3.62556E-01, 9.05609E-01, 7.03220E-01, 2.42161E-01
9, 3.63396E-01, 9.05405E-01, 7.02224E-01, 2.43727E-01
10, 3.64240E-01, 9.05195E-01, 7.01236E-01, 2.45370E-01
11, 3.65089E-01, 9.04978E-01, 7.00257E-01, 2.47091E-01
12, 3.65944E-01, 9.04755E-01, 6.99286E-01, 2.48888E-01
13, 3.66803E-01, 9.04525E-01, 6.98324E-01, 2.50761E-01
14, 3.67666E-01, 9.04288E-01, 6.97372E-01, 2.52708E-01
15, 3.68534E-01, 9.04045E-01, 6.96428E-01, 2.54726E-01
16, 3.69406E-01, 9.03795E-01, 6.95493E-01, 2.56814E-01
17, 3.70282E-01, 9.03537E-01, 6.94568E-01, 2.58970E-01
18, 3.71162E-01, 9.03273E-01, 6.93652E-01, 2.61190E-01
19, 3.72046E-01, 9.03001E-01, 6.92746E-01, 2.63472E-01
20, 3.72933E-01, 9.02723E-01, 6.91849E-01, 2.65813E-01
21, 3.73823E-01, 9.02436E-01, 6.90962E-01, 2.68210E-01
22, 3.74717E-01, 9.02143E-01, 6.90085E-01, 2.70658E-01
23, 3.75614E-01, 9.01842E-01, 6.89218E-01, 2.73155E-01
24, 3.76514E-01, 9.01533E-01, 6.88361E-01, 2.75696E-01
25, 3.77416E-01, 9.01217E-01, 6.87514E-01, 2.78279E-01
26, 3.78321E-01, 9.00892E-01, 6.86677E-01, 2.80898E-01
27, 3.79228E-01, 9.00560E-01, 6.85850E-01, 2.83551E-01
28, 3.80137E-01, 9.00220E-01, 6.85033E-01, 2.86233E-01
29, 3.81048E-01, 8.99872E-01, 6.84227E-01, 2.88941E-01
30, 3.81961E-01, 8.99516E-01, 6.83431E-01, 2.91670E-01
31, 3.82876E-01, 8.99152E-01, 6.82646E-01, 2.94418E-01
32, 3.83792E-01, 8.98780E-01, 6.81871E-01, 2.97180E-01
33, 3.84709E-01, 8.98399E-01, 6.81106E-01, 2.99953E-01
34, 3.85628E-01, 8.98010E-01, 6.80352E-01, 3.02733E-01
35, 3.86547E-01, 8.97613E-01, 6.79609E-01, 3.05517E-01
36, 3.87467E-01, 8.97207E-01, 6.78876E-01, 3.08302E-01
37, 3.88388E-01, 8.96792E-01, 6.78154E-01, 3.11086E-01
38, 3.89309E-01, 8.96370E-01, 6.77443E-01, 3.13864E-01
39, 3.90230E-01, 8.95938E-01, 6.76742E-01, 3.16635E-01
40, 3.91151E-01, 8.95498E-01, 6.76053E-01, 3.19396E-01
41, 3.92073E-01, 8.95049E-01, 6.75374E-01, 3.22145E-01
42, 3.92993E-01, 8.94592E-01, 6.74705E-01, 3.24879E-01
43, 3.93914E-01, 8.94126E-01, 6.74048E-01, 3.27597E-01
44, 3.94834E-01, 8.93651E-01, 6.73401E-01, 3.30297E-01
45, 3.95753E-01, 8.93167E-01, 6.72766E-01, 3.32978E-01
46, 3.96671E-01, 8.92674E-01, 6.72141E-01, 3.35637E-01
47, 3.97588E-01, 8.92173E-01, 6.71527E-01, 3.38274E-01
48, 3.98503E-01, 8.91662E-01, 6.70924E-01, 3.40888E-01
49, 3.99417E-01, 8.91143E-01, 6.70332E-01, 3.43477E-01
50, 4.00330E-01, 8.90615E-01, 6.69752E-01, 3.46041E-01
51, 4.01241E-01, 8.90078E-01, 6.69182E-01, 3.48580E-01
52, 4.02150E-01, 8.89532E-01, 6.68623E-01, 3.51092E-01
53, 4.03056E-01, 8.88977E-01, 6.68075E-01, 3.53577E-01
54, 4.03961E-01, 8.88414E-01, 6.67539E-01, 3.56035E-01
55, 4.04863E-01, 8.87841E-01, 6.67013E-01, 3.58466E-01
56, 4.05762E-01, 8.87260E-01, 6.66499E-01, 3.60870E-01
57, 4.06659E-01, 8.86669E-01, 6.65996E-01, 3.63247E-01
58, 4.07553E-01, 8.86070E-01, 6.65504E-01, 3.65596E-01
59, 4.08444E-01, 8.85462E-01, 6.65023E-01, 3.67919E-01
60, 4.09332E-01, 8.84845E-01, 6.64554E-01, 3.70214E-01
61, 4.10217E-01, 8.84219E-01, 6.64096E-01, 3.72483E-01
62, 4.11098E-01, 8.83584E-01, 6.63649E-01, 3.74726E-01
63, 4.11975E-01, 8.82941E-01, 6.63213E-01, 3.76942E-01
64, 4.12849E-01, 8.82288E-01, 6.62789E-01, 3.79133E-01
65, 4.13719E-01, 8.81627E-01, 6.62376E-01, 3.81299E-01
66, 4.14585E-01, 8.80958E-01, 6.61975E-01, 3.83439E-01
67, 4.15447E-01, 8.80279E-01, 6.61585E-01, 3.85555E-01
68, 4.16304E-01, 8.79592E-01, 6.61206E-01, 3.87647E-01
69, 4.17157E-01, 8.78896E-01, 6.60839E-01, 3.89714E-01
70, 4.18006E-01, 8.78192E-01, 6.60483E-01, 3.91758E-01
71, 4.18850E-01, 8.77479E-01, 6.60139E-01, 3.93779E-01
72, 4.19690E-01, 8.76757E-01, 6.59806E-01, 3.95776E-01
73, 4.20525E-01, 8.76027E-01, 6.59485E-01, 3.97750E-01
74, 4.21354E-01, 8.75288E-01, 6.59175E-01, 3.99702E-01
75, 4.22179E-01, 8.74541E-01, 6.58877E-01, 4.01631E-01
76, 4.22998E-01, 8.73785E-01, 6.58590E-01, 4.03537E-01
77, 4.23812E-01, 8.73021E-01, 6.58314E-01, 4.05421E-01
78, 4.24621E-01, 8.72249E-01, 6.58050E-01, 4.07282E-01
79, 4.25424E-01, 8.71469E-01, 6.57797E-01, 4.09120E-01
80, 4.26221E-01, 8.70680E-01, 6.57556E-01, 4.10935E-01
81, 4.27013E-01, 8.69883E-01, 6.57326E-01, 4.12727E-01
82, 4.27799E-01, 8.69078E-01, 6.57107E-01, 4.14496E-01
83, 4.28579E-01, 8.68264E-01, 6.56900E-01, 4.16241E-01
84, 4.29353E-01, 8.67443E-01, 6.56703E-01, 4.17961E-01
85, 4.30120E-01, 8.66614E-01, 6.56518E-01, 4.19657E-01
86, 4.30882E-01, 8.65776E-01, 6.56344E-01, 4.21328E-01
87, 4.31637E-01, 8.64931E-01, 6.56181E-01, 4.22973E-01
88, 4.32385E-01, 8.64078E-01, 6.56029E-01, 4.24592E-01
89, 4.33127E-01, 8.63217E-01, 6.55887E-01, 4.26183E-01
90, 4.33863E-01, 8.62348E-01, 6.55757E-01, 4.27747E-01
91, 4.34591E-01, 8.61472E-01, 6.55636E-01, 4.29282E-01
92, 4.35313E-01, 8.60588E-01, 6.55527E-01, 4.30788E-01
93, 4.36027E-01, 8.59696E-01, 6.55428E-01, 4.32264E-01
94, 4.36735E-01, 8.58797E-01, 6.55339E-01, 4.33709E-01
95, 4.37435E-01, 8.57891E-01, 6.55260E-01, 4.35123E-01
96, 4.38129E-01, 8.56977E-01, 6.55191E-01, 4.36504E-01
97, 4.38814E-01, 8.56056E-01, 6.55132E-01, 4.37851E-01
98, 4.39493E-01, 8.55128E-01, 6.55082E-01, 4.39164E-01
99, 4.40164E-01, 8.54193E-01, 6.55042E-01, 4.40443E-01
100, 4.40827E-01, 8.53250E-01, 6.55011E-01, 4.41685E-01
101, 4.41483E-01, 8.52301E-01, 6.54990E-01, 4.42891E-01
102, 4.42131E-01, 8.51345E-01, 6.54977E-01, 4.44060E-01
103, 4.42771E-01, 8.50382E-01, 6.54973E-01, 4.45190E-01
104, 4.43403E-01, 8.49412E-01, 6.54978E-01, 4.46282E-01
105, 4.44027E-01, 8.48436E-01, 6.54990E-01, 4.47335E-01
106, 4.44644E-01, 8.47453E-01, 6.55011E-01, 4.48349E-01
107, 4.45252E-01, 8.46464E-01, 6.55040E-01, 4.49322E-01
108, 4.45852E-01, 8.45468E-01, 6.55076E-01, 4.50255E-01
109, 4.46444E-01, 8.44466E-01, 6.55120E-01, 4.51148E-01
110, 4.47027E-01, 8.43459E-01, 6.55171E-01, 4.52000E-01
111, 4.47603E-01, 8.42445E-01, 6.55229E-01, 4.52811E-01
112, 4.48170E-01, 8.41425E-01, 6.55293E-01, 4.53581E-01
113, 4.48729E-01, 8.40400E-01, 6.55364E-01, 4.54310E-01
114, 4.49279E-01, 8.39369E-01, 6.55441E-01, 4.54999E-01
115, 4.49821E-01, 8.38332E-01, 6.55524E-01, 4.55648E-01
116, 4.50355E-01, 8.37290E-01, 6.55612E-01, 4.56257E-01
117, 4.50880E-01, 8.36243E-01, 6.55706E-01, 4.56827E-01
118, 4.51397E-01, 8.35191E-01, 6.55805E-01, 4.57359E-01
119, 4.51906E-01, 8.34133E-01, 6.55909E-01, 4.57853E-01
120, 4.52406E-01, 8.33070E-01, 6.56018E-01, 4.58310E-01
121, 4.52898E-01, 8.32003E-01, 6.56131E-01, 4.58731E-01
122, 4.53382E-01, 8.30931E-01, 6.56248E-01, 4.59118E-01
123, 4.53857E-01, 8.29854E-01, 6.56369E-01, 4.59470E-01
124, 4.54324E-01, 8.28773E-01, 6.56494E-01, 4.59791E-01
125, 4.54783E-01, 8.27688E-01, 6.56622E-01, 4.60080E-01
126, 4.55233E-01, 8.26598E-01, 6.56753E-01, 4.60339E-01
127, 4.55675E-01, 8.25504E-01, 6.56888E-01, 4.60570E-01
128, 4.56109E-01, 8.24406E-01, 6.57025E-01, 4.60774E-01
129, 4.56535E-01, 8.23303E-01, 6.57165E-01, 4.60953E-01
130, 4.56953E-01, 8.22198E-01, 6.57307E-01, 4.61108E-01
131, 4.57363E-01, 8.21088E-01, 6.57452E-01, 4.61241E-01
132, 4.57765E-01, 8.19974E-01, 6.57598E-01, 4.61353E-01
133, 4.58159E-01, 8.18857E-01, 6.57747E-01, 4.61447E-01
134, 4.58544E-01, 8.17737E-01, 6.57897E-01, 4.61523E-01
135, 4.58922E-01, 8.16613E-01, 6.58048E-01, 4.61584E-01
136, 4.59293E-01, 8.15486E-01, 6.58201E-01, 4.61631E-01
137, 4.59655E-01, 8.14355E-01, 6.58355E-01, 4.61665E-01
138, 4.60010E-01, 8.13222E-01, 6.58510E-01, 4.61689E-01
139, 4.60357E-01, 8.12085E-01, 6.58666E-01, 4.61703E-01
140, 4.60696E-01, 8.10945E-01, 6.58823E-01, 4.61710E-01
141, 4.61027E-01, 8.09802E-01, 6.58981E-01, 4.61711E-01
142, 4.61351E-01, 8.08656E-01, 6.59139E-01, 4.61706E-01
143, 4.61668E-01, 8.07507E-01, 6.59297E-01, 4.61698E-01
144, 4.61977E-01, 8.06355E-01, 6.59456E-01, 4.61688E-01
145, 4.62278E-01, 8.05201E-01, 6.59616E-01, 4.61676E-01
146, 4.62572E-01, 8.04043E-01, 6.59775E-01, 4.61664E-01
147, 4.62858E-01, 8.02883E-01, 6.59935E-01, 4.61653E-01
148, 4.63138E-01, 8.01721E-01, 6.60095E-01, 4.61644E-01
149, 4.63409E-01, 8.00555E-01, 6.60255E-01, 4.61637E-01
150, 4.63674E-01, 7.99388E-01, 6.60415E-01, 4.61634E-01
151, 4.63931E-01, 7.98217E-01, 6.60575E-01, 4.61634E-01
152, 4.64181E-01, 7.97044E-01, 6.60735E-01, 4.61638E-01
153, 4.64424E-01, 7.95869E-01, 6.60895E-01, 4.61648E-01
154, 4.64660E-01, 7.94691E-01, 6.61054E-01, 4.61662E-01
155, 4.64889E-01, 7.93510E-01, 6.61214E-01, 4.61681E-01
156, 4.65111E-01, 7.92328E-01, 6.61374E-01, 4.61706E-01
157, 4.65326E-01, 7.91143E-01, 6.61533E-01, 4.61737E-01
158, 4.65534E-01, 7.89955E-01, 6.61692E-01, 4.61772E-01
159, 4.65736E-01, 7.88766E-01, 6.61852E-01, 4.61813E-01
160, 4.65930E-01, 7.87574E-01, 6.62011E-01, 4.61859E-01
161, 4.66119E-01, 7.86380E-01, 6.62170E-01, 4.61910E-01
162, 4.66301E-01, 7.85184E-01, 6.62329E-01, 4.61966E-01
163, 4.66477E-01, 7.83986E-01, 6.62487E-01, 4.62025E-01
164, 4.66646E-01, 7.82786E-01, 6.62646E-01, 4.62088E-01
165, 4.66810E-01, 7.81584E-01, 6.62805E-01, 4.62154E-01
166, 4.66968E-01, 7.80380E-01, 6.62963E-01, 4.62223E-01
167, 4.67120E-01, 7.79175E-01, 6.63122E-01, 4.62293E-01
168, 4.67267E-01, 7.77967E-01, 6.63281E-01, 4.62365E-01
169, 4.67408E-01, 7.76759E-01, 6.63439E-01, 4.62438E-01
170, 4.67544E-01, 7.75548E-01, 6.63598E-01, 4.62510E-01
171, 4.67675E-01, 7.74336E-01, 6.63756E-01, 4.62582E-01
172, 4.67801E-01, 7.73123E-01, 6.63915E-01, 4.62653E-01
173, 4.67922E-01, 7.71908E-01, 6.64073E-01, 4.62721E-01
174, 4.68039E-01, 7.70692E-01, 6.64232E-01, 4.62786E-01
175, 4.68152E-01, 7.69475E-01, 6.64390E-01, 4.62848E-01
176, 4.68260E-01, 7.68257E-01, 6.64548E-01, 4.62906E-01
177, 4.68365E-01, 7.67038E-01, 6.64707E-01, 4.62959E-01
178, 4.68466E-01, 7.65819E-01, 6.64865E-01, 4.63007E-01
179, 4.68563E-01, 7.64598E-01, 6.65023E-01, 4.63048E-01
180, 4.68657E-01, 7.63377E-01, 6.65180E-01, 4.63082E-01
181, 4.68747E-01, 7.62156E-01, 6.65338E-01, 4.63109E-01
182, 4.68835E-01, 7.60934E-01, 6.65495E-01, 4.63128E-01
183, 4.68920E-01, 7.59712E-01, 6.65651E-01, 4.63139E-01
184, 4.69002E-01, 7.58490E-01, 6.65808E-01, 4.63140E-01
185, 4.69081E-01, 7.57268E-01, 6.65963E-01, 4.63133E-01
186, 4.69158E-01, 7.56045E-01, 6.66118E-01, 4.63115E-01
187, 4.69233E-01, 7.54823E-01, 6.66273E-01, 4.63087E-01
188, 4.69306E-01, 7.53602E-01, 6.66426E-01, 4.63049E-01
189, 4.69377E-01, 7.52381E-01, 6.66579E-01, 4.63000E-01
190, 4.69446E-01, 7.51160E-01, 6.66730E-01, 4.62940E-01
191, 4.69513E-01, 7.49940E-01, 6.66880E-01, 4.62869E-01
192, 4.69579E-01, 7.48721E-01, 6.67030E-01, 4.62786E-01
193, 4.69644E-01, 7.47503E-01, 6.67177E-01, 4.62691E-01
194, 4.69707E-01, 7.46286E-01, 6.67324E-01, 4.62585E-01
195, 4.69768E-01, 7.45070E-01, 6.67468E-01, 4.62467E-01
196, 4.69829E-01, 7.43855E-01, 6.67611E-01, 4.62338E-01
197, 4.69889E-01, 7.42642E-01, 6.67752E-01, 4.62196E-01
198, 4.69947E-01, 7.41430E-01, 6.67891E-01, 4.62043E-01
199, 4.70005E-01, 7.40219E-01, 6.68027E-01, 4.61879E-01
200, 4.70062E-01, 7.39010E-01, 6.68162E-01, 4.61703E-01
201, 4.70118E-01, 7.37803E-01, 6.68293E-01, 4.61515E-01
202, 4.70174E-01, 7.36598E-01, 6.68423E-01, 4.61317E-01
203, 4.70229E-01, 7.35394E-01, 6.68549E-01, 4.61107E-01
204, 4.70284E-01, 7.34192E-01, 6.68672E-01, 4.60887E-01
205, 4.70338E-01, 7.32992E-01, 6.68793E-01, 4.60656E-01
206, 4.70392E-01, 7.31795E-01, 6.68910E-01, 4.60415E-01
