time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p, rel_err_u_star, rel_err_v_star, rel_err_w_star, rel_err_dp
124, 2.08756E-05, 1.17147E-05, 5.76047E-06, 8.25343E-06, 5.52423E-07, 4.47618E-07, 3.49723E-07, 1.77980E-06
125, 2.09359E-05, 1.17210E-05, 5.79970E-06, 9.61897E-06, 5.51864E-07, 4.47292E-07, 3.49430E-07, 2.27417E-06
126, 2.10491E-05, 1.17270E-05, 5.83912E-06, 1.07636E-05, 5.51320E-07, 4.46946E-07, 3.49133E-07, 2.73018E-06
127, 2.11723E-05, 1.17326E-05, 5.87872E-06, 1.18666E-05, 5.50809E-07, 4.46582E-07, 3.48830E-07, 3.13957E-06
128, 2.12953E-05, 1.17404E-05, 5.91847E-06, 1.47314E-05, 5.50310E-07, 4.46208E-07, 3.48529E-07, 3.48785E-06
129, 2.14180E-05, 1.17502E-05, 5.95833E-06, 1.81670E-05, 5.49819E-07, 4.45838E-07, 3.48234E-07, 3.76943E-06
130, 2.15408E-05, 1.17597E-05, 5.99826E-06, 2.11774E-05, 5.49352E-07, 4.45489E-07, 3.47953E-07, 3.98152E-06
131, 2.16636E-05, 1.17688E-05, 6.03818E-06, 2.36509E-05, 5.48913E-07, 4.45156E-07, 3.47679E-07, 4.12351E-06
132, 2.17865E-05, 1.17774E-05, 6.07805E-06, 2.54944E-05, 5.48492E-07, 4.44852E-07, 3.47419E-07, 4.19603E-06
133, 2.19095E-05, 1.17856E-05, 6.11778E-06, 2.66385E-05, 5.48082E-07, 4.44575E-07, 3.47175E-07, 4.20197E-06
134, 2.20326E-05, 1.17933E-05, 6.15730E-06, 2.70409E-05, 5.47681E-07, 4.44333E-07, 3.46947E-07, 4.14494E-06
135, 2.21557E-05, 1.18005E-05, 6.19655E-06, 2.66877E-05, 5.47306E-07, 4.44141E-07, 3.46746E-07, 4.03016E-06
136, 2.22787E-05, 1.18072E-05, 6.23547E-06, 2.55944E-05, 5.46949E-07, 4.43986E-07, 3.46556E-07, 3.85958E-06
137, 2.24015E-05, 1.18133E-05, 6.27401E-06, 2.38044E-05, 5.46611E-07, 4.43853E-07, 3.46372E-07, 3.63454E-06
138, 2.25239E-05, 1.18189E-05, 6.31213E-06, 2.13866E-05, 5.46264E-07, 4.43738E-07, 3.46190E-07, 3.35984E-06
139, 2.26459E-05, 1.18239E-05, 6.34979E-06, 1.84321E-05, 5.45911E-07, 4.43628E-07, 3.46008E-07, 3.04122E-06
140, 2.27672E-05, 1.18283E-05, 6.38700E-06, 1.50493E-05, 5.45574E-07, 4.43514E-07, 3.45822E-07, 2.68686E-06
141, 2.28877E-05, 1.18321E-05, 6.42374E-06, 1.13587E-05, 5.45237E-07, 4.43395E-07, 3.45630E-07, 2.31148E-06
142, 2.30073E-05, 1.18354E-05, 6.46005E-06, 8.52833E-06, 5.44880E-07, 4.43265E-07, 3.45432E-07, 1.92060E-06
143, 2.31259E-05, 1.18379E-05, 6.49593E-06, 7.54069E-06, 5.44501E-07, 4.43122E-07, 3.45227E-07, 1.52012E-06
144, 2.32433E-05, 1.18399E-05, 6.53143E-06, 7.73244E-06, 5.44095E-07, 4.42966E-07, 3.45012E-07, 1.13658E-06
145, 2.33594E-05, 1.18411E-05, 6.56658E-06, 7.68821E-06, 5.43667E-07, 4.42804E-07, 3.44786E-07, 8.89147E-07
146, 2.34744E-05, 1.18417E-05, 6.60144E-06, 7.40998E-06, 5.43221E-07, 4.42631E-07, 3.44552E-07, 8.69598E-07
147, 2.35880E-05, 1.18416E-05, 6.63604E-06, 1.03688E-05, 5.42757E-07, 4.42445E-07, 3.44301E-07, 1.02109E-06
148, 2.37003E-05, 1.18408E-05, 6.67044E-06, 1.29563E-05, 5.42281E-07, 4.42240E-07, 3.44039E-07, 1.31442E-06
149, 2.38113E-05, 1.18392E-05, 6.70468E-06, 1.50679E-05, 5.41792E-07, 4.42014E-07, 3.43769E-07, 1.66355E-06
150, 2.39210E-05, 1.18368E-05, 6.73879E-06, 1.66801E-05, 5.41299E-07, 4.41771E-07, 3.43491E-07, 2.00767E-06
151, 2.40295E-05, 1.18337E-05, 6.77280E-06, 1.77886E-05, 5.40799E-07, 4.41511E-07, 3.43204E-07, 2.33639E-06
152, 2.41369E-05, 1.18298E-05, 6.80674E-06, 1.84070E-05, 5.40301E-07, 4.41239E-07, 3.42915E-07, 2.64326E-06
153, 2.42431E-05, 1.18251E-05, 6.84062E-06, 1.85645E-05, 5.39802E-07, 4.40961E-07, 3.42624E-07, 2.92025E-06
154, 2.43483E-05, 1.18195E-05, 6.87445E-06, 1.83029E-05, 5.39302E-07, 4.40677E-07, 3.42331E-07, 3.16458E-06
155, 2.44524E-05, 1.18131E-05, 6.90823E-06, 1.76734E-05, 5.38821E-07, 4.40398E-07, 3.42043E-07, 3.36164E-06
156, 2.45555E-05, 1.18059E-05, 6.94194E-06, 1.75054E-05, 5.38381E-07, 4.40119E-07, 3.41759E-07, 3.50512E-06
