time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p, rel_err_u_star, rel_err_v_star, rel_err_w_star, rel_err_dp
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
1, 5.81140E-04, 5.12024E-04, 7.25265E-04, 3.31469E-02, 2.71176E-05, 3.09560E-05, 2.40840E-05, 6.66505E-03
2, 9.42363E-04, 8.52057E-04, 6.25688E-04, 1.33658E-03, 3.27570E-05, 3.53447E-05, 2.70243E-05, 4.48407E-04
3, 7.70290E-04, 5.57814E-04, 5.55300E-04, 2.10085E-03, 2.67694E-05, 3.12077E-05, 2.28429E-05, 4.85669E-04
4, 7.82481E-04, 5.62734E-04, 5.52742E-04, 1.20270E-03, 2.66854E-05, 3.12749E-05, 2.26458E-05, 3.97626E-04
5, 8.13250E-04, 5.56674E-04, 5.51260E-04, 1.42890E-03, 2.64001E-05, 3.13624E-05, 2.25080E-05, 4.07238E-04
6, 8.34936E-04, 5.55560E-04, 5.48331E-04, 1.35951E-03, 2.62190E-05, 3.14581E-05, 2.23601E-05, 3.92206E-04
7, 8.56376E-04, 5.59388E-04, 5.45604E-04, 1.36425E-03, 2.60365E-05, 3.15519E-05, 2.22248E-05, 3.77596E-04
8, 8.77564E-04, 5.66237E-04, 5.42708E-04, 1.33534E-03, 2.58753E-05, 3.16476E-05, 2.20971E-05, 3.61921E-04
9, 8.97844E-04, 5.72103E-04, 5.39525E-04, 1.31457E-03, 2.57285E-05, 3.17416E-05, 2.19796E-05, 3.44719E-04
10, 9.17263E-04, 5.77226E-04, 5.36088E-04, 1.28548E-03, 2.55965E-05, 3.18340E-05, 2.18695E-05, 3.26245E-04
11, 9.35811E-04, 5.81597E-04, 5.32418E-04, 1.25527E-03, 2.54773E-05, 3.19255E-05, 2.17627E-05, 3.06707E-04
12, 9.53449E-04, 5.85215E-04, 5.28509E-04, 1.22068E-03, 2.53700E-05, 3.20155E-05, 2.16618E-05, 2.86257E-04
13, 9.70146E-04, 5.88100E-04, 5.24365E-04, 1.18313E-03, 2.52726E-05, 3.21034E-05, 2.15652E-05, 2.65108E-04
14, 9.85878E-04, 5.90257E-04, 5.19988E-04, 1.14192E-03, 2.51839E-05, 3.21874E-05, 2.14723E-05, 2.43486E-04
15, 1.00062E-03, 5.91701E-04, 5.15382E-04, 1.09737E-03, 2.51026E-05, 3.22670E-05, 2.13833E-05, 2.21691E-04
16, 1.01435E-03, 5.92444E-04, 5.10550E-04, 1.04936E-03, 2.50318E-05, 3.23433E-05, 2.12970E-05, 2.00147E-04
