time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p, rel_err_u_star, rel_err_v_star, rel_err_w_star, rel_err_dp
146, 2.54970E-03, 1.42486E-03, 6.56905E-04, 1.90865E-03, 8.11069E-05, 6.43201E-05, 5.25723E-05, 2.82107E-04
147, 2.57414E-03, 1.43756E-03, 6.60595E-04, 1.91089E-03, 8.16129E-05, 6.47255E-05, 5.29097E-05, 2.82066E-04
148, 2.59854E-03, 1.45022E-03, 6.64202E-04, 1.91317E-03, 8.21178E-05, 6.51305E-05, 5.32469E-05, 2.82069E-04
149, 2.62288E-03, 1.46285E-03, 6.67725E-04, 1.91549E-03, 8.26223E-05, 6.55344E-05, 5.35837E-05, 2.82114E-04
150, 2.64717E-03, 1.47544E-03, 6.71163E-04, 1.91783E-03, 8.31259E-05, 6.59375E-05, 5.39202E-05, 2.82206E-04
151, 2.67140E-03, 1.48800E-03, 6.74664E-04, 1.92021E-03, 8.36278E-05, 6.63395E-05, 5.42559E-05, 2.82342E-04
152, 2.69556E-03, 1.50051E-03, 6.78477E-04, 1.92263E-03, 8.41282E-05, 6.67411E-05, 5.45910E-05, 2.82524E-04
153, 2.71966E-03, 1.51299E-03, 6.82202E-04, 1.92508E-03, 8.46282E-05, 6.71419E-05, 5.49256E-05, 2.82754E-04
154, 2.74368E-03, 1.52542E-03, 6.85836E-04, 1.92797E-03, 8.51267E-05, 6.75419E-05, 5.52597E-05, 2.83033E-04
155, 2.76762E-03, 1.53781E-03, 6.89380E-04, 1.93864E-03, 8.56243E-05, 6.79406E-05, 5.55933E-05, 2.83362E-04
156, 2.79148E-03, 1.55015E-03, 6.92831E-04, 1.94930E-03, 8.61213E-05, 6.83383E-05, 5.59269E-05, 2.83743E-04
157, 2.82298E-03, 1.56244E-03, 6.96189E-04, 1.95995E-03, 8.66159E-05, 6.87365E-05, 5.62609E-05, 2.84178E-04
158, 2.85634E-03, 1.57469E-03, 6.99454E-04, 1.97060E-03, 8.71091E-05, 6.91349E-05, 5.65959E-05, 2.84669E-04
159, 2.88978E-03, 1.58688E-03, 7.02970E-04, 1.98124E-03, 8.76017E-05, 6.95325E-05, 5.69309E-05, 2.85217E-04
160, 2.92330E-03, 1.59902E-03, 7.07401E-04, 1.99186E-03, 8.80935E-05, 6.99301E-05, 5.72669E-05, 2.85825E-04
161, 2.95688E-03, 1.61111E-03, 7.11739E-04, 2.00248E-03, 8.85834E-05, 7.03273E-05, 5.76033E-05, 2.86492E-04
162, 2.99054E-03, 1.62314E-03, 7.15982E-04, 2.01309E-03, 8.90720E-05, 7.07236E-05, 5.79397E-05, 2.87223E-04
163, 3.02426E-03, 1.63511E-03, 7.20128E-04, 2.02369E-03, 8.95602E-05, 7.11193E-05, 5.82755E-05, 2.88014E-04
164, 3.05804E-03, 1.64702E-03, 7.24174E-04, 2.03427E-03, 9.00465E-05, 7.15142E-05, 5.86108E-05, 2.88864E-04
165, 3.09188E-03, 1.65887E-03, 7.28118E-04, 2.04485E-03, 9.05308E-05, 7.19086E-05, 5.89451E-05, 2.89771E-04
166, 3.12576E-03, 1.67066E-03, 7.31959E-04, 2.05541E-03, 9.10136E-05, 7.23023E-05, 5.92788E-05, 2.90740E-04
167, 3.15969E-03, 1.68238E-03, 7.35696E-04, 2.06595E-03, 9.14953E-05, 7.26952E-05, 5.96124E-05, 2.91772E-04
168, 3.19366E-03, 1.69403E-03, 7.39325E-04, 2.07648E-03, 9.19761E-05, 7.30891E-05, 5.99452E-05, 2.92874E-04
169, 3.22767E-03, 1.70562E-03, 7.42844E-04, 2.08699E-03, 9.24552E-05, 7.34821E-05, 6.02773E-05, 2.94045E-04
170, 3.26170E-03, 1.71714E-03, 7.46253E-04, 2.09749E-03, 9.29321E-05, 7.38751E-05, 6.06094E-05, 2.95291E-04
171, 3.29577E-03, 1.72859E-03, 7.49549E-04, 2.10797E-03, 9.34068E-05, 7.42676E-05, 6.09419E-05, 2.96609E-04
