time_step, rms_u, rms_v, rms_w, rms_p
0, 3.56018E-01, 9.07009E-01, 7.11459E-01, 2.31962E-01
1, 3.56218E-01, 9.06971E-01, 7.11195E-01, 2.32890E-01
2, 3.56416E-01, 9.06932E-01, 7.10930E-01, 2.33253E-01
3, 3.56615E-01, 9.06893E-01, 7.10666E-01, 2.33501E-01
4, 3.56814E-01, 9.06853E-01, 7.10403E-01, 2.33754E-01
5, 3.57014E-01, 9.06813E-01, 7.10139E-01, 2.34011E-01
6, 3.57214E-01, 9.06772E-01, 7.09877E-01, 2.34272E-01
7, 3.57414E-01, 9.06731E-01, 7.09614E-01, 2.34539E-01
8, 3.57615E-01, 9.06690E-01, 7.09352E-01, 2.34809E-01
9, 3.57816E-01, 9.06648E-01, 7.09091E-01, 2.35085E-01
10, 3.58017E-01, 9.06606E-01, 7.08830E-01, 2.35365E-01
11, 3.58219E-01, 9.06564E-01, 7.08570E-01, 2.35650E-01
12, 3.58421E-01, 9.06521E-01, 7.08310E-01, 2.35939E-01
13, 3.58624E-01, 9.06478E-01, 7.08050E-01, 2.36234E-01
14, 3.58827E-01, 9.06435E-01, 7.07791E-01, 2.36533E-01
15, 3.59030E-01, 9.06391E-01, 7.07532E-01, 2.36836E-01
16, 3.59234E-01, 9.06347E-01, 7.07274E-01, 2.37145E-01
17, 3.59438E-01, 9.06303E-01, 7.07016E-01, 2.37458E-01
18, 3.59642E-01, 9.06258E-01, 7.06759E-01, 2.37776E-01
19, 3.59846E-01, 9.06213E-01, 7.06502E-01, 2.38099E-01
20, 3.60051E-01, 9.06167E-01, 7.06246E-01, 2.38427E-01
21, 3.60257E-01, 9.06122E-01, 7.05990E-01, 2.38760E-01
22, 3.60462E-01, 9.06075E-01, 7.05735E-01, 2.39097E-01
23, 3.60669E-01, 9.06029E-01, 7.05480E-01, 2.39440E-01
24, 3.60875E-01, 9.05982E-01, 7.05226E-01, 2.39787E-01
25, 3.61082E-01, 9.05934E-01, 7.04972E-01, 2.40139E-01
26, 3.61289E-01, 9.05886E-01, 7.04719E-01, 2.40496E-01
27, 3.61496E-01, 9.05838E-01, 7.04466E-01, 2.40858E-01
28, 3.61704E-01, 9.05790E-01, 7.04214E-01, 2.41224E-01
29, 3.61912E-01, 9.05741E-01, 7.03962E-01, 2.41596E-01
30, 3.62120E-01, 9.05692E-01, 7.03711E-01, 2.41972E-01
31, 3.62329E-01, 9.05642E-01, 7.03460E-01, 2.42354E-01
32, 3.62538E-01, 9.05592E-01, 7.03210E-01, 2.42740E-01
33, 3.62747E-01, 9.05541E-01, 7.02960E-01, 2.43131E-01
34, 3.62957E-01, 9.05491E-01, 7.02711E-01, 2.43527E-01
35, 3.63167E-01, 9.05439E-01, 7.02462E-01, 2.43928E-01
36, 3.63377E-01, 9.05388E-01, 7.02214E-01, 2.44334E-01
37, 3.63588E-01, 9.05336E-01, 7.01966E-01, 2.44744E-01
38, 3.63799E-01, 9.05283E-01, 7.01719E-01, 2.45160E-01
39, 3.64010E-01, 9.05231E-01, 7.01472E-01, 2.45580E-01
40, 3.64222E-01, 9.05177E-01, 7.01226E-01, 2.46005E-01
41, 3.64434E-01, 9.05124E-01, 7.00980E-01, 2.46435E-01
42, 3.64646E-01, 9.05070E-01, 7.00735E-01, 2.46869E-01
43, 3.64858E-01, 9.05015E-01, 7.00491E-01, 2.47309E-01
44, 3.65071E-01, 9.04961E-01, 7.00247E-01, 2.47753E-01
45, 3.65284E-01, 9.04905E-01, 7.00004E-01, 2.48202E-01
46, 3.65497E-01, 9.04850E-01, 6.99761E-01, 2.48656E-01
47, 3.65711E-01, 9.04794E-01, 6.99518E-01, 2.49114E-01
48, 3.65925E-01, 9.04737E-01, 6.99277E-01, 2.49577E-01
49, 3.66139E-01, 9.04680E-01, 6.99035E-01, 2.50045E-01
50, 3.66354E-01, 9.04623E-01, 6.98795E-01, 2.50517E-01
51, 3.66569E-01, 9.04565E-01, 6.98555E-01, 2.50994E-01
52, 3.66784E-01, 9.04507E-01, 6.98315E-01, 2.51476E-01
53, 3.66999E-01, 9.04449E-01, 6.98076E-01, 2.51962E-01
54, 3.67215E-01, 9.04390E-01, 6.97838E-01, 2.52453E-01
55, 3.67431E-01, 9.04330E-01, 6.97600E-01, 2.52948E-01
56, 3.67647E-01, 9.04271E-01, 6.97362E-01, 2.53447E-01
57, 3.67864E-01, 9.04210E-01, 6.97126E-01, 2.53951E-01
58, 3.68081E-01, 9.04150E-01, 6.96889E-01, 2.54460E-01
59, 3.68298E-01, 9.04089E-01, 6.96654E-01, 2.54973E-01
