time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p, rel_err_u_m, rel_err_v_m, rel_err_w_m, rel_err_p_m
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00,         NaN
1, 1.50305E-09, 1.98801E-09, 1.51950E-09, 7.61548E-09, 3.34443E-11, 2.39896E-11, 2.77864E-11, 7.61548E-09
2, 1.34892E-09, 1.99580E-09, 1.47716E-09, 1.61197E-09, 3.23911E-11, 2.38442E-11, 2.76111E-11, 1.61197E-09
3, 1.36994E-09, 2.00270E-09, 1.48168E-09, 6.15391E-10, 3.30628E-11, 2.39836E-11, 2.76027E-11, 6.15391E-10
4, 1.34775E-09, 2.00881E-09, 1.47404E-09, 5.34192E-10, 3.36638E-11, 2.42130E-11, 2.80336E-11, 5.34192E-10
5, 1.50875E-09, 2.01417E-09, 1.46802E-09, 5.66905E-10, 3.41027E-11, 2.45242E-11, 2.84902E-11, 5.66905E-10
6, 1.77381E-09, 2.01879E-09, 1.46280E-09, 5.86156E-10, 3.47216E-11, 2.48643E-11, 2.90136E-11, 5.86156E-10
7, 2.05184E-09, 2.02266E-09, 1.45805E-09, 5.92805E-10, 3.53585E-11, 2.52285E-11, 2.95472E-11, 5.92805E-10
8, 2.33939E-09, 2.02576E-09, 1.45341E-09, 5.97360E-10, 3.60400E-11, 2.56045E-11, 3.01069E-11, 5.97360E-10
9, 2.63210E-09, 2.02806E-09, 1.44858E-09, 6.12837E-10, 3.67125E-11, 2.59824E-11, 3.06615E-11, 6.12837E-10
10, 2.92540E-09, 2.02952E-09, 1.44330E-09, 6.29508E-10, 3.73895E-11, 2.63564E-11, 3.12092E-11, 6.29508E-10
11, 3.21473E-09, 2.03012E-09, 1.43736E-09, 6.45941E-10, 3.80360E-11, 2.67222E-11, 3.17393E-11, 6.45941E-10
12, 3.49578E-09, 2.02981E-09, 1.43065E-09, 6.61964E-10, 3.86589E-11, 2.70768E-11, 3.22575E-11, 6.61964E-10
13, 3.76457E-09, 2.02860E-09, 1.42310E-09, 6.77496E-10, 3.92822E-11, 2.74197E-11, 3.27606E-11, 6.77496E-10
14, 4.01759E-09, 2.02646E-09, 1.41470E-09, 6.92440E-10, 3.98858E-11, 2.77478E-11, 3.32418E-11, 6.92440E-10
15, 4.25190E-09, 2.02340E-09, 1.40553E-09, 7.06714E-10, 4.04585E-11, 2.80619E-11, 3.36995E-11, 7.06714E-10
16, 4.46516E-09, 2.01945E-09, 1.39567E-09, 7.20200E-10, 4.10065E-11, 2.83636E-11, 3.41366E-11, 7.20200E-10
17, 4.65568E-09, 2.01464E-09, 1.38741E-09, 7.32774E-10, 4.15428E-11, 2.86507E-11, 3.45546E-11, 7.32774E-10
18, 4.82239E-09, 2.00900E-09, 1.38373E-09, 7.44347E-10, 4.20703E-11, 2.89217E-11, 3.49516E-11, 7.44347E-10
19, 4.96482E-09, 2.00261E-09, 1.37948E-09, 7.54731E-10, 4.25661E-11, 2.91793E-11, 3.53282E-11, 7.54731E-10
20, 5.08307E-09, 1.99552E-09, 1.37471E-09, 7.63833E-10, 4.30360E-11, 2.94246E-11, 3.56855E-11, 7.63833E-10
21, 5.17767E-09, 1.98783E-09, 1.36942E-09, 7.71462E-10, 4.34821E-11, 2.96574E-11, 3.60282E-11, 7.71462E-10
22, 5.24958E-09, 1.97959E-09, 1.36364E-09, 7.77490E-10, 4.39098E-11, 2.98791E-11, 3.63550E-11, 7.77490E-10
23, 5.30005E-09, 1.97090E-09, 1.35739E-09, 7.81771E-10, 4.43122E-11, 3.00919E-11, 3.66668E-11, 7.81771E-10
24, 5.33058E-09, 1.96184E-09, 1.35070E-09, 7.84178E-10, 4.46868E-11, 3.02947E-11, 3.69679E-11, 7.84178E-10
25, 5.34280E-09, 1.95248E-09, 1.34360E-09, 7.84638E-10, 4.50312E-11, 3.04879E-11, 3.72570E-11, 7.84638E-10
26, 5.33844E-09, 1.94288E-09, 1.33611E-09, 7.83103E-10, 4.53541E-11, 3.06719E-11, 3.75350E-11, 7.83103E-10
27, 5.31923E-09, 1.93310E-09, 1.32828E-09, 7.79576E-10, 4.56569E-11, 3.08476E-11, 3.78017E-11, 7.79576E-10
28, 5.28689E-09, 1.92318E-09, 1.32014E-09, 7.74082E-10, 4.59298E-11, 3.10170E-11, 3.80578E-11, 7.74082E-10
29, 5.24304E-09, 1.91316E-09, 1.31174E-09, 7.66768E-10, 4.61727E-11, 3.11810E-11, 3.83032E-11, 7.66768E-10
30, 5.18921E-09, 1.90306E-09, 1.30314E-09, 7.57726E-10, 4.63948E-11, 3.13405E-11, 3.85382E-11, 7.57726E-10
31, 5.12682E-09, 1.89287E-09, 1.29439E-09, 7.47148E-10, 4.65909E-11, 3.14948E-11, 3.87619E-11, 7.47148E-10
32, 5.05715E-09, 1.88261E-09, 1.28556E-09, 7.35238E-10, 4.67602E-11, 3.16425E-11, 3.89737E-11, 7.35238E-10
33, 4.98133E-09, 1.87227E-09, 1.27669E-09, 7.22161E-10, 4.69052E-11, 3.17848E-11, 3.91767E-11, 7.22161E-10
34, 4.90039E-09, 1.86183E-09, 1.26785E-09, 7.08196E-10, 4.70292E-11, 3.19196E-11, 3.93707E-11, 7.08196E-10
35, 4.81521E-09, 1.85128E-09, 1.25908E-09, 6.93495E-10, 4.71266E-11, 3.20479E-11, 3.95569E-11, 6.93495E-10
36, 4.72658E-09, 1.84063E-09, 1.25044E-09, 6.78293E-10, 4.72064E-11, 3.21708E-11, 3.97384E-11, 6.78293E-10
37, 4.63518E-09, 1.82986E-09, 1.24197E-09, 6.62729E-10, 4.72703E-11, 3.22892E-11, 3.99139E-11, 6.62729E-10
38, 4.54160E-09, 1.81899E-09, 1.23371E-09, 6.63464E-10, 4.73104E-11, 3.24049E-11, 4.00827E-11, 6.63464E-10
39, 4.44637E-09, 1.80803E-09, 1.22569E-09, 6.69198E-10, 4.73279E-11, 3.25202E-11, 4.02442E-11, 6.69198E-10
40, 4.34993E-09, 1.79701E-09, 1.22583E-09, 6.74568E-10, 4.73236E-11, 3.26320E-11, 4.03973E-11, 6.74568E-10
41, 4.25272E-09, 1.78597E-09, 1.22312E-09, 6.79592E-10, 4.73037E-11, 3.27415E-11, 4.05412E-11, 6.79592E-10
42, 4.15508E-09, 1.77496E-09, 1.21677E-09, 6.84179E-10, 4.72726E-11, 3.28483E-11, 4.06785E-11, 6.84179E-10
43, 4.05738E-09, 1.76405E-09, 1.20685E-09, 6.88281E-10, 4.72307E-11, 3.29548E-11, 4.08097E-11, 6.88281E-10
44, 3.95992E-09, 1.75331E-09, 1.19357E-09, 6.91785E-10, 4.71784E-11, 3.30598E-11, 4.09352E-11, 6.91785E-10
45, 3.86301E-09, 1.74282E-09, 1.24808E-09, 7.02844E-10, 4.71101E-11, 3.31615E-11, 4.10563E-11, 7.02844E-10
46, 3.76692E-09, 1.73265E-09, 1.30416E-09, 7.19869E-10, 4.70285E-11, 3.32637E-11, 4.11716E-11, 7.19869E-10
47, 3.67194E-09, 1.72291E-09, 1.36079E-09, 7.36079E-10, 4.69347E-11, 3.33659E-11, 4.12795E-11, 7.36079E-10
48, 3.57832E-09, 1.71367E-09, 1.41779E-09, 7.51266E-10, 4.68317E-11, 3.34659E-11, 4.13819E-11, 7.51266E-10
49, 3.48631E-09, 1.70501E-09, 1.47500E-09, 7.65234E-10, 4.67145E-11, 3.35631E-11, 4.14805E-11, 7.65234E-10
50, 3.39617E-09, 1.69703E-09, 1.53228E-09, 7.77754E-10, 4.65895E-11, 3.36613E-11, 4.15727E-11, 7.77754E-10
