time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
1, 5.95000E-05, 3.60964E-05, 2.61799E-05, 1.63442E-03
2, 5.85037E-05, 3.77230E-05, 2.51195E-05, 1.51203E-03
3, 5.78957E-05, 3.91813E-05, 2.37545E-05, 2.52074E-04
4, 5.72603E-05, 4.02941E-05, 2.24278E-05, 4.12576E-04
5, 5.68994E-05, 4.08750E-05, 2.26588E-05, 4.64218E-04
6, 5.67049E-05, 4.10586E-05, 2.29048E-05, 3.66050E-04
7, 5.64689E-05, 4.09895E-05, 2.27524E-05, 2.74881E-04
8, 5.61285E-05, 4.07863E-05, 2.23062E-05, 2.34655E-04
9, 5.65949E-05, 4.05370E-05, 2.16844E-05, 1.99811E-04
10, 5.71746E-05, 4.03033E-05, 2.17523E-05, 1.90394E-04
11, 5.77546E-05, 4.01234E-05, 2.20120E-05, 1.65894E-04
12, 5.82684E-05, 4.00149E-05, 2.21042E-05, 1.34762E-04
13, 5.86745E-05, 3.99781E-05, 2.20281E-05, 1.22278E-04
14, 5.92030E-05, 4.00016E-05, 2.18160E-05, 1.12056E-04
15, 5.96897E-05, 4.00684E-05, 2.17949E-05, 1.06521E-04
16, 6.01034E-05, 4.01620E-05, 2.18171E-05, 1.13556E-04
17, 6.05172E-05, 4.02686E-05, 2.18306E-05, 1.18961E-04
18, 6.09945E-05, 4.03791E-05, 2.18410E-05, 1.08914E-04
19, 6.15740E-05, 4.04874E-05, 2.18466E-05, 8.79522E-05
20, 6.22624E-05, 4.05893E-05, 2.18435E-05, 7.08929E-05
21, 6.30376E-05, 4.06813E-05, 2.18288E-05, 5.90886E-05
22, 6.38582E-05, 4.07597E-05, 2.18018E-05, 7.04031E-05
23, 6.46754E-05, 4.08208E-05, 2.17647E-05, 7.95858E-05
24, 6.54438E-05, 4.08613E-05, 2.17212E-05, 8.08091E-05
25, 6.61287E-05, 4.08789E-05, 2.16755E-05, 8.04854E-05
26, 6.67093E-05, 4.08725E-05, 2.16318E-05, 8.39557E-05
27, 6.71781E-05, 4.08430E-05, 2.15930E-05, 8.25575E-05
28, 6.75385E-05, 4.07927E-05, 2.15601E-05, 7.68046E-05
29, 6.78012E-05, 4.08468E-05, 2.15324E-05, 6.73293E-05
30, 6.79809E-05, 4.10925E-05, 2.15072E-05, 5.48244E-05
31, 6.80941E-05, 4.13374E-05, 2.14804E-05, 4.07479E-05
32, 6.81570E-05, 4.15872E-05, 2.14467E-05, 3.36685E-05
33, 6.81846E-05, 4.18463E-05, 2.14005E-05, 3.35471E-05
34, 6.81902E-05, 4.21167E-05, 2.13367E-05, 3.20225E-05
35, 6.81855E-05, 4.23986E-05, 2.12512E-05, 3.19046E-05
36, 6.81793E-05, 4.26901E-05, 2.11415E-05, 4.09820E-05
37, 6.81785E-05, 4.29882E-05, 2.10066E-05, 5.27351E-05
38, 6.85581E-05, 4.32888E-05, 2.08474E-05, 6.12140E-05
39, 6.90101E-05, 4.35874E-05, 2.06662E-05, 6.59167E-05
40, 6.94734E-05, 4.38798E-05, 2.04662E-05, 6.65828E-05
41, 6.99451E-05, 4.41624E-05, 2.02513E-05, 6.32305E-05
42, 7.04205E-05, 4.44324E-05, 2.00252E-05, 5.61670E-05
43, 7.08934E-05, 4.46880E-05, 1.97915E-05, 4.59690E-05
44, 7.13570E-05, 4.49285E-05, 1.95532E-05, 3.34363E-05
45, 7.18046E-05, 4.51539E-05, 1.94103E-05, 1.96891E-05
46, 7.22297E-05, 4.53645E-05, 1.93709E-05, 1.71034E-05
47, 7.27697E-05, 4.55612E-05, 1.93307E-05, 1.54177E-05
48, 7.37168E-05, 4.57446E-05, 1.92894E-05, 2.03778E-05
49, 7.46294E-05, 4.59152E-05, 1.92465E-05, 3.00823E-05
50, 7.55045E-05, 4.60734E-05, 1.92011E-05, 3.69303E-05
51, 7.63403E-05, 4.62190E-05, 1.91585E-05, 4.06390E-05
52, 7.71359E-05, 4.63516E-05, 1.95064E-05, 4.11794E-05
53, 7.78915E-05, 4.64708E-05, 1.98581E-05, 3.87612E-05
54, 7.86080E-05, 4.65758E-05, 2.02118E-05, 3.37969E-05
55, 7.92870E-05, 4.66663E-05, 2.05666E-05, 2.68530E-05
56, 7.99307E-05, 4.67420E-05, 2.09219E-05, 1.85922E-05
57, 8.05415E-05, 4.68028E-05, 2.12778E-05, 1.23350E-05
58, 8.11224E-05, 4.68493E-05, 2.16341E-05, 1.05296E-05
59, 8.16762E-05, 4.68820E-05, 2.19904E-05, 9.01796E-06
60, 8.22055E-05, 4.69023E-05, 2.23459E-05, 1.42540E-05
61, 8.27127E-05, 4.69115E-05, 2.26994E-05, 1.97158E-05
62, 8.31998E-05, 4.69112E-05, 2.30495E-05, 2.34264E-05
63, 8.41273E-05, 4.69033E-05, 2.33946E-05, 2.53062E-05
64, 8.51415E-05, 4.68980E-05, 2.37330E-05, 2.54052E-05
65, 8.61309E-05, 4.69197E-05, 2.40636E-05, 2.38832E-05
66, 8.70953E-05, 4.69388E-05, 2.43855E-05, 2.09841E-05
67, 8.80355E-05, 4.69566E-05, 2.46984E-05, 1.70089E-05
68, 8.89535E-05, 4.69743E-05, 2.50025E-05, 1.54295E-05
69, 8.98521E-05, 4.69925E-05, 2.52985E-05, 1.38595E-05
70, 9.07347E-05, 4.70116E-05, 2.55875E-05, 1.16271E-05
71, 9.16051E-05, 4.70315E-05, 2.58708E-05, 1.02766E-05
72, 9.24672E-05, 4.70519E-05, 2.61495E-05, 1.03636E-05
73, 9.33247E-05, 4.70719E-05, 2.64247E-05, 1.22343E-05
74, 9.41807E-05, 4.70905E-05, 2.66972E-05, 1.46943E-05
75, 9.50375E-05, 4.71063E-05, 2.69674E-05, 1.69634E-05
76, 9.58967E-05, 4.71180E-05, 2.72354E-05, 1.83290E-05
77, 9.67587E-05, 4.71239E-05, 2.75008E-05, 1.88042E-05
78, 9.76233E-05, 4.71226E-05, 2.77632E-05, 1.84431E-05
79, 9.84891E-05, 4.71126E-05, 2.80218E-05, 1.73330E-05
80, 9.93540E-05, 4.70927E-05, 2.82758E-05, 1.55872E-05
81, 1.00215E-04, 4.70616E-05, 2.85245E-05, 1.33367E-05
82, 1.01069E-04, 4.70186E-05, 2.87674E-05, 1.07223E-05
83, 1.01913E-04, 4.69629E-05, 2.90041E-05, 7.88714E-06
84, 1.02742E-04, 4.68942E-05, 2.92345E-05, 6.38404E-06
85, 1.03553E-04, 4.68123E-05, 2.94587E-05, 6.95437E-06
86, 1.04343E-04, 4.70214E-05, 2.96770E-05, 7.17722E-06
87, 1.05108E-04, 4.72629E-05, 2.98896E-05, 7.39129E-06
88, 1.05846E-04, 4.74927E-05, 3.00969E-05, 8.93352E-06
89, 1.06784E-04, 4.77110E-05, 3.02994E-05, 1.00267E-05
90, 1.08075E-04, 4.79184E-05, 3.04973E-05, 1.06527E-05
91, 1.09343E-04, 4.81152E-05, 3.06907E-05, 1.08176E-05
92, 1.10587E-04, 4.83019E-05, 3.08795E-05, 1.05491E-05
93, 1.11808E-04, 4.84792E-05, 3.10635E-05, 9.89384E-06
94, 1.13005E-04, 4.86476E-05, 3.12425E-05, 9.57828E-06
95, 1.14181E-04, 4.88074E-05, 3.14157E-05, 9.08181E-06
96, 1.15335E-04, 4.89590E-05, 3.15827E-05, 8.36320E-06
97, 1.16469E-04, 4.91029E-05, 3.17426E-05, 7.48668E-06
98, 1.17585E-04, 4.92392E-05, 3.18948E-05, 7.34308E-06
99, 1.18685E-04, 4.93682E-05, 3.20387E-05, 7.83648E-06
100, 1.19769E-04, 4.94899E-05, 3.21735E-05, 8.10637E-06
101, 1.20839E-04, 4.96044E-05, 3.22987E-05, 8.15293E-06
102, 1.21895E-04, 4.97116E-05, 3.24139E-05, 7.98286E-06
103, 1.22939E-04, 4.98115E-05, 3.25186E-05, 7.60840E-06
104, 1.23970E-04, 4.99040E-05, 3.26126E-05, 7.04650E-06
105, 1.24988E-04, 4.99889E-05, 3.26957E-05, 6.31802E-06
106, 1.25993E-04, 5.00661E-05, 3.27677E-05, 5.44704E-06
