time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
1, 2.38167E-04, 1.44557E-04, 1.04984E-04, 3.27008E-03
2, 4.71186E-04, 2.95744E-04, 2.05256E-04, 2.85390E-03
3, 6.98218E-04, 4.52234E-04, 2.98527E-04, 2.58840E-03
4, 9.19024E-04, 6.11832E-04, 3.84024E-04, 1.75934E-03
5, 1.14203E-03, 7.75280E-04, 4.62401E-04, 1.35075E-03
6, 1.36328E-03, 9.38395E-04, 5.35124E-04, 1.23298E-03
7, 1.58098E-03, 1.09982E-03, 6.06058E-04, 1.07824E-03
8, 1.80612E-03, 1.25863E-03, 6.91661E-04, 9.72107E-04
9, 2.05237E-03, 1.41421E-03, 7.78588E-04, 8.58634E-04
10, 2.30191E-03, 1.56617E-03, 8.66641E-04, 7.31388E-04
11, 2.55337E-03, 1.71424E-03, 9.55098E-04, 7.89607E-04
12, 2.80515E-03, 1.85827E-03, 1.04299E-03, 9.10832E-04
13, 3.05549E-03, 1.99811E-03, 1.12935E-03, 9.23404E-04
14, 3.30258E-03, 2.17010E-03, 1.21332E-03, 8.33634E-04
15, 3.54475E-03, 2.34815E-03, 1.29422E-03, 6.64543E-04
16, 3.78061E-03, 2.52711E-03, 1.37152E-03, 5.85423E-04
17, 4.02587E-03, 2.70658E-03, 1.44476E-03, 5.66052E-04
18, 4.31171E-03, 2.88621E-03, 1.51349E-03, 6.78825E-04
19, 4.59613E-03, 3.06563E-03, 1.57729E-03, 7.45806E-04
20, 4.87828E-03, 3.24447E-03, 1.63573E-03, 7.63228E-04
21, 5.15731E-03, 3.42232E-03, 1.68839E-03, 7.31905E-04
22, 5.43231E-03, 3.59871E-03, 1.73486E-03, 6.56410E-04
23, 5.70229E-03, 3.77316E-03, 1.80372E-03, 5.47544E-04
24, 6.04700E-03, 3.94514E-03, 1.88047E-03, 5.20682E-04
25, 6.40872E-03, 4.11410E-03, 1.95307E-03, 4.50232E-04
26, 6.76844E-03, 4.27948E-03, 2.02105E-03, 3.51240E-04
27, 7.12436E-03, 4.44076E-03, 2.08398E-03, 3.60741E-04
28, 7.47474E-03, 4.59742E-03, 2.14145E-03, 3.65725E-04
29, 7.81790E-03, 4.74899E-03, 2.19309E-03, 3.67008E-04
30, 8.15225E-03, 4.89505E-03, 2.23855E-03, 4.76568E-04
31, 8.47627E-03, 5.03520E-03, 2.27746E-03, 5.57223E-04
32, 8.78857E-03, 5.16910E-03, 2.32106E-03, 6.05850E-04
33, 9.08784E-03, 5.29642E-03, 2.40289E-03, 6.20900E-04
34, 9.37287E-03, 5.41687E-03, 2.48061E-03, 6.02466E-04
35, 9.64255E-03, 5.53018E-03, 2.55388E-03, 5.52334E-04
36, 9.93486E-03, 5.63608E-03, 2.62237E-03, 4.73969E-04
37, 1.03385E-02, 5.78431E-03, 2.68581E-03, 3.72400E-04
38, 1.07403E-02, 5.98976E-03, 2.74505E-03, 3.23697E-04
39, 1.11391E-02, 6.19317E-03, 2.80669E-03, 3.30491E-04
40, 1.15336E-02, 6.39408E-03, 2.88790E-03, 3.30218E-04
41, 1.20495E-02, 6.59201E-03, 2.96328E-03, 3.24069E-04
42, 1.26038E-02, 6.78650E-03, 3.03216E-03, 3.12024E-04
43, 1.31618E-02, 6.97706E-03, 3.09403E-03, 3.27671E-04
44, 1.37221E-02, 7.16322E-03, 3.14840E-03, 3.94259E-04
45, 1.42834E-02, 7.34453E-03, 3.22922E-03, 4.34070E-04
46, 1.48442E-02, 7.52052E-03, 3.31332E-03, 4.46339E-04
47, 1.54032E-02, 7.69075E-03, 3.39352E-03, 4.32255E-04
48, 1.59590E-02, 7.85482E-03, 3.50448E-03, 3.94777E-04
49, 1.65101E-02, 8.01230E-03, 3.63235E-03, 3.38320E-04
50, 1.70552E-02, 8.16279E-03, 3.78394E-03, 2.68339E-04
51, 1.75929E-02, 8.30591E-03, 3.96787E-03, 2.65398E-04
52, 1.81217E-02, 8.44128E-03, 4.15399E-03, 2.81901E-04
53, 1.86402E-02, 8.56853E-03, 4.34185E-03, 2.97513E-04
54, 1.91469E-02, 8.68732E-03, 4.53097E-03, 3.24592E-04
55, 1.96404E-02, 8.79729E-03, 4.72082E-03, 3.49974E-04
56, 2.01191E-02, 8.89813E-03, 4.91089E-03, 3.70239E-04
57, 2.05815E-02, 8.98952E-03, 5.10062E-03, 3.84798E-04
58, 2.10260E-02, 9.07116E-03, 5.28947E-03, 3.93457E-04
59, 2.14511E-02, 9.14280E-03, 5.47684E-03, 3.96371E-04
60, 2.18551E-02, 9.20419E-03, 5.66215E-03, 3.93973E-04
61, 2.22365E-02, 9.26491E-03, 5.84478E-03, 3.86882E-04
62, 2.25936E-02, 9.33739E-03, 6.02410E-03, 3.75817E-04
63, 2.31869E-02, 9.42463E-03, 6.19944E-03, 3.61513E-04
64, 2.38307E-02, 9.61627E-03, 6.37014E-03, 3.50909E-04
65, 2.44604E-02, 9.81512E-03, 6.53550E-03, 3.41341E-04
66, 2.50740E-02, 1.00082E-02, 6.69482E-03, 3.30109E-04
67, 2.56695E-02, 1.01951E-02, 6.84740E-03, 3.17507E-04
68, 2.62449E-02, 1.03756E-02, 6.99252E-03, 3.03793E-04
69, 2.67984E-02, 1.05493E-02, 7.12948E-03, 2.89222E-04
70, 2.73279E-02, 1.07158E-02, 7.25759E-03, 2.74057E-04
71, 2.78314E-02, 1.08749E-02, 7.37616E-03, 2.64361E-04
72, 2.83071E-02, 1.10263E-02, 7.48452E-03, 2.55268E-04
73, 2.87531E-02, 1.11697E-02, 7.58202E-03, 2.46051E-04
74, 2.91674E-02, 1.13048E-02, 7.66803E-03, 2.37688E-04
75, 2.95483E-02, 1.14313E-02, 7.74194E-03, 2.45983E-04
76, 2.98940E-02, 1.15490E-02, 7.93167E-03, 2.51742E-04
77, 3.02026E-02, 1.16577E-02, 8.25032E-03, 2.55148E-04
78, 3.04724E-02, 1.17570E-02, 8.56727E-03, 2.56424E-04
79, 3.07019E-02, 1.18468E-02, 8.88164E-03, 2.55819E-04
80, 3.08893E-02, 1.19269E-02, 9.19254E-03, 2.55410E-04
81, 3.10331E-02, 1.19970E-02, 9.49903E-03, 2.59991E-04
82, 3.11317E-02, 1.20569E-02, 9.80017E-03, 2.60994E-04
83, 3.11839E-02, 1.21065E-02, 1.00950E-02, 2.58477E-04
84, 3.14673E-02, 1.21455E-02, 1.03825E-02, 2.52619E-04
85, 3.19489E-02, 1.21740E-02, 1.06618E-02, 2.43720E-04
86, 3.23965E-02, 1.22380E-02, 1.09319E-02, 2.43470E-04
87, 3.28078E-02, 1.23021E-02, 1.11917E-02, 2.43905E-04
88, 3.31810E-02, 1.23561E-02, 1.14402E-02, 2.42032E-04
89, 3.35138E-02, 1.25024E-02, 1.16766E-02, 2.40012E-04
90, 3.38042E-02, 1.26442E-02, 1.18998E-02, 2.37046E-04
91, 3.40504E-02, 1.27766E-02, 1.21088E-02, 2.38447E-04
92, 3.42503E-02, 1.29390E-02, 1.23028E-02, 2.49675E-04
93, 3.44021E-02, 1.30933E-02, 1.24807E-02, 2.59821E-04
94, 3.45041E-02, 1.32777E-02, 1.26417E-02, 2.68652E-04
95, 3.45545E-02, 1.37332E-02, 1.27849E-02, 2.75977E-04
96, 3.45518E-02, 1.41912E-02, 1.29093E-02, 2.82877E-04
97, 3.44944E-02, 1.46512E-02, 1.30142E-02, 2.88589E-04
98, 3.43809E-02, 1.51128E-02, 1.30987E-02, 2.93496E-04
99, 3.42100E-02, 1.55758E-02, 1.31621E-02, 2.97290E-04
100, 3.45171E-02, 1.60395E-02, 1.32036E-02, 2.99024E-04
101, 3.54271E-02, 1.65038E-02, 1.32226E-02, 2.98758E-04
102, 3.62948E-02, 1.69680E-02, 1.32183E-02, 2.96608E-04
103, 3.71182E-02, 1.74319E-02, 1.31902E-02, 2.92732E-04
104, 3.78952E-02, 1.78949E-02, 1.31377E-02, 2.87322E-04
105, 3.86238E-02, 1.83568E-02, 1.36051E-02, 2.80588E-04
106, 3.93021E-02, 1.88169E-02, 1.40762E-02, 2.72749E-04
107, 3.99285E-02, 1.92750E-02, 1.45430E-02, 2.64031E-04
108, 4.05014E-02, 1.97306E-02, 1.50048E-02, 2.59239E-04
109, 4.10194E-02, 2.02005E-02, 1.54603E-02, 2.54481E-04
110, 4.14953E-02, 2.07078E-02, 1.59087E-02, 2.54015E-04
111, 4.26170E-02, 2.12132E-02, 1.63488E-02, 2.53270E-04
112, 4.36911E-02, 2.17159E-02, 1.67796E-02, 2.52160E-04
113, 4.47147E-02, 2.22156E-02, 1.72002E-02, 2.50571E-04
114, 4.56851E-02, 2.27118E-02, 1.76094E-02, 2.48377E-04
115, 4.66000E-02, 2.32039E-02, 1.80062E-02, 2.45448E-04
116, 4.74568E-02, 2.36916E-02, 1.83897E-02, 2.41669E-04
117, 4.82534E-02, 2.41744E-02, 1.87587E-02, 2.43775E-04
118, 4.89878E-02, 2.46517E-02, 1.91123E-02, 2.48559E-04
119, 4.96579E-02, 2.51231E-02, 1.94496E-02, 2.52558E-04
120, 5.02621E-02, 2.55882E-02, 1.97695E-02, 2.55697E-04
121, 5.07988E-02, 2.60465E-02, 2.00710E-02, 2.57923E-04
122, 5.12666E-02, 2.64974E-02, 2.03534E-02, 2.62518E-04
123, 5.16642E-02, 2.69407E-02, 2.06157E-02, 2.69307E-04
124, 5.19907E-02, 2.73759E-02, 2.08570E-02, 2.75211E-04
125, 5.22451E-02, 2.78024E-02, 2.10766E-02, 2.80254E-04
126, 5.24267E-02, 2.82200E-02, 2.12735E-02, 2.84467E-04
127, 5.25350E-02, 2.86282E-02, 2.14472E-02, 2.87891E-04
128, 5.25696E-02, 2.90266E-02, 2.15968E-02, 2.90571E-04
129, 5.25304E-02, 2.94149E-02, 2.17218E-02, 2.92555E-04
130, 5.29977E-02, 2.97926E-02, 2.18214E-02, 2.93889E-04
131, 5.36220E-02, 3.01595E-02, 2.18952E-02, 2.94614E-04
132, 5.41729E-02, 3.05151E-02, 2.19426E-02, 2.94766E-04
133, 5.46487E-02, 3.08592E-02, 2.19631E-02, 2.94376E-04
134, 5.50478E-02, 3.11915E-02, 2.19563E-02, 2.93462E-04
135, 5.53685E-02, 3.15116E-02, 2.19219E-02, 2.92035E-04
136, 5.56098E-02, 3.18194E-02, 2.18597E-02, 2.90098E-04
137, 5.57703E-02, 3.21144E-02, 2.17692E-02, 2.87645E-04
138, 5.58493E-02, 3.23966E-02, 2.16504E-02, 2.84663E-04
139, 5.58460E-02, 3.26656E-02, 2.15032E-02, 2.81134E-04
140, 5.57598E-02, 3.29212E-02, 2.13275E-02, 2.83775E-04
