time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
1, 1.48685E-05, 9.01951E-06, 6.54007E-06, 8.17067E-04
2, 2.94907E-05, 1.83843E-05, 1.28227E-05, 7.14284E-04
3, 4.39129E-05, 2.80521E-05, 1.87732E-05, 6.48541E-04
4, 5.82102E-05, 3.79157E-05, 2.43949E-05, 4.47583E-04
5, 7.24393E-05, 4.79546E-05, 2.97618E-05, 3.21072E-04
6, 8.66218E-05, 5.80725E-05, 3.49866E-05, 2.90939E-04
7, 1.00749E-04, 6.81500E-05, 4.01821E-05, 2.57558E-04
8, 1.14797E-04, 7.81552E-05, 4.54321E-05, 2.42565E-04
9, 1.28740E-04, 8.80780E-05, 5.07782E-05, 2.08405E-04
10, 1.42563E-04, 9.79228E-05, 5.62215E-05, 1.79736E-04
11, 1.56260E-04, 1.07703E-04, 6.17348E-05, 2.00909E-04
12, 1.69837E-04, 1.17436E-04, 6.72767E-05, 2.30667E-04
13, 1.83309E-04, 1.27140E-04, 7.28053E-05, 2.31964E-04
14, 1.96690E-04, 1.36829E-04, 7.82864E-05, 2.06874E-04
15, 2.09996E-04, 1.46512E-04, 8.36974E-05, 1.69007E-04
16, 2.23240E-04, 1.56198E-04, 8.90269E-05, 1.51415E-04
17, 2.36428E-04, 1.65890E-04, 9.42718E-05, 1.40752E-04
18, 2.50278E-04, 1.75588E-04, 9.94342E-05, 1.65038E-04
19, 2.64176E-04, 1.85293E-04, 1.04518E-04, 1.81527E-04
20, 2.78080E-04, 1.95003E-04, 1.09527E-04, 1.85097E-04
21, 2.92009E-04, 2.04717E-04, 1.14465E-04, 1.76083E-04
22, 3.05975E-04, 2.14431E-04, 1.19333E-04, 1.55794E-04
23, 3.19983E-04, 2.24142E-04, 1.24131E-04, 1.26234E-04
24, 3.34027E-04, 2.33845E-04, 1.28862E-04, 1.15597E-04
25, 3.48092E-04, 2.43534E-04, 1.33525E-04, 9.79952E-05
26, 3.62159E-04, 2.53203E-04, 1.38827E-04, 7.79375E-05
27, 3.76326E-04, 2.62846E-04, 1.44398E-04, 7.95323E-05
28, 3.91927E-04, 2.72460E-04, 1.49976E-04, 8.48260E-05
29, 4.07566E-04, 2.82039E-04, 1.55562E-04, 1.07122E-04
30, 4.23224E-04, 2.91582E-04, 1.61158E-04, 1.34663E-04
31, 4.38884E-04, 3.01086E-04, 1.66764E-04, 1.54750E-04
32, 4.54538E-04, 3.10551E-04, 1.72379E-04, 1.66595E-04
33, 4.70178E-04, 3.19979E-04, 1.78000E-04, 1.69805E-04
34, 4.85799E-04, 3.29370E-04, 1.83624E-04, 1.64407E-04
35, 5.01402E-04, 3.38726E-04, 1.89245E-04, 1.50862E-04
36, 5.16986E-04, 3.48050E-04, 1.94859E-04, 1.30069E-04
37, 5.32557E-04, 3.57343E-04, 2.00458E-04, 1.03338E-04
38, 5.48116E-04, 3.66606E-04, 2.06038E-04, 7.23328E-05
39, 5.63670E-04, 3.75839E-04, 2.11593E-04, 6.14561E-05
40, 5.79221E-04, 3.85042E-04, 2.17118E-04, 5.42167E-05
41, 5.94773E-04, 3.94214E-04, 2.22610E-04, 4.74130E-05
42, 6.10329E-04, 4.03353E-04, 2.28066E-04, 5.49366E-05
43, 6.25887E-04, 4.12455E-04, 2.33485E-04, 7.80478E-05
44, 6.41448E-04, 4.21518E-04, 2.38865E-04, 9.47836E-05
45, 6.57007E-04, 4.30539E-04, 2.44206E-04, 1.04458E-04
46, 6.72561E-04, 4.39514E-04, 2.49508E-04, 1.06907E-04
47, 6.88103E-04, 4.48440E-04, 2.54772E-04, 1.02483E-04
48, 7.03626E-04, 4.57314E-04, 2.59997E-04, 9.20004E-05
49, 7.19122E-04, 4.66131E-04, 2.65183E-04, 7.66498E-05
50, 7.34583E-04, 4.76780E-04, 2.70332E-04, 5.78871E-05
51, 7.50002E-04, 4.87814E-04, 2.75441E-04, 3.73057E-05
52, 7.65369E-04, 4.98875E-04, 2.80511E-04, 3.18297E-05
53, 7.80677E-04, 5.09959E-04, 2.85542E-04, 3.16116E-05
54, 7.95919E-04, 5.21063E-04, 2.90533E-04, 3.05502E-05
55, 8.11087E-04, 5.32185E-04, 2.95482E-04, 3.72215E-05
56, 8.26176E-04, 5.43320E-04, 3.00390E-04, 4.49506E-05
57, 8.41179E-04, 5.54465E-04, 3.05254E-04, 5.03578E-05
58, 8.56094E-04, 5.65617E-04, 3.10073E-04, 5.33089E-05
59, 8.70914E-04, 5.76773E-04, 3.14846E-04, 5.38160E-05
60, 8.85639E-04, 5.87930E-04, 3.19570E-04, 5.21714E-05
61, 9.00264E-04, 5.99086E-04, 3.24243E-04, 4.87404E-05
62, 9.14788E-04, 6.10238E-04, 3.28864E-04, 4.38439E-05
63, 9.29210E-04, 6.21386E-04, 3.33429E-04, 3.97129E-05
64, 9.44258E-04, 6.32528E-04, 3.37935E-04, 3.66532E-05
65, 9.62029E-04, 6.43663E-04, 3.42381E-04, 3.40345E-05
66, 9.79803E-04, 6.54791E-04, 3.46763E-04, 3.62670E-05
67, 9.97579E-04, 6.65913E-04, 3.51079E-04, 4.18533E-05
68, 1.01535E-03, 6.77028E-04, 3.55326E-04, 4.79465E-05
69, 1.03312E-03, 6.88138E-04, 3.59501E-04, 5.14464E-05
70, 1.05088E-03, 6.99242E-04, 3.63602E-04, 5.23150E-05
71, 1.06863E-03, 7.10340E-04, 3.67627E-04, 5.06599E-05
72, 1.08635E-03, 7.21434E-04, 3.71573E-04, 4.67123E-05
73, 1.10405E-03, 7.32523E-04, 3.75439E-04, 4.08014E-05
74, 1.12172E-03, 7.43608E-04, 3.79222E-04, 3.33263E-05
75, 1.13934E-03, 7.54687E-04, 3.82922E-04, 2.53754E-05
76, 1.15692E-03, 7.65760E-04, 3.86535E-04, 2.51566E-05
77, 1.17444E-03, 7.76825E-04, 3.90062E-04, 2.78414E-05
78, 1.19190E-03, 7.87881E-04, 3.93499E-04, 3.00695E-05
79, 1.20929E-03, 7.98927E-04, 3.96846E-04, 3.20089E-05
80, 1.22660E-03, 8.09960E-04, 4.00102E-04, 3.44595E-05
81, 1.24383E-03, 8.20978E-04, 4.03263E-04, 3.74748E-05
82, 1.26097E-03, 8.31977E-04, 4.06331E-04, 3.94616E-05
83, 1.27802E-03, 8.42957E-04, 4.09302E-04, 4.03703E-05
84, 1.29496E-03, 8.53913E-04, 4.12176E-04, 4.01938E-05
85, 1.31181E-03, 8.64844E-04, 4.14951E-04, 3.89671E-05
86, 1.32855E-03, 8.75745E-04, 4.17627E-04, 3.82940E-05
87, 1.34518E-03, 8.86615E-04, 4.21494E-04, 3.66161E-05
88, 1.36170E-03, 8.97450E-04, 4.26385E-04, 3.38823E-05
89, 1.37811E-03, 9.08248E-04, 4.31222E-04, 3.02898E-05
90, 1.39568E-03, 9.19007E-04, 4.36006E-04, 2.60498E-05
91, 1.41768E-03, 9.29723E-04, 4.40734E-04, 2.54422E-05
92, 1.43967E-03, 9.40394E-04, 4.45404E-04, 2.50628E-05
93, 1.46166E-03, 9.51018E-04, 4.50017E-04, 2.39902E-05
94, 1.48363E-03, 9.61592E-04, 4.54569E-04, 2.22546E-05
95, 1.50559E-03, 9.72115E-04, 4.59060E-04, 1.99113E-05
96, 1.52752E-03, 9.82585E-04, 4.63488E-04, 1.70357E-05
97, 1.54943E-03, 9.92999E-04, 4.67851E-04, 1.77625E-05
98, 1.57131E-03, 1.00336E-03, 4.72148E-04, 1.91458E-05
99, 1.59316E-03, 1.01365E-03, 4.76377E-04, 1.99926E-05
100, 1.61496E-03, 1.02389E-03, 4.80536E-04, 2.06136E-05
101, 1.63671E-03, 1.03407E-03, 4.84623E-04, 2.11520E-05
102, 1.65841E-03, 1.04418E-03, 4.88636E-04, 2.14930E-05
103, 1.68005E-03, 1.05422E-03, 4.92573E-04, 2.16506E-05
104, 1.70162E-03, 1.06420E-03, 4.96433E-04, 2.16432E-05
105, 1.72312E-03, 1.07411E-03, 5.00213E-04, 2.14909E-05
106, 1.74453E-03, 1.08396E-03, 5.03911E-04, 2.17593E-05
107, 1.76586E-03, 1.09372E-03, 5.07525E-04, 2.23806E-05
108, 1.78710E-03, 1.10342E-03, 5.11053E-04, 2.28797E-05
109, 1.80823E-03, 1.11304E-03, 5.14494E-04, 2.38024E-05
110, 1.82926E-03, 1.12259E-03, 5.17845E-04, 2.45299E-05
111, 1.85018E-03, 1.13205E-03, 5.21105E-04, 2.50113E-05
112, 1.87098E-03, 1.14144E-03, 5.24271E-04, 2.52122E-05
113, 1.89165E-03, 1.15075E-03, 5.27343E-04, 2.51010E-05
114, 1.91220E-03, 1.15997E-03, 5.30317E-04, 2.46515E-05
115, 1.93261E-03, 1.16911E-03, 5.33193E-04, 2.38459E-05
116, 1.95288E-03, 1.17816E-03, 5.35969E-04, 2.26764E-05
117, 1.97301E-03, 1.18713E-03, 5.38644E-04, 2.12782E-05
118, 1.99299E-03, 1.19601E-03, 5.41215E-04, 1.95561E-05
119, 2.01282E-03, 1.20480E-03, 5.43682E-04, 1.77576E-05
120, 2.03249E-03, 1.21350E-03, 5.46043E-04, 1.57150E-05
121, 2.05199E-03, 1.22210E-03, 5.48297E-04, 1.37359E-05
122, 2.07133E-03, 1.23062E-03, 5.50442E-04, 1.27200E-05
123, 2.09050E-03, 1.23904E-03, 5.52477E-04, 1.24280E-05
124, 2.10950E-03, 1.24736E-03, 5.57049E-04, 1.24885E-05
125, 2.12831E-03, 1.25559E-03, 5.62267E-04, 1.26808E-05
126, 2.14694E-03, 1.26371E-03, 5.67430E-04, 1.35100E-05
127, 2.16538E-03, 1.27174E-03, 5.72537E-04, 1.51659E-05
128, 2.18362E-03, 1.27967E-03, 5.77585E-04, 1.69917E-05
129, 2.20166E-03, 1.28749E-03, 5.82574E-04, 1.87010E-05
130, 2.21950E-03, 1.29521E-03, 5.87501E-04, 2.01771E-05
131, 2.23713E-03, 1.30283E-03, 5.92365E-04, 2.13295E-05
132, 2.25454E-03, 1.31034E-03, 5.97166E-04, 2.29014E-05
133, 2.27174E-03, 1.31774E-03, 6.01901E-04, 2.40430E-05
134, 2.28871E-03, 1.32504E-03, 6.06569E-04, 2.44425E-05
135, 2.30545E-03, 1.33222E-03, 6.11170E-04, 2.40866E-05
136, 2.32195E-03, 1.33930E-03, 6.15701E-04, 2.29910E-05
137, 2.33822E-03, 1.34626E-03, 6.20162E-04, 2.11996E-05
138, 2.35424E-03, 1.35310E-03, 6.24551E-04, 1.95842E-05
