time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p, rel_err_u_m, rel_err_v_m, rel_err_w_m, rel_err_p_m
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00,         NaN
1, 6.39526E-05, 3.84796E-05, 3.38026E-05, 4.30512E-03, 2.53571E-06, 2.01670E-06, 1.66543E-06, 3.58141E+00
2, 7.08250E-05, 4.77611E-05, 3.54823E-05, 4.00183E-05, 2.66182E-06, 2.17193E-06, 1.72149E-06, 3.59346E+00
3, 5.73182E-05, 3.91670E-05, 2.30495E-05, 4.29134E-05, 2.44719E-06, 1.91669E-06, 1.53507E-06, 6.11704E-02
4, 5.71569E-05, 3.91225E-05, 2.29348E-05, 1.93098E-05, 2.44396E-06, 1.91598E-06, 1.53109E-06, 4.14509E-02
5, 5.69744E-05, 3.93172E-05, 2.28133E-05, 1.67620E-05, 2.43871E-06, 1.91235E-06, 1.52903E-06, 9.12256E-03
6, 5.69535E-05, 3.94493E-05, 2.26818E-05, 1.69333E-05, 2.43441E-06, 1.91002E-06, 1.52626E-06, 1.47923E-03
7, 5.73137E-05, 3.95962E-05, 2.25403E-05, 1.68908E-05, 2.43000E-06, 1.90741E-06, 1.52360E-06, 4.47578E-04
8, 5.76560E-05, 3.97387E-05, 2.23887E-05, 1.68920E-05, 2.42564E-06, 1.90487E-06, 1.52094E-06, 1.68757E-04
9, 5.79770E-05, 3.98730E-05, 2.22272E-05, 1.68883E-05, 2.42124E-06, 1.90232E-06, 1.51832E-06, 1.65797E-04
10, 5.82763E-05, 3.99992E-05, 2.20558E-05, 1.68788E-05, 2.41689E-06, 1.89982E-06, 1.51571E-06, 1.63823E-04
11, 5.85539E-05, 4.01173E-05, 2.18747E-05, 1.68653E-05, 2.41256E-06, 1.89736E-06, 1.51311E-06, 1.64315E-04
12, 5.88097E-05, 4.02274E-05, 2.16839E-05, 1.68476E-05, 2.40821E-06, 1.89492E-06, 1.51052E-06, 1.64432E-04
13, 5.90436E-05, 4.03293E-05, 2.14835E-05, 1.68256E-05, 2.40393E-06, 1.89246E-06, 1.50793E-06, 1.64397E-04
14, 5.92993E-05, 4.04230E-05, 2.14832E-05, 1.67993E-05, 2.39966E-06, 1.89003E-06, 1.50539E-06, 1.64257E-04
15, 5.99586E-05, 4.05085E-05, 2.15535E-05, 1.67689E-05, 2.39536E-06, 1.88761E-06, 1.50287E-06, 1.64001E-04
16, 6.05967E-05, 4.05858E-05, 2.16150E-05, 1.67343E-05, 2.39106E-06, 1.88517E-06, 1.50040E-06, 1.63630E-04
17, 6.12133E-05, 4.06548E-05, 2.16675E-05, 1.67897E-05, 2.38678E-06, 1.88270E-06, 1.49796E-06, 1.63145E-04
18, 6.18079E-05, 4.07154E-05, 2.17111E-05, 1.68593E-05, 2.38257E-06, 1.88022E-06, 1.49553E-06, 1.62547E-04
19, 6.23801E-05, 4.07678E-05, 2.17456E-05, 1.69252E-05, 2.37844E-06, 1.87777E-06, 1.49311E-06, 1.61837E-04
20, 6.29296E-05, 4.08118E-05, 2.17710E-05, 1.69873E-05, 2.37425E-06, 1.87532E-06, 1.49069E-06, 1.61016E-04
21, 6.34560E-05, 4.08474E-05, 2.17873E-05, 1.70458E-05, 2.37004E-06, 1.87290E-06, 1.48828E-06, 1.60086E-04
22, 6.39590E-05, 4.08747E-05, 2.17944E-05, 1.71004E-05, 2.36587E-06, 1.87049E-06, 1.48588E-06, 1.59048E-04
23, 6.44383E-05, 4.08936E-05, 2.17923E-05, 1.71512E-05, 2.36176E-06, 1.86813E-06, 1.48348E-06, 1.57905E-04
24, 6.48936E-05, 4.09040E-05, 2.17809E-05, 1.71980E-05, 2.35771E-06, 1.86584E-06, 1.48109E-06, 1.57252E-04
25, 6.53245E-05, 4.09061E-05, 2.17602E-05, 1.72409E-05, 2.35368E-06, 1.86360E-06, 1.47874E-06, 1.57596E-04
26, 6.57310E-05, 4.08997E-05, 2.17303E-05, 1.72798E-05, 2.34955E-06, 1.86139E-06, 1.47641E-06, 1.58200E-04
27, 6.61127E-05, 4.08849E-05, 2.16911E-05, 1.73146E-05, 2.34550E-06, 1.85921E-06, 1.47408E-06, 1.58695E-04
28, 6.64694E-05, 4.08776E-05, 2.16425E-05, 1.73453E-05, 2.34136E-06, 1.85700E-06, 1.47174E-06, 1.59080E-04
29, 6.68010E-05, 4.09809E-05, 2.15847E-05, 1.73720E-05, 2.33730E-06, 1.85475E-06, 1.46939E-06, 1.59356E-04
30, 6.71072E-05, 4.12782E-05, 2.15176E-05, 1.73944E-05, 2.33323E-06, 1.85248E-06, 1.46701E-06, 1.59522E-04
31, 6.73881E-05, 4.15691E-05, 2.14412E-05, 1.74127E-05, 2.32912E-06, 1.85022E-06, 1.46467E-06, 1.59579E-04
32, 6.76433E-05, 4.18534E-05, 2.13556E-05, 1.74268E-05, 2.32497E-06, 1.84802E-06, 1.46237E-06, 1.59526E-04
33, 6.78729E-05, 4.21312E-05, 2.12607E-05, 1.74366E-05, 2.32088E-06, 1.84584E-06, 1.46008E-06, 1.59363E-04
34, 6.80767E-05, 4.24023E-05, 2.11567E-05, 1.74422E-05, 2.31681E-06, 1.84363E-06, 1.45776E-06, 1.59092E-04
35, 6.82547E-05, 4.26666E-05, 2.10435E-05, 1.74435E-05, 2.31264E-06, 1.84142E-06, 1.45544E-06, 1.58712E-04
36, 6.84068E-05, 4.29240E-05, 2.09212E-05, 1.74405E-05, 2.30845E-06, 1.83921E-06, 1.45318E-06, 1.58225E-04
37, 6.85330E-05, 4.31745E-05, 2.07900E-05, 1.74332E-05, 2.30421E-06, 1.83701E-06, 1.45094E-06, 1.57630E-04
38, 6.89872E-05, 4.34179E-05, 2.06497E-05, 1.74216E-05, 2.30002E-06, 1.83483E-06, 1.44871E-06, 1.56930E-04
39, 6.95013E-05, 4.36542E-05, 2.05005E-05, 1.74058E-05, 2.29591E-06, 1.83267E-06, 1.44649E-06, 1.56124E-04
40, 6.99921E-05, 4.38834E-05, 2.03426E-05, 1.73856E-05, 2.29197E-06, 1.83051E-06, 1.44430E-06, 1.55214E-04
41, 7.04592E-05, 4.41052E-05, 2.01758E-05, 1.73611E-05, 2.28815E-06, 1.82833E-06, 1.44211E-06, 1.54202E-04
42, 7.09025E-05, 4.43196E-05, 2.00005E-05, 1.73323E-05, 2.28433E-06, 1.82619E-06, 1.43996E-06, 1.53088E-04
43, 7.13218E-05, 4.45266E-05, 1.98165E-05, 1.72992E-05, 2.28043E-06, 1.82408E-06, 1.43784E-06, 1.51874E-04
44, 7.17170E-05, 4.47261E-05, 1.96241E-05, 1.72720E-05, 2.27652E-06, 1.82209E-06, 1.43573E-06, 1.50561E-04
45, 7.20878E-05, 4.49180E-05, 1.95350E-05, 1.73834E-05, 2.27264E-06, 1.82016E-06, 1.43361E-06, 1.49528E-04
46, 7.24343E-05, 4.51021E-05, 1.95310E-05, 1.74915E-05, 2.26874E-06, 1.81818E-06, 1.43148E-06, 1.50434E-04
47, 7.29030E-05, 4.52786E-05, 1.95172E-05, 1.75963E-05, 2.26485E-06, 1.81618E-06, 1.42933E-06, 1.51246E-04
48, 7.37828E-05, 4.54472E-05, 1.94936E-05, 1.76977E-05, 2.26106E-06, 1.81419E-06, 1.42719E-06, 1.51964E-04
49, 7.46382E-05, 4.56080E-05, 1.94603E-05, 1.77956E-05, 2.25735E-06, 1.81221E-06, 1.42511E-06, 1.52586E-04
50, 7.54688E-05, 4.57608E-05, 1.94171E-05, 1.78900E-05, 2.25386E-06, 1.81020E-06, 1.42300E-06, 1.53111E-04
51, 7.62741E-05, 4.59056E-05, 1.94381E-05, 1.79807E-05, 2.25032E-06, 1.80820E-06, 1.42092E-06, 1.53540E-04
52, 7.70535E-05, 4.60424E-05, 1.97605E-05, 1.80676E-05, 2.24674E-06, 1.80618E-06, 1.41888E-06, 1.53872E-04
53, 7.78067E-05, 4.61710E-05, 2.00833E-05, 1.81508E-05, 2.24311E-06, 1.80417E-06, 1.41684E-06, 1.54106E-04
54, 7.85333E-05, 4.62915E-05, 2.04061E-05, 1.82301E-05, 2.23942E-06, 1.80214E-06, 1.41480E-06, 1.54241E-04
55, 7.92327E-05, 4.64037E-05, 2.07290E-05, 1.83054E-05, 2.23568E-06, 1.80014E-06, 1.41275E-06, 1.54279E-04
56, 7.99047E-05, 4.65076E-05, 2.10516E-05, 1.83767E-05, 2.23184E-06, 1.79810E-06, 1.41070E-06, 1.54219E-04
57, 8.05489E-05, 4.66032E-05, 2.13740E-05, 1.84440E-05, 2.22797E-06, 1.79612E-06, 1.40865E-06, 1.54060E-04
58, 8.11649E-05, 4.66904E-05, 2.16957E-05, 1.85072E-05, 2.22413E-06, 1.79412E-06, 1.40657E-06, 1.53803E-04
59, 8.17525E-05, 4.67692E-05, 2.20168E-05, 1.85661E-05, 2.22043E-06, 1.79217E-06, 1.40450E-06, 1.53449E-04
60, 8.23114E-05, 4.68395E-05, 2.23370E-05, 1.86209E-05, 2.21674E-06, 1.79023E-06, 1.40242E-06, 1.52997E-04
61, 8.28412E-05, 4.69014E-05, 2.26561E-05, 1.86713E-05, 2.21302E-06, 1.78830E-06, 1.40031E-06, 1.52448E-04
62, 8.33418E-05, 4.69546E-05, 2.29740E-05, 1.87174E-05, 2.20931E-06, 1.78641E-06, 1.39819E-06, 1.51802E-04
63, 8.39372E-05, 4.69994E-05, 2.32905E-05, 1.87592E-05, 2.20556E-06, 1.78450E-06, 1.39608E-06, 1.51368E-04
64, 8.49464E-05, 4.70355E-05, 2.36053E-05, 1.87965E-05, 2.20200E-06, 1.78263E-06, 1.39398E-06, 1.52421E-04
65, 8.59472E-05, 4.71016E-05, 2.39183E-05, 1.88294E-05, 2.19843E-06, 1.78080E-06, 1.39190E-06, 1.53392E-04
66, 8.69392E-05, 4.71617E-05, 2.42294E-05, 1.88577E-05, 2.19483E-06, 1.77904E-06, 1.38984E-06, 1.54281E-04
67, 8.79220E-05, 4.72135E-05, 2.45382E-05, 1.88816E-05, 2.19113E-06, 1.77728E-06, 1.38781E-06, 1.55088E-04
68, 8.88949E-05, 4.72571E-05, 2.48446E-05, 1.89008E-05, 2.18737E-06, 1.77550E-06, 1.38580E-06, 1.55813E-04
69, 8.98577E-05, 4.72924E-05, 2.51484E-05, 1.89155E-05, 2.18371E-06, 1.77381E-06, 1.38378E-06, 1.56458E-04
70, 9.08099E-05, 4.73194E-05, 2.54494E-05, 1.89257E-05, 2.18017E-06, 1.77221E-06, 1.38181E-06, 1.57022E-04
71, 9.17510E-05, 4.73380E-05, 2.57475E-05, 1.89312E-05, 2.17704E-06, 1.77060E-06, 1.37987E-06, 1.57507E-04
72, 9.26806E-05, 4.73481E-05, 2.60423E-05, 1.89320E-05, 2.17399E-06, 1.76892E-06, 1.37796E-06, 1.57913E-04
73, 9.35983E-05, 4.73499E-05, 2.63338E-05, 1.89283E-05, 2.17086E-06, 1.76724E-06, 1.37610E-06, 1.58240E-04
74, 9.45035E-05, 4.73431E-05, 2.66216E-05, 1.89199E-05, 2.16766E-06, 1.76556E-06, 1.37424E-06, 1.58491E-04
75, 9.53958E-05, 4.73278E-05, 2.69056E-05, 1.89068E-05, 2.16440E-06, 1.76391E-06, 1.37238E-06, 1.58665E-04
76, 9.62749E-05, 4.73041E-05, 2.71856E-05, 1.88891E-05, 2.16108E-06, 1.76227E-06, 1.37055E-06, 1.58765E-04
77, 9.71402E-05, 4.72717E-05, 2.74614E-05, 1.88667E-05, 2.15766E-06, 1.76061E-06, 1.36871E-06, 1.58790E-04
78, 9.79914E-05, 4.72308E-05, 2.77328E-05, 1.88398E-05, 2.15425E-06, 1.75900E-06, 1.36689E-06, 1.58743E-04
79, 9.88280E-05, 4.71813E-05, 2.79995E-05, 1.88082E-05, 2.15104E-06, 1.75739E-06, 1.36507E-06, 1.58624E-04
80, 9.96496E-05, 4.71232E-05, 2.82614E-05, 1.87720E-05, 2.14772E-06, 1.75576E-06, 1.36323E-06, 1.58435E-04
81, 1.00456E-04, 4.70565E-05, 2.85182E-05, 1.87312E-05, 2.14427E-06, 1.75413E-06, 1.36139E-06, 1.58177E-04
82, 1.01246E-04, 4.69812E-05, 2.87698E-05, 1.86858E-05, 2.14075E-06, 1.75247E-06, 1.35954E-06, 1.57852E-04
83, 1.02020E-04, 4.68973E-05, 2.90159E-05, 1.86359E-05, 2.13723E-06, 1.75079E-06, 1.35770E-06, 1.57461E-04
84, 1.02777E-04, 4.68047E-05, 2.92563E-05, 1.85815E-05, 2.13385E-06, 1.74910E-06, 1.35590E-06, 1.57006E-04
85, 1.03517E-04, 4.67036E-05, 2.94909E-05, 1.85227E-05, 2.13049E-06, 1.74739E-06, 1.35416E-06, 1.56489E-04
86, 1.04240E-04, 4.68836E-05, 2.97194E-05, 1.84594E-05, 2.12713E-06, 1.74566E-06, 1.35249E-06, 1.55910E-04
87, 1.04945E-04, 4.71129E-05, 2.99417E-05, 1.83916E-05, 2.12376E-06, 1.74391E-06, 1.35085E-06, 1.55273E-04
88, 1.05631E-04, 4.73354E-05, 3.01574E-05, 1.83196E-05, 2.12035E-06, 1.74213E-06, 1.34919E-06, 1.54578E-04
89, 1.06535E-04, 4.75508E-05, 3.03665E-05, 1.82432E-05, 2.11691E-06, 1.74039E-06, 1.34750E-06, 1.53827E-04
90, 1.07799E-04, 4.77592E-05, 3.05688E-05, 1.81626E-05, 2.11338E-06, 1.73866E-06, 1.34581E-06, 1.53023E-04
91, 1.09052E-04, 4.79603E-05, 3.07640E-05, 1.80778E-05, 2.10986E-06, 1.73699E-06, 1.34413E-06, 1.52167E-04
92, 1.10294E-04, 4.81542E-05, 3.09519E-05, 1.80931E-05, 2.10633E-06, 1.73531E-06, 1.34242E-06, 1.52013E-04
93, 1.11523E-04, 4.83407E-05, 3.11324E-05, 1.81952E-05, 2.10278E-06, 1.73362E-06, 1.34073E-06, 1.52562E-04
94, 1.12739E-04, 4.85198E-05, 3.13053E-05, 1.82934E-05, 2.09921E-06, 1.73192E-06, 1.33906E-06, 1.53032E-04
95, 1.13941E-04, 4.86914E-05, 3.14704E-05, 1.83876E-05, 2.09566E-06, 1.73027E-06, 1.33738E-06, 1.53425E-04
