time_step, rms_u, rms_v, rms_w, rms_p
136, 3.78347E-01, 4.54116E-01, 6.21683E-01, 2.59738E-01
137, 3.77769E-01, 4.54256E-01, 6.21617E-01, 2.60353E-01
138, 3.77190E-01, 4.54400E-01, 6.21550E-01, 2.60971E-01
139, 3.76611E-01, 4.54548E-01, 6.21482E-01, 2.61593E-01
140, 3.76032E-01, 4.54701E-01, 6.21414E-01, 2.62219E-01
141, 3.75454E-01, 4.54857E-01, 6.21344E-01, 2.62848E-01
142, 3.74875E-01, 4.55018E-01, 6.21274E-01, 2.63481E-01
143, 3.74296E-01, 4.55183E-01, 6.21203E-01, 2.64118E-01
144, 3.73717E-01, 4.55352E-01, 6.21131E-01, 2.64759E-01
145, 3.73138E-01, 4.55525E-01, 6.21058E-01, 2.65404E-01
146, 3.72559E-01, 4.55702E-01, 6.20985E-01, 2.66052E-01
147, 3.71981E-01, 4.55883E-01, 6.20910E-01, 2.66704E-01
148, 3.71402E-01, 4.56069E-01, 6.20835E-01, 2.67360E-01
149, 3.70823E-01, 4.56258E-01, 6.20758E-01, 2.68020E-01
150, 3.70245E-01, 4.56451E-01, 6.20681E-01, 2.68683E-01
151, 3.69666E-01, 4.56649E-01, 6.20603E-01, 2.69350E-01
152, 3.69088E-01, 4.56850E-01, 6.20523E-01, 2.70021E-01
153, 3.68510E-01, 4.57056E-01, 6.20443E-01, 2.70696E-01
154, 3.67932E-01, 4.57265E-01, 6.20362E-01, 2.71374E-01
155, 3.67354E-01, 4.57479E-01, 6.20280E-01, 2.72055E-01
156, 3.66776E-01, 4.57697E-01, 6.20197E-01, 2.72740E-01
157, 3.66199E-01, 4.57918E-01, 6.20113E-01, 2.73429E-01
158, 3.65622E-01, 4.58144E-01, 6.20027E-01, 2.74121E-01
159, 3.65045E-01, 4.58373E-01, 6.19941E-01, 2.74816E-01
160, 3.64468E-01, 4.58607E-01, 6.19853E-01, 2.75515E-01
161, 3.63891E-01, 4.58844E-01, 6.19765E-01, 2.76216E-01
162, 3.63315E-01, 4.59086E-01, 6.19675E-01, 2.76922E-01
163, 3.62739E-01, 4.59332E-01, 6.19584E-01, 2.77630E-01
164, 3.62163E-01, 4.59581E-01, 6.19492E-01, 2.78341E-01
165, 3.61588E-01, 4.59835E-01, 6.19399E-01, 2.79056E-01
166, 3.61013E-01, 4.60092E-01, 6.19304E-01, 2.79773E-01
167, 3.60438E-01, 4.60354E-01, 6.19208E-01, 2.80493E-01
168, 3.59864E-01, 4.60619E-01, 6.19111E-01, 2.81217E-01
169, 3.59290E-01, 4.60888E-01, 6.19013E-01, 2.81943E-01
170, 3.58717E-01, 4.61162E-01, 6.18913E-01, 2.82671E-01
171, 3.58144E-01, 4.61439E-01, 6.18812E-01, 2.83403E-01
172, 3.57571E-01, 4.61720E-01, 6.18709E-01, 2.84137E-01
173, 3.56999E-01, 4.62006E-01, 6.18605E-01, 2.84873E-01
174, 3.56427E-01, 4.62295E-01, 6.18500E-01, 2.85613E-01
175, 3.55856E-01, 4.62588E-01, 6.18393E-01, 2.86354E-01
176, 3.55285E-01, 4.62885E-01, 6.18285E-01, 2.87098E-01
177, 3.54714E-01, 4.63186E-01, 6.18175E-01, 2.87844E-01
178, 3.54145E-01, 4.63491E-01, 6.18063E-01, 2.88593E-01
179, 3.53575E-01, 4.63799E-01, 6.17950E-01, 2.89343E-01
180, 3.53007E-01, 4.64112E-01, 6.17836E-01, 2.90096E-01
181, 3.52438E-01, 4.64428E-01, 6.17720E-01, 2.90851E-01
182, 3.51871E-01, 4.64749E-01, 6.17602E-01, 2.91608E-01
183, 3.51304E-01, 4.65073E-01, 6.17482E-01, 2.92367E-01
184, 3.50737E-01, 4.65401E-01, 6.17361E-01, 2.93128E-01
185, 3.50172E-01, 4.65733E-01, 6.17238E-01, 2.93891E-01
186, 3.49606E-01, 4.66069E-01, 6.17114E-01, 2.94656E-01
187, 3.49042E-01, 4.66408E-01, 6.16988E-01, 2.95423E-01
188, 3.48478E-01, 4.66751E-01, 6.16859E-01, 2.96192E-01
189, 3.47915E-01, 4.67098E-01, 6.16730E-01, 2.96962E-01
190, 3.47352E-01, 4.67449E-01, 6.16598E-01, 2.97734E-01
191, 3.46791E-01, 4.67804E-01, 6.16464E-01, 2.98508E-01
192, 3.46230E-01, 4.68162E-01, 6.16329E-01, 2.99283E-01
193, 3.45669E-01, 4.68524E-01, 6.16191E-01, 3.00061E-01
194, 3.45110E-01, 4.68889E-01, 6.16052E-01, 3.00840E-01
195, 3.44551E-01, 4.69259E-01, 6.15911E-01, 3.01620E-01
196, 3.43993E-01, 4.69632E-01, 6.15768E-01, 3.02402E-01
197, 3.43436E-01, 4.70008E-01, 6.15623E-01, 3.03186E-01
198, 3.42880E-01, 4.70388E-01, 6.15476E-01, 3.03971E-01
199, 3.42325E-01, 4.70772E-01, 6.15327E-01, 3.04758E-01
200, 3.41770E-01, 4.71159E-01, 6.15176E-01, 3.05547E-01
201, 3.41216E-01, 4.71549E-01, 6.15022E-01, 3.06337E-01
202, 3.40664E-01, 4.71943E-01, 6.14867E-01, 3.07128E-01
203, 3.40112E-01, 4.72341E-01, 6.14710E-01, 3.07921E-01
204, 3.39561E-01, 4.72742E-01, 6.14551E-01, 3.08716E-01
205, 3.39012E-01, 4.73146E-01, 6.14389E-01, 3.09512E-01
206, 3.38463E-01, 4.73554E-01, 6.14225E-01, 3.10310E-01
207, 3.37915E-01, 4.73965E-01, 6.14059E-01, 3.11108E-01
208, 3.37369E-01, 4.74379E-01, 6.13891E-01, 3.11909E-01
209, 3.36824E-01, 4.74797E-01, 6.13721E-01, 3.12710E-01
210, 3.36279E-01, 4.75218E-01, 6.13549E-01, 3.13514E-01
211, 3.35736E-01, 4.75642E-01, 6.13374E-01, 3.14318E-01
212, 3.35194E-01, 4.76069E-01, 6.13197E-01, 3.15124E-01
213, 3.34653E-01, 4.76500E-01, 6.13018E-01, 3.15930E-01
214, 3.34114E-01, 4.76933E-01, 6.12837E-01, 3.16738E-01
215, 3.33576E-01, 4.77369E-01, 6.12653E-01, 3.17548E-01
216, 3.33039E-01, 4.77809E-01, 6.12467E-01, 3.18358E-01
217, 3.32503E-01, 4.78252E-01, 6.12278E-01, 3.19169E-01
218, 3.31969E-01, 4.78697E-01, 6.12088E-01, 3.19981E-01
219, 3.31436E-01, 4.79145E-01, 6.11895E-01, 3.20794E-01
220, 3.30905E-01, 4.79597E-01, 6.11699E-01, 3.21608E-01
221, 3.30375E-01, 4.80051E-01, 6.11502E-01, 3.22422E-01
222, 3.29847E-01, 4.80508E-01, 6.11301E-01, 3.23237E-01
223, 3.29320E-01, 4.80967E-01, 6.11099E-01, 3.24053E-01
224, 3.28794E-01, 4.81429E-01, 6.10894E-01, 3.24869E-01
225, 3.28271E-01, 4.81894E-01, 6.10686E-01, 3.25684E-01
226, 3.27749E-01, 4.82362E-01, 6.10476E-01, 3.26500E-01
227, 3.27228E-01, 4.82832E-01, 6.10264E-01, 3.27316E-01
228, 3.26710E-01, 4.83305E-01, 6.10049E-01, 3.28132E-01
