time_step, LU, FFT, DCT/DST, NA
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
1, 1.14000E-01, 2.70000E-02, 3.00000E-03, 0.00000E+00
2, 1.06000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
3, 1.07000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
4, 1.08000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
5, 1.05000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
6, 1.27000E-01, 2.00000E-03, 3.00000E-03, 0.00000E+00
7, 1.10000E-01, 0.00000E+00, 3.00000E-03, 0.00000E+00
8, 1.08000E-01, 0.00000E+00, 3.00000E-03, 0.00000E+00
9, 1.12000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
10, 1.07000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
11, 1.05000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
12, 1.13000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
13, 1.05000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
14, 1.11000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
15, 1.14000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
16, 1.08000E-01, 1.00000E-03, 5.00000E-03, 0.00000E+00
17, 1.09000E-01, 1.00000E-03, 4.00000E-03, 0.00000E+00
18, 1.10000E-01, 0.00000E+00, 3.00000E-03, 0.00000E+00
19, 1.09000E-01, 2.00000E-03, 2.00000E-03, 0.00000E+00
20, 1.05000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
21, 1.53000E-01, 3.00000E-03, 9.00000E-03, 0.00000E+00
22, 1.23000E-01, 2.00000E-03, 7.00000E-03, 0.00000E+00
23, 1.12000E-01, 2.00000E-03, 7.00000E-03, 0.00000E+00
24, 1.12000E-01, 3.00000E-03, 6.00000E-03, 0.00000E+00
25, 1.08000E-01, 2.00000E-03, 5.00000E-03, 0.00000E+00
26, 1.08000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
27, 1.35000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
28, 1.86000E-01, 1.50000E-02, 2.00000E-03, 0.00000E+00
29, 1.05000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
30, 1.12000E-01, 2.00000E-03, 3.00000E-03, 0.00000E+00
31, 1.09000E-01, 0.00000E+00, 3.00000E-03, 0.00000E+00
32, 1.27000E-01, 2.00000E-03, 3.00000E-03, 0.00000E+00
33, 1.08000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
34, 1.11000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
35, 1.22000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
36, 1.06000E-01, 2.00000E-03, 3.00000E-03, 0.00000E+00
37, 1.14000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
38, 1.07000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
39, 1.09000E-01, 2.00000E-03, 2.00000E-03, 0.00000E+00
40, 1.10000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
41, 1.07000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
42, 1.27000E-01, 1.00000E-03, 4.00000E-03, 0.00000E+00
43, 1.07000E-01, 0.00000E+00, 2.00000E-03, 0.00000E+00
44, 1.08000E-01, 0.00000E+00, 3.00000E-03, 0.00000E+00
