time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
1, 5.95000E-05, 3.60964E-05, 2.61799E-05, 1.63442E-03
2, 1.17935E-04, 7.36715E-05, 5.12901E-05, 1.42810E-03
3, 1.75402E-04, 1.12515E-04, 7.49573E-05, 1.29625E-03
4, 2.32121E-04, 1.52171E-04, 9.71414E-05, 8.88939E-04
5, 2.88249E-04, 1.92660E-04, 1.18108E-04, 6.53408E-04
6, 3.43812E-04, 2.33401E-04, 1.38294E-04, 5.91927E-04
7, 3.98718E-04, 2.73972E-04, 1.58139E-04, 5.16879E-04
8, 4.52816E-04, 3.14226E-04, 1.77967E-04, 4.84497E-04
9, 5.05951E-04, 3.54099E-04, 1.97926E-04, 4.20950E-04
10, 5.59041E-04, 3.93584E-04, 2.17999E-04, 3.59703E-04
11, 6.14403E-04, 4.32707E-04, 2.38050E-04, 4.00107E-04
12, 6.69807E-04, 4.71515E-04, 2.57889E-04, 4.60141E-04
13, 7.25108E-04, 5.10052E-04, 2.77322E-04, 4.64140E-04
14, 7.80524E-04, 5.48356E-04, 2.99170E-04, 4.15912E-04
15, 8.41972E-04, 5.86449E-04, 3.21893E-04, 3.32112E-04
16, 9.03594E-04, 6.24337E-04, 3.44570E-04, 2.98347E-04
17, 9.65334E-04, 6.62015E-04, 3.67173E-04, 2.78829E-04
18, 1.02720E-03, 6.99468E-04, 3.89678E-04, 3.32431E-04
19, 1.08925E-03, 7.36676E-04, 4.12061E-04, 3.65478E-04
20, 1.15153E-03, 7.73613E-04, 4.34293E-04, 3.73056E-04
21, 1.21408E-03, 8.10252E-04, 4.56342E-04, 3.55747E-04
22, 1.27690E-03, 8.46558E-04, 4.78173E-04, 3.16057E-04
23, 1.33992E-03, 8.82496E-04, 4.99757E-04, 2.57886E-04
24, 1.40306E-03, 9.18027E-04, 5.21065E-04, 2.43202E-04
25, 1.46617E-03, 9.53109E-04, 5.42076E-04, 2.06334E-04
26, 1.52910E-03, 9.95167E-04, 5.62771E-04, 1.61527E-04
27, 1.59169E-03, 1.03930E-03, 5.83135E-04, 1.62810E-04
28, 1.65378E-03, 1.08358E-03, 6.03154E-04, 1.71390E-04
29, 1.71522E-03, 1.12798E-03, 6.22814E-04, 2.05184E-04
30, 1.77588E-03, 1.17246E-03, 6.42098E-04, 2.60151E-04
31, 1.83565E-03, 1.21701E-03, 6.60986E-04, 3.00352E-04
32, 1.89444E-03, 1.26160E-03, 6.79451E-04, 3.24217E-04
33, 1.95919E-03, 1.30622E-03, 6.97462E-04, 3.30966E-04
34, 2.03091E-03, 1.35087E-03, 7.14982E-04, 3.20648E-04
35, 2.10234E-03, 1.39553E-03, 7.31970E-04, 2.94178E-04
36, 2.17343E-03, 1.44019E-03, 7.48385E-04, 2.53335E-04
37, 2.24414E-03, 1.48484E-03, 7.64181E-04, 2.00704E-04
38, 2.31442E-03, 1.52945E-03, 7.79318E-04, 1.39565E-04
39, 2.38424E-03, 1.57401E-03, 7.93755E-04, 1.21018E-04
40, 2.45356E-03, 1.61849E-03, 8.07457E-04, 1.15196E-04
41, 2.52235E-03, 1.66284E-03, 8.20393E-04, 1.13037E-04
42, 2.59055E-03, 1.70705E-03, 8.32537E-04, 1.12232E-04
43, 2.65813E-03, 1.75108E-03, 8.43866E-04, 1.58222E-04
44, 2.72503E-03, 1.79488E-03, 8.56501E-04, 1.91706E-04
45, 2.79118E-03, 1.83842E-03, 8.76060E-04, 2.11314E-04
46, 2.86845E-03, 1.88167E-03, 8.95151E-04, 2.16700E-04
47, 2.95718E-03, 1.92459E-03, 9.13750E-04, 2.08531E-04
48, 3.04584E-03, 1.96714E-03, 9.31839E-04, 1.88385E-04
49, 3.13434E-03, 2.00930E-03, 9.49394E-04, 1.58586E-04
50, 3.22258E-03, 2.05102E-03, 9.66396E-04, 1.21981E-04
51, 3.31045E-03, 2.09228E-03, 9.82820E-04, 8.17005E-05
52, 3.39784E-03, 2.13305E-03, 9.98644E-04, 6.96549E-05
53, 3.48467E-03, 2.17329E-03, 1.01384E-03, 7.70708E-05
54, 3.57081E-03, 2.21297E-03, 1.02840E-03, 8.41277E-05
55, 3.65618E-03, 2.25205E-03, 1.04228E-03, 9.41947E-05
56, 3.74068E-03, 2.29050E-03, 1.05547E-03, 1.03126E-04
57, 3.82423E-03, 2.32830E-03, 1.06794E-03, 1.11597E-04
58, 3.90672E-03, 2.36540E-03, 1.07967E-03, 1.17206E-04
59, 3.98809E-03, 2.40177E-03, 1.09062E-03, 1.19628E-04
60, 4.06825E-03, 2.43740E-03, 1.10079E-03, 1.19006E-04
61, 4.14712E-03, 2.47224E-03, 1.11013E-03, 1.15885E-04
62, 4.22464E-03, 2.50628E-03, 1.11864E-03, 1.11429E-04
63, 4.30074E-03, 2.53949E-03, 1.13694E-03, 1.05616E-04
64, 4.37534E-03, 2.57185E-03, 1.15756E-03, 9.85940E-05
65, 4.44839E-03, 2.60335E-03, 1.17771E-03, 9.19572E-05
66, 4.51982E-03, 2.63396E-03, 1.19737E-03, 8.46793E-05
67, 4.58956E-03, 2.66367E-03, 1.21650E-03, 8.99282E-05
68, 4.65756E-03, 2.69247E-03, 1.23511E-03, 1.01987E-04
69, 4.72373E-03, 2.72034E-03, 1.25316E-03, 1.08937E-04
70, 4.79497E-03, 2.74728E-03, 1.27064E-03, 1.10698E-04
71, 4.89425E-03, 2.77327E-03, 1.28752E-03, 1.07477E-04
72, 4.99328E-03, 2.79830E-03, 1.30380E-03, 9.97280E-05
73, 5.09202E-03, 2.84686E-03, 1.31944E-03, 8.80962E-05
74, 5.19040E-03, 2.89773E-03, 1.33444E-03, 7.33668E-05
75, 5.28837E-03, 2.94838E-03, 1.34877E-03, 6.46561E-05
76, 5.38588E-03, 2.99877E-03, 1.36312E-03, 7.15774E-05
77, 5.48289E-03, 3.04890E-03, 1.37829E-03, 7.75621E-05
78, 5.57933E-03, 3.09872E-03, 1.39274E-03, 8.34864E-05
79, 5.67738E-03, 3.14822E-03, 1.40646E-03, 8.84120E-05
80, 5.81168E-03, 3.19736E-03, 1.42333E-03, 9.19420E-05
81, 5.94667E-03, 3.24612E-03, 1.44119E-03, 9.39981E-05
82, 6.08229E-03, 3.29447E-03, 1.45828E-03, 9.45482E-05
83, 6.21848E-03, 3.34237E-03, 1.47456E-03, 9.36083E-05
84, 6.35516E-03, 3.38979E-03, 1.48999E-03, 9.12435E-05
85, 6.49226E-03, 3.43671E-03, 1.50455E-03, 8.75661E-05
86, 6.62969E-03, 3.48308E-03, 1.51822E-03, 8.27305E-05
87, 6.76739E-03, 3.52889E-03, 1.53627E-03, 7.69274E-05
88, 6.90524E-03, 3.57409E-03, 1.55792E-03, 7.03744E-05
89, 7.04318E-03, 3.61865E-03, 1.57918E-03, 6.39216E-05
90, 7.18109E-03, 3.66255E-03, 1.60002E-03, 6.22957E-05
91, 7.31890E-03, 3.70576E-03, 1.62042E-03, 6.09493E-05
92, 7.45649E-03, 3.74824E-03, 1.64035E-03, 6.04121E-05
93, 7.59378E-03, 3.78997E-03, 1.65980E-03, 5.85050E-05
94, 7.73066E-03, 3.83093E-03, 1.68030E-03, 6.14896E-05
95, 7.86704E-03, 3.87109E-03, 1.71228E-03, 6.55199E-05
96, 8.00283E-03, 3.91041E-03, 1.74385E-03, 6.91859E-05
97, 8.13793E-03, 3.94889E-03, 1.77946E-03, 7.24023E-05
98, 8.27225E-03, 3.98649E-03, 1.82408E-03, 7.51068E-05
99, 8.40569E-03, 4.02319E-03, 1.86903E-03, 7.72617E-05
100, 8.53816E-03, 4.05896E-03, 1.91428E-03, 7.88537E-05
101, 8.66957E-03, 4.09380E-03, 1.95980E-03, 7.98912E-05
102, 8.79983E-03, 4.12767E-03, 2.00558E-03, 8.04020E-05
103, 8.92886E-03, 4.16055E-03, 2.05158E-03, 8.04289E-05
104, 9.05656E-03, 4.19242E-03, 2.09777E-03, 8.00259E-05
105, 9.18284E-03, 4.22327E-03, 2.14412E-03, 7.93974E-05
106, 9.30762E-03, 4.25307E-03, 2.19060E-03, 7.90189E-05
