time_step, rms_u, rms_v, rms_w, rms_p
0, 4.54285E-01, 4.82392E-01, 6.21745E-01, 1.95152E-01
1, 4.54030E-01, 4.82110E-01, 6.21773E-01, 1.95346E-01
2, 4.53775E-01, 4.81828E-01, 6.21801E-01, 1.95541E-01
3, 4.53519E-01, 4.81548E-01, 6.21829E-01, 1.95737E-01
4, 4.53262E-01, 4.81268E-01, 6.21857E-01, 1.95933E-01
5, 4.53005E-01, 4.80991E-01, 6.21884E-01, 1.96130E-01
6, 4.52747E-01, 4.80714E-01, 6.21912E-01, 1.96327E-01
7, 4.52488E-01, 4.80439E-01, 6.21940E-01, 1.96525E-01
8, 4.52228E-01, 4.80165E-01, 6.21967E-01, 1.96724E-01
9, 4.51968E-01, 4.79892E-01, 6.21995E-01, 1.96923E-01
10, 4.51707E-01, 4.79621E-01, 6.22022E-01, 1.97122E-01
11, 4.51445E-01, 4.79351E-01, 6.22050E-01, 1.97322E-01
12, 4.51183E-01, 4.79083E-01, 6.22077E-01, 1.97523E-01
13, 4.50920E-01, 4.78815E-01, 6.22104E-01, 1.97724E-01
14, 4.50656E-01, 4.78549E-01, 6.22132E-01, 1.97926E-01
15, 4.50392E-01, 4.78285E-01, 6.22159E-01, 1.98128E-01
16, 4.50127E-01, 4.78021E-01, 6.22186E-01, 1.98331E-01
17, 4.49862E-01, 4.77759E-01, 6.22213E-01, 1.98534E-01
18, 4.49596E-01, 4.77498E-01, 6.22240E-01, 1.98737E-01
19, 4.49330E-01, 4.77239E-01, 6.22266E-01, 1.98941E-01
20, 4.49063E-01, 4.76981E-01, 6.22293E-01, 1.99145E-01
21, 4.48795E-01, 4.76724E-01, 6.22320E-01, 1.99350E-01
22, 4.48527E-01, 4.76469E-01, 6.22346E-01, 1.99555E-01
23, 4.48259E-01, 4.76215E-01, 6.22373E-01, 1.99760E-01
24, 4.47990E-01, 4.75962E-01, 6.22399E-01, 1.99965E-01
25, 4.47720E-01, 4.75711E-01, 6.22425E-01, 2.00171E-01
26, 4.47450E-01, 4.75461E-01, 6.22451E-01, 2.00378E-01
27, 4.47180E-01, 4.75212E-01, 6.22477E-01, 2.00584E-01
28, 4.46909E-01, 4.74965E-01, 6.22503E-01, 2.00791E-01
29, 4.46637E-01, 4.74719E-01, 6.22528E-01, 2.00999E-01
30, 4.46366E-01, 4.74475E-01, 6.22554E-01, 2.01206E-01
31, 4.46094E-01, 4.74231E-01, 6.22579E-01, 2.01414E-01
32, 4.45821E-01, 4.73989E-01, 6.22605E-01, 2.01622E-01
33, 4.45548E-01, 4.73749E-01, 6.22630E-01, 2.01830E-01
34, 4.45275E-01, 4.73510E-01, 6.22655E-01, 2.02039E-01
35, 4.45002E-01, 4.73272E-01, 6.22680E-01, 2.02248E-01
36, 4.44728E-01, 4.73035E-01, 6.22705E-01, 2.02457E-01
37, 4.44454E-01, 4.72800E-01, 6.22729E-01, 2.02666E-01
38, 4.44179E-01, 4.72566E-01, 6.22754E-01, 2.02875E-01
39, 4.43904E-01, 4.72334E-01, 6.22778E-01, 2.03085E-01
40, 4.43629E-01, 4.72102E-01, 6.22802E-01, 2.03295E-01
