time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
1, 1.48685E-05, 9.01951E-06, 6.54007E-06, 8.17067E-04
2, 1.46299E-05, 9.38304E-06, 6.28354E-06, 7.54840E-04
3, 1.44466E-05, 9.73104E-06, 5.96021E-06, 1.26651E-04
4, 1.43455E-05, 9.99052E-06, 5.64844E-06, 2.06848E-04
5, 1.43066E-05, 1.01172E-05, 5.74030E-06, 2.32448E-04
6, 1.42932E-05, 1.01449E-05, 5.82464E-06, 1.82865E-04
7, 1.42741E-05, 1.01105E-05, 5.81012E-06, 1.37631E-04
8, 1.42337E-05, 1.00445E-05, 5.72347E-06, 1.17352E-04
9, 1.41712E-05, 9.96917E-06, 5.59452E-06, 9.94259E-05
10, 1.40953E-05, 9.89998E-06, 5.60652E-06, 9.48148E-05
11, 1.40180E-05, 9.84622E-06, 5.69996E-06, 8.25895E-05
12, 1.41264E-05, 9.81194E-06, 5.75386E-06, 6.71161E-05
13, 1.42144E-05, 9.79694E-06, 5.76769E-06, 6.10162E-05
14, 1.42751E-05, 9.79816E-06, 5.74926E-06, 5.60016E-05
15, 1.43106E-05, 9.81138E-06, 5.70992E-06, 5.31751E-05
16, 1.43287E-05, 9.83245E-06, 5.66062E-06, 5.69313E-05
17, 1.43415E-05, 9.85814E-06, 5.60964E-06, 5.92107E-05
18, 1.43616E-05, 9.88626E-06, 5.56191E-06, 5.38180E-05
19, 1.43990E-05, 9.91544E-06, 5.51940E-06, 4.30977E-05
20, 1.44587E-05, 9.94473E-06, 5.48208E-06, 3.53027E-05
21, 1.45398E-05, 9.97327E-06, 5.44897E-06, 2.93461E-05
22, 1.46364E-05, 1.00001E-05, 5.41891E-06, 3.50787E-05
23, 1.47396E-05, 1.00244E-05, 5.39106E-06, 3.97226E-05
24, 1.48396E-05, 1.00451E-05, 5.36494E-06, 4.03645E-05
25, 1.49280E-05, 1.00617E-05, 5.34045E-06, 4.06467E-05
26, 1.49989E-05, 1.00739E-05, 5.32934E-06, 4.23127E-05
27, 1.50529E-05, 1.00819E-05, 5.33902E-06, 4.15463E-05
28, 1.51367E-05, 1.00862E-05, 5.35192E-06, 3.86081E-05
29, 1.52014E-05, 1.00879E-05, 5.36790E-06, 3.38129E-05
30, 1.52505E-05, 1.00880E-05, 5.38632E-06, 2.75034E-05
31, 1.52883E-05, 1.00880E-05, 5.40616E-06, 2.03794E-05
32, 1.53188E-05, 1.00889E-05, 5.42614E-06, 1.67519E-05
33, 1.53455E-05, 1.00918E-05, 5.44489E-06, 1.70425E-05
34, 1.53719E-05, 1.00974E-05, 5.46109E-06, 1.62229E-05
35, 1.54007E-05, 1.01061E-05, 5.47370E-06, 1.58329E-05
36, 1.54341E-05, 1.01180E-05, 5.48201E-06, 2.08293E-05
37, 1.54739E-05, 1.01327E-05, 5.48576E-06, 2.67582E-05
38, 1.55210E-05, 1.01497E-05, 5.48506E-06, 3.10258E-05
39, 1.55758E-05, 1.01682E-05, 5.48044E-06, 3.33758E-05
40, 1.56380E-05, 1.01873E-05, 5.47265E-06, 3.36758E-05
41, 1.57066E-05, 1.02063E-05, 5.46261E-06, 3.19360E-05
42, 1.57805E-05, 1.02244E-05, 5.45125E-06, 2.83147E-05
43, 1.58580E-05, 1.02410E-05, 5.43944E-06, 2.31080E-05
44, 1.59373E-05, 1.02558E-05, 5.42791E-06, 1.67252E-05
45, 1.60169E-05, 1.02684E-05, 5.41719E-06, 9.85684E-06
46, 1.60951E-05, 1.02789E-05, 5.40764E-06, 8.49202E-06
47, 1.61706E-05, 1.02870E-05, 5.39943E-06, 7.67426E-06
48, 1.62423E-05, 1.02930E-05, 5.39260E-06, 1.05418E-05
49, 1.63095E-05, 1.02967E-05, 5.38710E-06, 1.54227E-05
50, 1.63716E-05, 1.02983E-05, 5.38280E-06, 1.88459E-05
51, 1.64286E-05, 1.02977E-05, 5.37955E-06, 2.06723E-05
52, 1.64804E-05, 1.02949E-05, 5.37718E-06, 2.08922E-05
53, 1.65273E-05, 1.02898E-05, 5.37554E-06, 1.96164E-05
54, 1.65697E-05, 1.02824E-05, 5.37445E-06, 1.70579E-05
55, 1.66082E-05, 1.02753E-05, 5.37373E-06, 1.35068E-05
56, 1.66435E-05, 1.02667E-05, 5.37320E-06, 9.30079E-06
57, 1.66763E-05, 1.02753E-05, 5.37266E-06, 6.11601E-06
58, 1.67073E-05, 1.03025E-05, 5.37189E-06, 5.33061E-06
59, 1.67373E-05, 1.03279E-05, 5.37064E-06, 4.56759E-06
60, 1.67669E-05, 1.03520E-05, 5.36869E-06, 7.30939E-06
61, 1.67968E-05, 1.03750E-05, 5.36581E-06, 1.00501E-05
62, 1.68273E-05, 1.03974E-05, 5.36177E-06, 1.19016E-05
63, 1.68589E-05, 1.04196E-05, 5.35640E-06, 1.28258E-05
64, 1.68916E-05, 1.04420E-05, 5.34956E-06, 1.28503E-05
65, 1.69254E-05, 1.04652E-05, 5.34117E-06, 1.20575E-05
66, 1.69601E-05, 1.04896E-05, 5.33118E-06, 1.05718E-05
67, 1.69951E-05, 1.05153E-05, 5.31960E-06, 8.54615E-06
68, 1.70301E-05, 1.05427E-05, 5.30651E-06, 7.65792E-06
69, 1.70643E-05, 1.05719E-05, 5.29197E-06, 6.88597E-06
70, 1.70971E-05, 1.06030E-05, 5.27612E-06, 5.78407E-06
71, 1.71277E-05, 1.06358E-05, 5.25909E-06, 5.18551E-06
72, 1.71555E-05, 1.06704E-05, 5.24101E-06, 5.23424E-06
73, 1.71799E-05, 1.07063E-05, 5.22201E-06, 6.18305E-06
74, 1.72192E-05, 1.07435E-05, 5.20220E-06, 7.47773E-06
75, 1.72910E-05, 1.07815E-05, 5.18167E-06, 8.61122E-06
76, 1.73584E-05, 1.08200E-05, 5.16050E-06, 9.28596E-06
77, 1.74212E-05, 1.08587E-05, 5.13874E-06, 9.50913E-06
78, 1.74796E-05, 1.08972E-05, 5.11642E-06, 9.30861E-06
79, 1.75338E-05, 1.09353E-05, 5.09358E-06, 8.72934E-06
80, 1.75842E-05, 1.09725E-05, 5.07023E-06, 7.82934E-06
81, 1.76311E-05, 1.10088E-05, 5.04639E-06, 6.67556E-06
82, 1.76752E-05, 1.10439E-05, 5.02209E-06, 5.33994E-06
83, 1.77170E-05, 1.10777E-05, 4.99736E-06, 3.89555E-06
84, 1.77571E-05, 1.11100E-05, 4.97225E-06, 3.29222E-06
85, 1.77961E-05, 1.11409E-05, 4.94681E-06, 3.58329E-06
86, 1.78346E-05, 1.11702E-05, 4.92110E-06, 3.69665E-06
87, 1.78729E-05, 1.11980E-05, 4.89517E-06, 3.79025E-06
88, 1.79114E-05, 1.12244E-05, 4.86910E-06, 4.57944E-06
89, 1.79505E-05, 1.12493E-05, 4.85995E-06, 5.13886E-06
90, 1.79902E-05, 1.12729E-05, 4.85950E-06, 5.45884E-06
91, 1.80307E-05, 1.12953E-05, 4.85893E-06, 5.54199E-06
92, 1.80718E-05, 1.13166E-05, 4.85824E-06, 5.40218E-06
93, 1.81276E-05, 1.13368E-05, 4.85739E-06, 5.06298E-06
94, 1.82424E-05, 1.13561E-05, 4.85635E-06, 4.83016E-06
95, 1.83573E-05, 1.13747E-05, 4.85504E-06, 4.55879E-06
96, 1.84719E-05, 1.13924E-05, 4.85340E-06, 4.17608E-06
97, 1.85858E-05, 1.14096E-05, 4.85134E-06, 3.71515E-06
98, 1.86987E-05, 1.14262E-05, 4.84878E-06, 3.69897E-06
99, 1.88102E-05, 1.14424E-05, 4.84565E-06, 3.92882E-06
100, 1.89200E-05, 1.14581E-05, 4.84185E-06, 4.04736E-06
101, 1.90278E-05, 1.14734E-05, 4.84435E-06, 4.05595E-06
102, 1.91333E-05, 1.14883E-05, 4.88702E-06, 3.95899E-06
103, 1.92363E-05, 1.15029E-05, 4.92938E-06, 3.76336E-06
104, 1.93366E-05, 1.15170E-05, 4.97141E-06, 3.47795E-06
105, 1.94342E-05, 1.15308E-05, 5.01307E-06, 3.11332E-06
106, 1.95289E-05, 1.15442E-05, 5.05436E-06, 2.68135E-06
107, 1.96208E-05, 1.15572E-05, 5.09529E-06, 2.19497E-06
108, 1.97099E-05, 1.15697E-05, 5.13588E-06, 1.96794E-06
109, 1.97964E-05, 1.15818E-05, 5.17613E-06, 1.88987E-06
110, 1.98803E-05, 1.15934E-05, 5.21608E-06, 1.74492E-06
111, 1.99619E-05, 1.16046E-05, 5.25576E-06, 1.55006E-06
112, 2.00414E-05, 1.16153E-05, 5.29518E-06, 1.50776E-06
113, 2.01188E-05, 1.16255E-05, 5.33438E-06, 1.62874E-06
114, 2.01945E-05, 1.16353E-05, 5.37338E-06, 2.03646E-06
115, 2.02686E-05, 1.16447E-05, 5.41222E-06, 2.37261E-06
116, 2.03412E-05, 1.16538E-05, 5.45092E-06, 2.61729E-06
117, 2.04125E-05, 1.16625E-05, 5.48952E-06, 2.77186E-06
118, 2.04825E-05, 1.16708E-05, 5.52807E-06, 2.86409E-06
119, 2.05513E-05, 1.16788E-05, 5.56660E-06, 3.02685E-06
120, 2.06188E-05, 1.16866E-05, 5.60516E-06, 3.12248E-06
121, 2.06851E-05, 1.16940E-05, 5.64379E-06, 3.15410E-06
122, 2.07501E-05, 1.17012E-05, 5.68253E-06, 3.12625E-06
123, 2.08136E-05, 1.17081E-05, 5.72141E-06, 3.32938E-06
124, 2.08756E-05, 1.17147E-05, 5.76047E-06, 3.63519E-06
125, 2.09359E-05, 1.17210E-05, 5.79970E-06, 3.84299E-06
126, 2.10491E-05, 1.17270E-05, 5.83912E-06, 3.93551E-06
127, 2.11723E-05, 1.17326E-05, 5.87872E-06, 3.90075E-06
128, 2.12953E-05, 1.17404E-05, 5.91847E-06, 3.73280E-06
129, 2.14180E-05, 1.17502E-05, 5.95833E-06, 3.43229E-06
130, 2.15408E-05, 1.17597E-05, 5.99826E-06, 3.00645E-06
131, 2.16636E-05, 1.17688E-05, 6.03818E-06, 2.46877E-06
132, 2.17865E-05, 1.17774E-05, 6.07805E-06, 1.83827E-06
133, 2.19095E-05, 1.17856E-05, 6.11778E-06, 1.13856E-06
134, 2.20326E-05, 1.17933E-05, 6.15730E-06, 1.06958E-06
135, 2.21557E-05, 1.18005E-05, 6.19655E-06, 1.17938E-06
136, 2.22787E-05, 1.18072E-05, 6.23547E-06, 1.23988E-06
137, 2.24015E-05, 1.18133E-05, 6.27401E-06, 1.79567E-06
138, 2.25239E-05, 1.18189E-05, 6.31213E-06, 2.42297E-06
