time_step, LU, FFT, DCT/DST, NA
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
1, 3.60000E-02, 2.70000E-02, 2.00000E-03, 0.00000E+00
2, 3.60000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
3, 3.40000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
4, 3.40000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
5, 3.60000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
6, 4.00000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
7, 3.60000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
8, 3.60000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
9, 3.60000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
10, 3.50000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
11, 3.50000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
12, 4.20000E-02, 0.00000E+00, 2.00000E-03, 0.00000E+00
13, 3.70000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
14, 3.50000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
15, 3.70000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
16, 3.40000E-02, 0.00000E+00, 2.00000E-03, 0.00000E+00
17, 3.60000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
18, 3.40000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
19, 3.60000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
20, 3.50000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
21, 3.50000E-02, 0.00000E+00, 2.00000E-03, 0.00000E+00
22, 3.40000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
23, 3.60000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
24, 3.40000E-02, 0.00000E+00, 3.00000E-03, 0.00000E+00
25, 3.50000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
26, 3.40000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
27, 3.60000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
28, 3.60000E-02, 1.00000E-03, 4.00000E-03, 0.00000E+00
29, 4.00000E-02, 0.00000E+00, 2.00000E-03, 0.00000E+00
30, 3.70000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
31, 3.60000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
32, 3.50000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
33, 3.60000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
34, 3.70000E-02, 0.00000E+00, 2.00000E-03, 0.00000E+00
35, 3.60000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
36, 3.60000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
37, 3.60000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
38, 3.60000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
39, 3.50000E-02, 0.00000E+00, 4.00000E-03, 0.00000E+00
40, 3.50000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
41, 3.50000E-02, 0.00000E+00, 2.00000E-03, 0.00000E+00
42, 3.70000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
43, 3.50000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
44, 3.40000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
45, 3.50000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
46, 3.50000E-02, 0.00000E+00, 3.00000E-03, 0.00000E+00
47, 3.40000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
48, 3.40000E-02, 1.00000E-03, 4.00000E-03, 0.00000E+00
49, 3.40000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
50, 3.60000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
51, 3.70000E-02, 1.00000E-03, 4.00000E-03, 0.00000E+00
52, 3.40000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
53, 3.40000E-02, 1.00000E-03, 9.00000E-03, 0.00000E+00
54, 3.40000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
55, 3.40000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
56, 3.50000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
57, 3.60000E-02, 0.00000E+00, 2.00000E-03, 0.00000E+00
58, 3.70000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
59, 3.40000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
60, 3.40000E-02, 1.00000E-03, 3.00000E-03, 0.00000E+00
61, 3.50000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
62, 3.40000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
63, 3.50000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
64, 3.70000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
65, 3.90000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
66, 3.40000E-02, 2.00000E-03, 1.00000E-03, 0.00000E+00
67, 3.40000E-02, 0.00000E+00, 2.00000E-03, 0.00000E+00
68, 3.70000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
69, 3.60000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
70, 3.70000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
71, 3.40000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
72, 3.60000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
73, 4.10000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
74, 3.60000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
75, 3.50000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
76, 3.50000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
77, 4.30000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
78, 3.70000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
79, 3.40000E-02, 1.00000E-03, 3.00000E-03, 0.00000E+00
80, 3.50000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
81, 3.60000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
82, 3.40000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
83, 3.30000E-02, 2.00000E-03, 2.00000E-03, 0.00000E+00
84, 3.60000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
85, 3.60000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
86, 3.40000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
87, 3.60000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
88, 3.50000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
89, 3.40000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
90, 3.60000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
91, 3.50000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
92, 3.50000E-02, 0.00000E+00, 3.00000E-03, 0.00000E+00
93, 3.50000E-02, 1.00000E-03, 2.00000E-03, 0.00000E+00
94, 3.50000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
95, 3.80000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
96, 3.40000E-02, 1.00000E-03, 1.00000E-03, 0.00000E+00
97, 3.40000E-02, 0.00000E+00, 1.00000E-03, 0.00000E+00
98, 4.30000E-02, 3.00000E-03, 1.00000E-03, 0.00000E+00
