time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p, rel_err_u_m, rel_err_v_m, rel_err_w_m, rel_err_p_m
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00,         NaN
1, 1.55371E-04, 1.12168E-04, 1.49107E-04, 2.00892E-03, 1.88308E-06, 2.01894E-06, 1.52962E-06, 2.00892E-03
2, 1.63180E-04, 1.14949E-04, 1.45002E-04, 1.48256E-03, 2.19908E-06, 2.35705E-06, 1.81869E-06, 1.48256E-03
3, 1.68930E-04, 1.17998E-04, 1.42851E-04, 1.18183E-03, 2.46157E-06, 2.64139E-06, 2.06006E-06, 1.18183E-03
4, 1.74091E-04, 1.20747E-04, 1.41942E-04, 1.06056E-03, 2.68307E-06, 2.88409E-06, 2.26571E-06, 1.06056E-03
5, 1.78779E-04, 1.23138E-04, 1.41624E-04, 9.53829E-04, 2.87362E-06, 3.09574E-06, 2.44385E-06, 9.53829E-04
6, 1.83090E-04, 1.25179E-04, 1.41573E-04, 8.58849E-04, 3.04005E-06, 3.28281E-06, 2.60025E-06, 8.58849E-04
7, 1.87097E-04, 1.26898E-04, 1.41629E-04, 7.74919E-04, 3.18677E-06, 3.45021E-06, 2.73929E-06, 7.74919E-04
8, 1.90859E-04, 1.28328E-04, 1.41707E-04, 7.00875E-04, 3.31708E-06, 3.60180E-06, 2.86383E-06, 7.00875E-04
9, 1.94417E-04, 1.29503E-04, 1.41769E-04, 6.45128E-04, 3.43413E-06, 3.74059E-06, 2.97653E-06, 6.45128E-04
10, 1.97804E-04, 1.30452E-04, 1.41794E-04, 6.13395E-04, 3.53983E-06, 3.86848E-06, 3.07895E-06, 6.13395E-04
11, 2.01046E-04, 1.31199E-04, 1.41775E-04, 5.82565E-04, 3.63605E-06, 3.98765E-06, 3.17259E-06, 5.82565E-04
12, 2.04160E-04, 1.31768E-04, 1.41708E-04, 5.52925E-04, 3.72403E-06, 4.09932E-06, 3.25863E-06, 5.52925E-04
13, 2.07162E-04, 1.32481E-04, 1.41595E-04, 5.24624E-04, 3.80513E-06, 4.20433E-06, 3.33798E-06, 5.24624E-04
14, 2.10061E-04, 1.34209E-04, 1.41438E-04, 5.03453E-04, 3.88015E-06, 4.30352E-06, 3.41178E-06, 5.03453E-04
15, 2.12868E-04, 1.35766E-04, 1.41239E-04, 4.96220E-04, 3.95025E-06, 4.39771E-06, 3.48044E-06, 4.96220E-04
16, 2.15587E-04, 1.37171E-04, 1.41002E-04, 4.88999E-04, 4.01591E-06, 4.48756E-06, 3.54445E-06, 4.88999E-04
17, 2.18224E-04, 1.38437E-04, 1.40728E-04, 4.81839E-04, 4.07762E-06, 4.57362E-06, 3.60453E-06, 4.81839E-04
18, 2.20782E-04, 1.39577E-04, 1.40421E-04, 4.74776E-04, 4.13588E-06, 4.65638E-06, 3.66122E-06, 4.74776E-04
19, 2.23265E-04, 1.40602E-04, 1.40082E-04, 4.67837E-04, 4.19086E-06, 4.73577E-06, 3.71475E-06, 4.67837E-04
20, 2.25676E-04, 1.41522E-04, 1.39713E-04, 4.61040E-04, 4.24299E-06, 4.81240E-06, 3.76587E-06, 4.61040E-04
21, 2.28014E-04, 1.42344E-04, 1.39317E-04, 4.54396E-04, 4.29261E-06, 4.88640E-06, 3.81456E-06, 4.54396E-04
22, 2.30283E-04, 1.43076E-04, 1.38895E-04, 4.47909E-04, 4.34013E-06, 4.95803E-06, 3.86097E-06, 4.47909E-04
23, 2.32482E-04, 1.43724E-04, 1.38449E-04, 4.41580E-04, 4.38571E-06, 5.02744E-06, 3.90529E-06, 4.41580E-04
24, 2.34613E-04, 1.44292E-04, 1.37978E-04, 4.35408E-04, 4.42955E-06, 5.09503E-06, 3.94757E-06, 4.35408E-04
25, 2.36676E-04, 1.44787E-04, 1.37485E-04, 4.29387E-04, 4.47187E-06, 5.16095E-06, 3.98793E-06, 4.29387E-04
26, 2.38672E-04, 1.45212E-04, 1.36971E-04, 4.23510E-04, 4.51281E-06, 5.22529E-06, 4.02664E-06, 4.23510E-04
27, 2.40601E-04, 1.45570E-04, 1.36436E-04, 4.17767E-04, 4.55224E-06, 5.28804E-06, 4.06364E-06, 4.17767E-04
28, 2.42462E-04, 1.45865E-04, 1.35880E-04, 4.12148E-04, 4.59031E-06, 5.34916E-06, 4.09914E-06, 4.12148E-04
29, 2.44257E-04, 1.46100E-04, 1.35305E-04, 4.06643E-04, 4.62710E-06, 5.40875E-06, 4.13314E-06, 4.06643E-04
30, 2.45985E-04, 1.46278E-04, 1.34712E-04, 4.01241E-04, 4.66272E-06, 5.46705E-06, 4.16585E-06, 4.01241E-04
31, 2.47646E-04, 1.46400E-04, 1.34100E-04, 3.95929E-04, 4.69740E-06, 5.52406E-06, 4.19746E-06, 3.95929E-04
