time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p, rel_err_u_m, rel_err_v_m, rel_err_w_m, rel_err_p_m
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00,         NaN
1, 3.62018E-05, 3.19944E-05, 4.53324E-05, 1.21018E-02, 1.69403E-06, 1.93103E-06, 1.50624E-06, 1.21018E-02
2, 4.45078E-05, 3.46233E-05, 3.53980E-05, 1.05960E-04, 1.71275E-06, 1.93473E-06, 1.44766E-06, 1.05960E-04
3, 4.49246E-05, 3.46673E-05, 3.51822E-05, 1.00357E-04, 1.70721E-06, 1.93627E-06, 1.44485E-06, 1.00357E-04
4, 4.52978E-05, 3.47009E-05, 3.51639E-05, 9.09486E-05, 1.70303E-06, 1.93760E-06, 1.44196E-06, 9.09486E-05
5, 4.56877E-05, 3.47179E-05, 3.51415E-05, 9.08135E-05, 1.69873E-06, 1.93892E-06, 1.43913E-06, 9.08135E-05
6, 4.60757E-05, 3.47318E-05, 3.51176E-05, 9.06396E-05, 1.69450E-06, 1.94024E-06, 1.43634E-06, 9.06396E-05
7, 4.64617E-05, 3.47428E-05, 3.50927E-05, 9.04621E-05, 1.69033E-06, 1.94157E-06, 1.43359E-06, 9.04621E-05
8, 4.68457E-05, 3.47507E-05, 3.50668E-05, 9.02825E-05, 1.68626E-06, 1.94289E-06, 1.43087E-06, 9.02825E-05
9, 4.72277E-05, 3.47556E-05, 3.50398E-05, 9.01009E-05, 1.68224E-06, 1.94421E-06, 1.42818E-06, 9.01009E-05
10, 4.76076E-05, 3.47576E-05, 3.50118E-05, 8.99171E-05, 1.67830E-06, 1.94553E-06, 1.42552E-06, 8.99171E-05
11, 4.79854E-05, 3.47567E-05, 3.49828E-05, 8.97312E-05, 1.67444E-06, 1.94687E-06, 1.42291E-06, 8.97312E-05
12, 4.83609E-05, 3.47529E-05, 3.49528E-05, 8.95432E-05, 1.67065E-06, 1.94823E-06, 1.42034E-06, 8.95432E-05
13, 4.87341E-05, 3.47461E-05, 3.49218E-05, 8.93531E-05, 1.66694E-06, 1.94958E-06, 1.41781E-06, 8.93531E-05
14, 4.91051E-05, 3.47365E-05, 3.48897E-05, 8.91608E-05, 1.66331E-06, 1.95095E-06, 1.41533E-06, 8.91608E-05
15, 4.94737E-05, 3.47240E-05, 3.48567E-05, 8.89664E-05, 1.65973E-06, 1.95233E-06, 1.41287E-06, 8.89664E-05
16, 4.98398E-05, 3.47088E-05, 3.48226E-05, 8.87699E-05, 1.65624E-06, 1.95370E-06, 1.41045E-06, 8.87699E-05
17, 5.02035E-05, 3.46907E-05, 3.47876E-05, 8.85712E-05, 1.65282E-06, 1.95508E-06, 1.40807E-06, 8.85712E-05
18, 5.05647E-05, 3.46698E-05, 3.47515E-05, 8.83705E-05, 1.64947E-06, 1.95647E-06, 1.40574E-06, 8.83705E-05
