time_step, rms_u, rms_v, rms_w, rms_p
0, 4.54302E-01, 4.82404E-01, 6.21735E-01, 1.95198E-01
1, 4.54175E-01, 4.82262E-01, 6.21749E-01, 1.95295E-01
2, 4.54048E-01, 4.82121E-01, 6.21763E-01, 1.95393E-01
3, 4.53920E-01, 4.81980E-01, 6.21777E-01, 1.95490E-01
4, 4.53793E-01, 4.81839E-01, 6.21791E-01, 1.95588E-01
5, 4.53665E-01, 4.81699E-01, 6.21805E-01, 1.95685E-01
6, 4.53537E-01, 4.81559E-01, 6.21819E-01, 1.95783E-01
7, 4.53408E-01, 4.81419E-01, 6.21833E-01, 1.95881E-01
8, 4.53280E-01, 4.81280E-01, 6.21847E-01, 1.95980E-01
9, 4.53151E-01, 4.81141E-01, 6.21861E-01, 1.96078E-01
10, 4.53023E-01, 4.81002E-01, 6.21874E-01, 1.96176E-01
11, 4.52894E-01, 4.80863E-01, 6.21888E-01, 1.96275E-01
12, 4.52764E-01, 4.80725E-01, 6.21902E-01, 1.96374E-01
13, 4.52635E-01, 4.80588E-01, 6.21916E-01, 1.96473E-01
14, 4.52506E-01, 4.80450E-01, 6.21930E-01, 1.96572E-01
15, 4.52376E-01, 4.80313E-01, 6.21944E-01, 1.96671E-01
16, 4.52246E-01, 4.80176E-01, 6.21957E-01, 1.96771E-01
17, 4.52116E-01, 4.80040E-01, 6.21971E-01, 1.96870E-01
18, 4.51986E-01, 4.79903E-01, 6.21985E-01, 1.96970E-01
19, 4.51855E-01, 4.79768E-01, 6.21999E-01, 1.97070E-01
20, 4.51725E-01, 4.79632E-01, 6.22012E-01, 1.97170E-01
21, 4.51594E-01, 4.79497E-01, 6.22026E-01, 1.97270E-01
22, 4.51463E-01, 4.79362E-01, 6.22040E-01, 1.97370E-01
23, 4.51332E-01, 4.79228E-01, 6.22054E-01, 1.97470E-01
24, 4.51201E-01, 4.79093E-01, 6.22067E-01, 1.97571E-01
25, 4.51069E-01, 4.78960E-01, 6.22081E-01, 1.97671E-01
26, 4.50938E-01, 4.78826E-01, 6.22095E-01, 1.97772E-01
27, 4.50806E-01, 4.78693E-01, 6.22108E-01, 1.97873E-01
28, 4.50674E-01, 4.78560E-01, 6.22122E-01, 1.97973E-01
29, 4.50542E-01, 4.78427E-01, 6.22135E-01, 1.98074E-01
30, 4.50410E-01, 4.78295E-01, 6.22149E-01, 1.98176E-01
31, 4.50278E-01, 4.78163E-01, 6.22162E-01, 1.98277E-01
32, 4.50145E-01, 4.78032E-01, 6.22176E-01, 1.98378E-01
33, 4.50013E-01, 4.77901E-01, 6.22190E-01, 1.98480E-01
34, 4.49880E-01, 4.77770E-01, 6.22203E-01, 1.98581E-01
35, 4.49747E-01, 4.77639E-01, 6.22216E-01, 1.98683E-01
36, 4.49614E-01, 4.77509E-01, 6.22230E-01, 1.98785E-01
37, 4.49481E-01, 4.77379E-01, 6.22243E-01, 1.98887E-01
38, 4.49348E-01, 4.77250E-01, 6.22257E-01, 1.98989E-01
39, 4.49214E-01, 4.77120E-01, 6.22270E-01, 1.99091E-01
40, 4.49081E-01, 4.76991E-01, 6.22283E-01, 1.99193E-01
41, 4.48947E-01, 4.76863E-01, 6.22297E-01, 1.99295E-01
42, 4.48813E-01, 4.76735E-01, 6.22310E-01, 1.99397E-01
43, 4.48679E-01, 4.76607E-01, 6.22323E-01, 1.99500E-01
44, 4.48545E-01, 4.76479E-01, 6.22337E-01, 1.99603E-01
45, 4.48411E-01, 4.76352E-01, 6.22350E-01, 1.99705E-01
46, 4.48277E-01, 4.76225E-01, 6.22363E-01, 1.99808E-01
47, 4.48142E-01, 4.76099E-01, 6.22376E-01, 1.99911E-01
48, 4.48008E-01, 4.75972E-01, 6.22389E-01, 2.00014E-01
49, 4.47873E-01, 4.75847E-01, 6.22402E-01, 2.00117E-01
50, 4.47738E-01, 4.75721E-01, 6.22415E-01, 2.00220E-01
51, 4.47603E-01, 4.75596E-01, 6.22428E-01, 2.00323E-01
52, 4.47468E-01, 4.75471E-01, 6.22442E-01, 2.00426E-01
53, 4.47333E-01, 4.75346E-01, 6.22455E-01, 2.00529E-01
54, 4.47198E-01, 4.75222E-01, 6.22467E-01, 2.00633E-01
55, 4.47062E-01, 4.75098E-01, 6.22480E-01, 2.00736E-01
56, 4.46927E-01, 4.74975E-01, 6.22493E-01, 2.00840E-01
57, 4.46791E-01, 4.74852E-01, 6.22506E-01, 2.00943E-01
58, 4.46656E-01, 4.74729E-01, 6.22519E-01, 2.01047E-01
59, 4.46520E-01, 4.74606E-01, 6.22532E-01, 2.01151E-01
60, 4.46384E-01, 4.74484E-01, 6.22545E-01, 2.01254E-01
61, 4.46248E-01, 4.74362E-01, 6.22557E-01, 2.01358E-01
62, 4.46112E-01, 4.74241E-01, 6.22570E-01, 2.01462E-01
63, 4.45976E-01, 4.74120E-01, 6.22583E-01, 2.01566E-01
64, 4.45839E-01, 4.73999E-01, 6.22595E-01, 2.01670E-01
65, 4.45703E-01, 4.73878E-01, 6.22608E-01, 2.01775E-01
66, 4.45566E-01, 4.73758E-01, 6.22621E-01, 2.01879E-01
67, 4.45430E-01, 4.73638E-01, 6.22633E-01, 2.01983E-01
68, 4.45293E-01, 4.73519E-01, 6.22646E-01, 2.02087E-01
69, 4.45157E-01, 4.73400E-01, 6.22658E-01, 2.02192E-01
70, 4.45020E-01, 4.73281E-01, 6.22671E-01, 2.02296E-01
71, 4.44883E-01, 4.73163E-01, 6.22683E-01, 2.02401E-01
72, 4.44746E-01, 4.73044E-01, 6.22695E-01, 2.02505E-01
73, 4.44609E-01, 4.72927E-01, 6.22708E-01, 2.02610E-01
74, 4.44472E-01, 4.72809E-01, 6.22720E-01, 2.02715E-01
75, 4.44334E-01, 4.72692E-01, 6.22732E-01, 2.02819E-01
76, 4.44197E-01, 4.72575E-01, 6.22744E-01, 2.02924E-01
77, 4.44060E-01, 4.72459E-01, 6.22757E-01, 2.03029E-01
78, 4.43922E-01, 4.72343E-01, 6.22769E-01, 2.03134E-01
79, 4.43785E-01, 4.72227E-01, 6.22781E-01, 2.03239E-01
80, 4.43647E-01, 4.72111E-01, 6.22793E-01, 2.03344E-01
81, 4.43510E-01, 4.71996E-01, 6.22805E-01, 2.03449E-01
82, 4.43372E-01, 4.71882E-01, 6.22817E-01, 2.03554E-01
83, 4.43234E-01, 4.71767E-01, 6.22829E-01, 2.03659E-01
84, 4.43096E-01, 4.71653E-01, 6.22841E-01, 2.03764E-01
85, 4.42958E-01, 4.71539E-01, 6.22853E-01, 2.03869E-01
86, 4.42820E-01, 4.71426E-01, 6.22864E-01, 2.03975E-01
87, 4.42682E-01, 4.71313E-01, 6.22876E-01, 2.04080E-01
88, 4.42544E-01, 4.71200E-01, 6.22888E-01, 2.04185E-01
89, 4.42406E-01, 4.71088E-01, 6.22900E-01, 2.04291E-01
90, 4.42268E-01, 4.70975E-01, 6.22911E-01, 2.04396E-01
91, 4.42129E-01, 4.70864E-01, 6.22923E-01, 2.04502E-01
92, 4.41991E-01, 4.70752E-01, 6.22934E-01, 2.04607E-01
93, 4.41853E-01, 4.70641E-01, 6.22946E-01, 2.04713E-01
94, 4.41714E-01, 4.70530E-01, 6.22957E-01, 2.04819E-01
95, 4.41576E-01, 4.70420E-01, 6.22969E-01, 2.04924E-01
96, 4.41437E-01, 4.70310E-01, 6.22980E-01, 2.05030E-01
97, 4.41299E-01, 4.70200E-01, 6.22992E-01, 2.05136E-01
98, 4.41160E-01, 4.70091E-01, 6.23003E-01, 2.05241E-01
99, 4.41022E-01, 4.69982E-01, 6.23014E-01, 2.05347E-01
100, 4.40883E-01, 4.69873E-01, 6.23025E-01, 2.05453E-01
101, 4.40744E-01, 4.69764E-01, 6.23037E-01, 2.05559E-01
102, 4.40605E-01, 4.69656E-01, 6.23048E-01, 2.05665E-01
103, 4.40466E-01, 4.69548E-01, 6.23059E-01, 2.05771E-01
104, 4.40328E-01, 4.69441E-01, 6.23070E-01, 2.05877E-01
105, 4.40189E-01, 4.69334E-01, 6.23081E-01, 2.05983E-01
106, 4.40050E-01, 4.69227E-01, 6.23092E-01, 2.06089E-01
107, 4.39911E-01, 4.69121E-01, 6.23103E-01, 2.06196E-01
108, 4.39772E-01, 4.69015E-01, 6.23114E-01, 2.06302E-01
109, 4.39633E-01, 4.68909E-01, 6.23124E-01, 2.06408E-01
110, 4.39494E-01, 4.68803E-01, 6.23135E-01, 2.06514E-01
111, 4.39355E-01, 4.68698E-01, 6.23146E-01, 2.06621E-01
112, 4.39215E-01, 4.68593E-01, 6.23156E-01, 2.06727E-01
113, 4.39076E-01, 4.68489E-01, 6.23167E-01, 2.06833E-01
114, 4.38937E-01, 4.68385E-01, 6.23178E-01, 2.06940E-01
115, 4.38798E-01, 4.68281E-01, 6.23188E-01, 2.07046E-01
116, 4.38659E-01, 4.68178E-01, 6.23199E-01, 2.07153E-01
117, 4.38519E-01, 4.68074E-01, 6.23209E-01, 2.07259E-01
118, 4.38380E-01, 4.67972E-01, 6.23219E-01, 2.07366E-01
119, 4.38241E-01, 4.67869E-01, 6.23230E-01, 2.07472E-01
120, 4.38102E-01, 4.67767E-01, 6.23240E-01, 2.07579E-01
121, 4.37962E-01, 4.67665E-01, 6.23250E-01, 2.07686E-01
122, 4.37823E-01, 4.67564E-01, 6.23260E-01, 2.07793E-01
