1	0.1606601
2	0.08042152
3	0.04602783
4	0.03581925
5	0.02485915
6	0.01694948
7	0.01338657
8	0.01170701
9	0.008744901
10	0.007034889
11	0.006030819
12	0.004921928
13	0.004290052
14	0.003441549
15	0.003021086
16	0.002574941
17	0.002126187
18	0.001746347
19	0.001537566
20	0.001333306
21	0.001128741
22	0.0009654664
23	0.0008547154
24	0.000697166
25	0.0006264928
26	0.0005407156
27	0.000467177
28	0.0004017751
29	0.0003522165
30	0.0003057798
31	0.0002684085
32	0.000233869
33	0.0002069992
34	0.000178084
35	0.0001592043
36	0.0001394006
37	0.0001228489
38	0.0001081316
39	9.497463e-05
40	8.325797e-05
41	7.34421e-05
42	6.477208e-05
43	5.7451e-05
44	5.024271e-05
45	4.44878e-05
46	3.968593e-05
47	3.504253e-05
48	3.110457e-05
49	2.775947e-05
50	2.458119e-05
51	2.158051e-05
52	1.922653e-05
53	1.707241e-05
54	1.502049e-05
55	1.336139e-05
56	1.193706e-05
57	1.063156e-05
58	9.384939e-06
59	8.40622e-06
60	7.484818e-06
61	6.61709e-06
62	5.869326e-06
63	5.272102e-06
64	4.678226e-06
65	4.162394e-06
66	3.681698e-06
67	3.308449e-06
68	2.945295e-06
69	2.603224e-06
70	2.310958e-06
71	2.071957e-06
72	1.851689e-06
73	1.64358e-06
74	1.474008e-06
75	1.313139e-06
76	1.168398e-06
77	1.034589e-06
78	9.27213e-07
79	8.284659e-07
80	7.347013e-07
81	6.549819e-07
82	5.834364e-07
83	5.221565e-07
84	4.647548e-07
85	4.128344e-07
86	3.690351e-07
87	3.283392e-07
88	2.946806e-07
89	2.603901e-07
90	2.3073e-07
91	2.070199e-07
92	1.831533e-07
93	1.638483e-07
94	1.462029e-07
95	1.302582e-07
96	1.157469e-07
97	1.032124e-07
98	9.122216e-08
99	8.160764e-08
100	7.340361e-08
101	6.498183e-08
102	5.808784e-08
103	5.199575e-08
104	4.648689e-08
105	4.145747e-08
106	3.695737e-08
107	3.298716e-08
108	2.982513e-08
109	2.651723e-08
110	2.383492e-08
111	2.131172e-08
112	1.922337e-08
113	1.722934e-08
114	1.551656e-08
115	1.399845e-08
116	1.254296e-08
117	1.141683e-08
118	1.023487e-08
119	9.321748e-09
120	8.429501e-09
121	7.627215e-09
122	6.977528e-09
123	6.353599e-09
124	5.830158e-09
125	5.350553e-09
126	4.919863e-09
127	4.546348e-09
128	4.367379e-09
