1	0.1027152
2	0.04836604
3	0.03671569
4	0.03189024
5	0.02417351
6	0.01862507
7	0.0147973
8	0.01225158
9	0.009304748
10	0.006974689
11	0.006009197
12	0.00481004
13	0.00393535
14	0.003128533
15	0.002557662
16	0.002195682
17	0.00179519
18	0.00148442
19	0.001254509
20	0.00105765
21	0.0008927392
22	0.0007304989
23	0.0006424817
24	0.0005466208
25	0.0004787696
26	0.0003974472
27	0.0003426138
28	0.0002944696
29	0.0002519103
30	0.0002186672
31	0.0001843567
32	0.0001619966
33	0.0001407787
34	0.0001200265
35	0.0001057448
36	9.194558e-05
37	8.032611e-05
38	6.943283e-05
39	6.053374e-05
40	5.212992e-05
41	4.598967e-05
42	3.99416e-05
43	3.538968e-05
44	3.067051e-05
45	2.715724e-05
46	2.370314e-05
47	2.088384e-05
48	1.82557e-05
49	1.623287e-05
50	1.429485e-05
51	1.264796e-05
52	1.109811e-05
53	9.736851e-06
54	8.541519e-06
55	7.544406e-06
56	6.747936e-06
57	5.913306e-06
58	5.237354e-06
59	4.608099e-06
60	4.115496e-06
61	3.623012e-06
62	3.226333e-06
63	2.869271e-06
64	2.526775e-06
65	2.253257e-06
66	1.986173e-06
67	1.770602e-06
68	1.575079e-06
69	1.395632e-06
70	1.231796e-06
71	1.100825e-06
72	9.818871e-07
73	8.628642e-07
74	7.706474e-07
75	6.833384e-07
76	6.105908e-07
77	5.389909e-07
78	4.793798e-07
79	4.258441e-07
80	3.751889e-07
81	3.386261e-07
82	3.001779e-07
83	2.636645e-07
84	2.364286e-07
85	2.104463e-07
86	1.876499e-07
87	1.665137e-07
88	1.480128e-07
89	1.316318e-07
90	1.17027e-07
91	1.046869e-07
92	9.286182e-08
93	8.270674e-08
94	7.380229e-08
95	6.590243e-08
96	5.877603e-08
97	5.238547e-08
98	4.6467e-08
99	4.165692e-08
100	3.715673e-08
101	3.306535e-08
102	2.96333e-08
103	2.64598e-08
104	2.375284e-08
105	2.125155e-08
106	1.893507e-08
107	1.706518e-08
108	1.529838e-08
109	1.370883e-08
110	1.230697e-08
111	1.104459e-08
112	9.973137e-09
113	8.95621e-09
114	8.082225e-09
115	7.261248e-09
116	6.576024e-09
117	5.925556e-09
118	5.394922e-09
119	4.910441e-09
120	4.425072e-09
121	4.042915e-09
122	3.685907e-09
123	3.364691e-09
124	3.078494e-09
125	2.832458e-09
126	2.612403e-09
127	2.424206e-09
128	2.314005e-09
