0.01876335	0.0004108607
0.03752669	0.0007738567
0.05629004	0.001321765
0.07505338	0.002040975
0.09381673	0.002417351
0.1125801	0.002682011
0.1313434	0.002900271
0.1501068	0.003136403
0.1688701	0.003014738
0.1876335	0.002789876
0.2063968	0.002908451
0.2251601	0.002770583
0.2439235	0.002660297
0.2626868	0.00245277
0.2814502	0.002301896
0.3002135	0.002248378
0.3189769	0.00207524
0.3377402	0.001923808
0.3565036	0.001811511
0.3752669	0.00169224
0.3940303	0.001574792
0.4127936	0.001414246
0.431557	0.001359491
0.4503203	0.001259414
0.4690836	0.001196924
0.487847	0.001074697
0.5066103	0.000999062
0.5253737	0.0009234568
0.544137	0.0008474261
0.5629004	0.0007872018
0.5816637	0.0007086672
0.6004271	0.0006635381
0.6191904	0.0006132322
0.6379538	0.0005550024
0.6567171	0.0005181495
0.6754804	0.0004766459
0.6942438	0.0004398658
0.7130071	0.000401044
0.7317705	0.0003682873
0.7505338	0.0003336315
0.7692972	0.0003092345
0.7880605	0.000281828
0.8068239	0.0002617421
0.8255872	0.0002375124
0.8443506	0.0002199736
0.8631139	0.0002006234
0.8818773	0.0001845296
0.9006406	0.0001682445
0.9194039	0.0001559005
0.9381673	0.0001429485
0.9569306	0.0001315894
0.975694	0.0001200371
0.9944573	0.0001094033
1.013221	9.962828e-05
1.031984	9.128731e-05
1.050747	8.464611e-05
1.069511	7.684933e-05
1.088274	7.047384e-05
1.107037	6.416318e-05
1.125801	5.926314e-05
1.144564	5.392492e-05
1.163327	4.96081e-05
1.182091	4.555255e-05
1.200854	4.139869e-05
1.219617	3.808005e-05
1.238381	3.460708e-05
1.257144	3.179293e-05
1.275908	2.913266e-05
1.294671	2.657842e-05
1.313434	2.41432e-05
1.332198	2.219703e-05
1.350961	2.036041e-05
1.369724	1.839281e-05
1.388488	1.688026e-05
1.407251	1.537511e-05
1.426014	1.410709e-05
1.444778	1.278271e-05
1.463541	1.166619e-05
1.482304	1.063077e-05
1.501068	9.604836e-06
1.519831	8.886904e-06
1.538594	8.073585e-06
1.557358	7.265538e-06
1.576121	6.67296e-06
1.594884	6.081898e-06
1.613648	5.551434e-06
1.632411	5.041368e-06
1.651174	4.584844e-06
1.669938	4.170623e-06
1.688701	3.791673e-06
1.707464	3.46765e-06
1.726228	3.14393e-06
1.744991	2.861322e-06
1.763755	2.608468e-06
1.782518	2.379078e-06
1.801281	2.166719e-06
1.820045	1.97158e-06
1.838808	1.785076e-06
1.857571	1.633118e-06
1.876335	1.486269e-06
1.895098	1.349198e-06
1.913861	1.233219e-06
1.932625	1.122848e-06
1.951388	1.027643e-06
1.970151	9.371935e-07
1.988915	8.510178e-07
2.007678	7.815169e-07
2.026441	7.137613e-07
2.045205	6.514986e-07
2.063968	5.956573e-07
2.082731	5.443216e-07
2.101495	5.004121e-07
2.120258	4.574474e-07
2.139021	4.201464e-07
2.157785	3.8412e-07
2.176548	3.539479e-07
2.195311	3.244598e-07
2.214075	3.004756e-07
2.232838	2.78147e-07
2.251601	2.548841e-07
2.270365	2.367693e-07
2.289128	2.194442e-07
2.307892	2.036176e-07
2.326655	1.893397e-07
2.345418	1.770286e-07
2.364182	1.658981e-07
2.382945	1.564001e-07
2.401708	1.516506e-07
