time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p, rel_err_u_m, rel_err_v_m, rel_err_w_m, rel_err_p_m
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 5.81675E-06
1, 7.17952E-04, 5.47266E-04, 5.51666E-04, 8.75836E-03, 2.71021E-05, 3.06325E-05, 2.28501E-05, 6.82075E+00
2, 5.14431E-04, 5.03864E-04, 3.20574E-04, 3.37188E-02, 9.28195E-06, 8.23723E-06, 6.56788E-06, 9.56653E+00
3, 4.22906E-04, 3.25364E-04, 3.30501E-04, 3.59948E-04, 9.18317E-06, 7.91249E-06, 6.46999E-06, 3.18713E-02
4, 7.63641E-05, 3.66769E-05, 2.90290E-05, 6.57294E-04, 2.04148E-06, 1.61832E-06, 1.12507E-06, 1.37654E-01
5, 6.86440E-05, 3.92841E-05, 2.84901E-05, 1.83134E-04, 2.25419E-06, 1.75535E-06, 1.23464E-06, 3.79499E-02
6, 7.03864E-05, 3.84137E-05, 2.83168E-05, 4.51154E-05, 2.08702E-06, 1.62802E-06, 1.12172E-06, 9.44884E-03
7, 7.14347E-05, 3.86536E-05, 2.81849E-05, 1.83549E-05, 2.08550E-06, 1.61976E-06, 1.11629E-06, 3.84123E-03
8, 7.14383E-05, 3.87709E-05, 2.78024E-05, 1.53549E-05, 2.05642E-06, 1.60259E-06, 1.10262E-06, 3.21874E-03
9, 7.24768E-05, 3.87255E-05, 2.71717E-05, 1.45159E-05, 2.03355E-06, 1.58870E-06, 1.09136E-06, 3.04687E-03
10, 7.49994E-05, 3.85382E-05, 2.63022E-05, 1.41377E-05, 2.01047E-06, 1.57456E-06, 1.07949E-06, 2.97175E-03
11, 7.69212E-05, 3.84766E-05, 2.59575E-05, 1.37697E-05, 1.98805E-06, 1.56051E-06, 1.06824E-06, 2.89855E-03
12, 7.81899E-05, 3.96430E-05, 2.58193E-05, 1.37096E-05, 1.96642E-06, 1.54650E-06, 1.05696E-06, 2.89007E-03
