time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
1, 1.64117E-04, 1.14166E-04, 1.30690E-04, 6.57522E-03
2, 1.03572E-04, 1.00523E-04, 8.44661E-05, 1.39072E-02
3, 6.94509E-05, 5.70924E-05, 5.97023E-05, 1.10560E-02
4, 2.89416E-05, 1.95270E-05, 1.09934E-05, 1.68775E-04
5, 2.88681E-05, 1.95243E-05, 1.09492E-05, 1.44334E-04
6, 2.92832E-05, 1.96371E-05, 1.08777E-05, 3.51774E-05
7, 2.96937E-05, 1.98301E-05, 1.07873E-05, 5.25074E-06
8, 3.00483E-05, 2.00059E-05, 1.06775E-05, 2.13982E-06
9, 3.03677E-05, 2.01679E-05, 1.05485E-05, 6.48977E-07
10, 3.06438E-05, 2.03159E-05, 1.04006E-05, 2.74860E-07
11, 3.08765E-05, 2.04488E-05, 1.02341E-05, 2.05525E-07
12, 3.12393E-05, 2.05664E-05, 1.00494E-05, 2.01394E-07
13, 3.18689E-05, 2.06686E-05, 1.00198E-05, 2.02249E-07
14, 3.24539E-05, 2.07551E-05, 1.00725E-05, 2.01654E-07
15, 3.29930E-05, 2.08258E-05, 1.01082E-05, 2.00360E-07
16, 3.34848E-05, 2.08805E-05, 1.01267E-05, 1.98714E-07
17, 3.39284E-05, 2.09191E-05, 1.01277E-05, 1.97392E-07
18, 3.43228E-05, 2.09414E-05, 1.01114E-05, 1.99311E-07
19, 3.46673E-05, 2.09474E-05, 1.00775E-05, 2.00767E-07
20, 3.49613E-05, 2.09369E-05, 1.00260E-05, 2.01762E-07
21, 3.52044E-05, 2.09101E-05, 9.95715E-06, 2.02297E-07
22, 3.53963E-05, 2.08667E-05, 9.87089E-06, 2.02378E-07
23, 3.55370E-05, 2.09394E-05, 9.76742E-06, 2.02012E-07
24, 3.56264E-05, 2.11931E-05, 9.64692E-06, 2.01210E-07
25, 3.56648E-05, 2.14328E-05, 9.50967E-06, 1.99981E-07
26, 3.56526E-05, 2.16583E-05, 9.66057E-06, 1.98339E-07
27, 3.58171E-05, 2.18690E-05, 9.81259E-06, 1.96299E-07
28, 3.61527E-05, 2.20648E-05, 9.95624E-06, 1.97944E-07
29, 3.67939E-05, 2.22453E-05, 1.01311E-05, 2.00275E-07
30, 3.76177E-05, 2.24102E-05, 1.04721E-05, 2.02201E-07
31, 3.83907E-05, 2.25593E-05, 1.08142E-05, 2.03717E-07
32, 3.91112E-05, 2.26924E-05, 1.11567E-05, 2.04822E-07
33, 3.97777E-05, 2.28091E-05, 1.14991E-05, 2.05516E-07
34, 4.03891E-05, 2.29093E-05, 1.18406E-05, 2.05800E-07
35, 4.09442E-05, 2.30192E-05, 1.21804E-05, 2.05676E-07
36, 4.14421E-05, 2.31242E-05, 1.25180E-05, 2.05151E-07
37, 4.18821E-05, 2.32133E-05, 1.28524E-05, 2.04229E-07
38, 4.22637E-05, 2.32863E-05, 1.31830E-05, 2.02917E-07
39, 4.25865E-05, 2.33429E-05, 1.35090E-05, 2.01225E-07
40, 4.31132E-05, 2.33829E-05, 1.38294E-05, 2.03553E-07
41, 4.40194E-05, 2.34063E-05, 1.41437E-05, 2.06520E-07
42, 4.49029E-05, 2.34128E-05, 1.44508E-05, 2.09045E-07
43, 4.57620E-05, 2.34025E-05, 1.47501E-05, 2.11122E-07
44, 4.65950E-05, 2.33750E-05, 1.50407E-05, 2.12746E-07
45, 4.74002E-05, 2.33306E-05, 1.53217E-05, 2.13915E-07
46, 4.81760E-05, 2.32690E-05, 1.55923E-05, 2.14627E-07
47, 4.89208E-05, 2.31903E-05, 1.58518E-05, 2.14885E-07
48, 4.96329E-05, 2.30945E-05, 1.60993E-05, 2.14690E-07
49, 5.03109E-05, 2.29816E-05, 1.63340E-05, 2.14047E-07
50, 5.09531E-05, 2.28519E-05, 1.65552E-05, 2.12962E-07
51, 5.18315E-05, 2.29871E-05, 1.67621E-05, 2.11443E-07
52, 5.30168E-05, 2.31771E-05, 1.69539E-05, 2.09498E-07
53, 5.41766E-05, 2.33526E-05, 1.71299E-05, 2.07140E-07
54, 5.53087E-05, 2.35133E-05, 1.72894E-05, 2.04379E-07
55, 5.64108E-05, 2.36590E-05, 1.74319E-05, 2.01229E-07
