time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
1, 1.78088E-04, 1.38644E-04, 1.40001E-04, 9.51465E-03
2, 1.65334E-04, 1.37568E-04, 1.31860E-04, 2.04760E-02
3, 1.00085E-04, 8.26618E-05, 8.03153E-05, 1.62495E-02
4, 1.00428E-05, 4.20048E-06, 4.29155E-06, 2.50218E-04
5, 7.55035E-06, 4.05809E-06, 3.43758E-06, 2.10457E-04
6, 7.41080E-06, 4.02211E-06, 3.40619E-06, 5.14061E-05
7, 7.68827E-06, 4.08379E-06, 3.38210E-06, 7.41157E-06
8, 7.86459E-06, 4.14312E-06, 3.37327E-06, 2.97035E-06
9, 8.07425E-06, 4.19769E-06, 3.37957E-06, 9.58633E-07
10, 8.27044E-06, 4.24885E-06, 3.37842E-06, 3.02641E-07
11, 8.45206E-06, 4.29604E-06, 3.36981E-06, 1.32705E-07
12, 8.61824E-06, 4.33920E-06, 3.35378E-06, 5.56572E-08
13, 8.76818E-06, 4.37829E-06, 3.33040E-06, 5.34142E-08
14, 8.90111E-06, 4.41323E-06, 3.29974E-06, 5.34975E-08
15, 9.01631E-06, 4.44397E-06, 3.26193E-06, 5.37427E-08
16, 9.11314E-06, 4.47046E-06, 3.22346E-06, 5.37079E-08
17, 9.19099E-06, 4.49267E-06, 3.22599E-06, 5.35365E-08
18, 9.24934E-06, 4.51056E-06, 3.22103E-06, 5.32393E-08
19, 9.28773E-06, 4.52410E-06, 3.20860E-06, 5.28036E-08
20, 9.30574E-06, 4.53328E-06, 3.18876E-06, 5.22298E-08
21, 9.30307E-06, 4.53809E-06, 3.16160E-06, 5.28538E-08
22, 9.36143E-06, 4.53852E-06, 3.12722E-06, 5.36329E-08
23, 9.53609E-06, 4.53458E-06, 3.08574E-06, 5.43192E-08
24, 9.69335E-06, 4.52628E-06, 3.03732E-06, 5.49082E-08
25, 9.83236E-06, 4.51365E-06, 2.98214E-06, 5.53955E-08
26, 9.95232E-06, 4.49671E-06, 2.96966E-06, 5.57769E-08
27, 1.00525E-05, 4.47551E-06, 2.97397E-06, 5.60486E-08
28, 1.01321E-05, 4.45008E-06, 3.03131E-06, 5.62073E-08
