time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
1, 1.78399E-04, 1.38996E-04, 1.39982E-04, 9.67397E-03
2, 1.67096E-04, 1.38964E-04, 1.33220E-04, 2.06847E-02
3, 1.01117E-04, 8.35022E-05, 8.10914E-05, 1.64151E-02
4, 1.00733E-05, 4.24115E-06, 4.33711E-06, 2.52889E-04
5, 7.58490E-06, 4.02809E-06, 3.43399E-06, 2.12596E-04
6, 7.44807E-06, 3.99151E-06, 3.40284E-06, 5.19284E-05
7, 7.66531E-06, 4.05363E-06, 3.37987E-06, 7.48368E-06
8, 7.84362E-06, 4.11342E-06, 3.36450E-06, 2.99914E-06
9, 8.05589E-06, 4.16847E-06, 3.37193E-06, 9.67982E-07
10, 8.25479E-06, 4.22015E-06, 3.37191E-06, 3.05789E-07
11, 8.43926E-06, 4.26788E-06, 3.36443E-06, 1.34114E-07
12, 8.60840E-06, 4.31161E-06, 3.34953E-06, 5.59140E-08
13, 8.76141E-06, 4.35129E-06, 3.32727E-06, 5.35703E-08
14, 8.89750E-06, 4.38684E-06, 3.29773E-06, 5.36747E-08
15, 9.01597E-06, 4.41821E-06, 3.26102E-06, 5.39435E-08
16, 9.11615E-06, 4.44536E-06, 3.21727E-06, 5.39306E-08
17, 9.19743E-06, 4.46824E-06, 3.21821E-06, 5.37813E-08
18, 9.25928E-06, 4.48682E-06, 3.21436E-06, 5.35062E-08
19, 9.30123E-06, 4.50108E-06, 3.20304E-06, 5.30925E-08
20, 9.32287E-06, 4.51098E-06, 3.18431E-06, 5.25405E-08
21, 9.32387E-06, 4.51653E-06, 3.15825E-06, 5.29700E-08
22, 9.34939E-06, 4.51771E-06, 3.12495E-06, 5.37641E-08
23, 9.52732E-06, 4.51454E-06, 3.08454E-06, 5.44657E-08
24, 9.68797E-06, 4.50702E-06, 3.03718E-06, 5.50703E-08
25, 9.83047E-06, 4.49518E-06, 2.98303E-06, 5.55734E-08
26, 9.95400E-06, 4.47903E-06, 2.96161E-06, 5.59708E-08
27, 1.00578E-05, 4.45863E-06, 2.96952E-06, 5.62587E-08
28, 1.01412E-05, 4.43402E-06, 3.03481E-06, 5.64335E-08
29, 1.02036E-05, 4.42673E-06, 3.09840E-06, 5.64922E-08
30, 1.02445E-05, 4.49591E-06, 3.16011E-06, 5.64320E-08
31, 1.02632E-05, 4.56128E-06, 3.21978E-06, 5.62505E-08
32, 1.02595E-05, 4.62274E-06, 3.27724E-06, 5.59458E-08
33, 1.04082E-05, 4.68020E-06, 3.33230E-06, 5.55163E-08
34, 1.05682E-05, 4.73355E-06, 3.38481E-06, 5.49609E-08
35, 1.07102E-05, 4.78272E-06, 3.43460E-06, 5.42792E-08
36, 1.08335E-05, 4.82762E-06, 3.48152E-06, 5.34708E-08
37, 1.09377E-05, 4.86817E-06, 3.52541E-06, 5.25362E-08
38, 1.10222E-05, 4.90433E-06, 3.56613E-06, 5.14761E-08
39, 1.10866E-05, 4.93602E-06, 3.60353E-06, 5.12675E-08
40, 1.11304E-05, 4.96319E-06, 3.65629E-06, 5.15808E-08
41, 1.11535E-05, 4.98581E-06, 3.76615E-06, 5.17829E-08
42, 1.11772E-05, 5.00383E-06, 3.87494E-06, 5.18703E-08
43, 1.13938E-05, 5.01724E-06, 3.98239E-06, 5.18401E-08
44, 1.15920E-05, 5.02601E-06, 4.08827E-06, 5.16898E-08
45, 1.17708E-05, 5.03014E-06, 4.19232E-06, 5.14175E-08
46, 1.19296E-05, 5.02963E-06, 4.29426E-06, 5.10215E-08
47, 1.20675E-05, 5.02450E-06, 4.39384E-06, 5.05009E-08
48, 1.21839E-05, 5.01476E-06, 4.49080E-06, 4.98553E-08
49, 1.22781E-05, 5.00044E-06, 4.58489E-06, 4.90847E-08
50, 1.23495E-05, 4.98158E-06, 4.67587E-06, 4.81898E-08
51, 1.23977E-05, 4.95823E-06, 4.76348E-06, 4.71717E-08
52, 1.24223E-05, 4.93045E-06, 4.84749E-06, 4.60323E-08
53, 1.24228E-05, 4.89829E-06, 4.92767E-06, 4.47740E-08
54, 1.23991E-05, 4.86183E-06, 5.00379E-06, 4.33997E-08
55, 1.23510E-05, 4.82116E-06, 5.07563E-06, 4.20223E-08
56, 1.22783E-05, 4.78844E-06, 5.14299E-06, 4.29506E-08
57, 1.21811E-05, 4.76612E-06, 5.20565E-06, 4.37796E-08
58, 1.21606E-05, 4.73977E-06, 5.26344E-06, 4.45082E-08
59, 1.23187E-05, 4.70944E-06, 5.31616E-06, 4.51358E-08
60, 1.24576E-05, 4.67517E-06, 5.36366E-06, 4.56623E-08
61, 1.25766E-05, 4.72362E-06, 5.40576E-06, 4.60876E-08
62, 1.26753E-05, 4.76917E-06, 5.44234E-06, 4.64121E-08
63, 1.27534E-05, 4.81024E-06, 5.47325E-06, 4.66364E-08
64, 1.29825E-05, 4.84681E-06, 5.49837E-06, 4.67615E-08
65, 1.32802E-05, 4.87879E-06, 5.51760E-06, 4.67886E-08
66, 1.35595E-05, 4.90616E-06, 5.53085E-06, 4.69928E-08
67, 1.38196E-05, 4.92887E-06, 5.53802E-06, 4.72905E-08
68, 1.40595E-05, 4.94690E-06, 5.53907E-06, 4.75270E-08
69, 1.42783E-05, 4.96024E-06, 5.53393E-06, 4.77028E-08
70, 1.44753E-05, 4.96889E-06, 5.52256E-06, 4.78182E-08
71, 1.46496E-05, 4.97285E-06, 5.53242E-06, 4.78732E-08
72, 1.48007E-05, 5.03792E-06, 5.65287E-06, 4.81923E-08
73, 1.49278E-05, 5.10838E-06, 5.76864E-06, 4.94853E-08
74, 1.50305E-05, 5.17674E-06, 5.87945E-06, 5.06961E-08
75, 1.51081E-05, 5.24289E-06, 5.98503E-06, 5.18234E-08
76, 1.51603E-05, 5.30678E-06, 6.08511E-06, 5.28663E-08
77, 1.51867E-05, 5.36831E-06, 6.17942E-06, 5.38238E-08
