time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p
0, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
1, 1.71013E-04, 1.27753E-04, 1.38080E-04, 7.38858E-03
2, 1.29819E-04, 1.14623E-04, 1.05523E-04, 1.67180E-02
3, 8.19131E-05, 6.77785E-05, 6.75715E-05, 1.32667E-02
4, 1.31888E-05, 8.37649E-06, 5.35719E-06, 2.02544E-04
5, 1.26862E-05, 8.55487E-06, 5.33216E-06, 1.72012E-04
6, 1.28403E-05, 8.47534E-06, 5.28752E-06, 4.19934E-05
7, 1.30817E-05, 8.49787E-06, 5.23414E-06, 6.12659E-06
8, 1.33713E-05, 8.63593E-06, 5.17093E-06, 2.46993E-06
9, 1.36530E-05, 8.76893E-06, 5.09795E-06, 7.82089E-07
10, 1.39163E-05, 8.89714E-06, 5.01540E-06, 2.67279E-07
11, 1.41607E-05, 9.01930E-06, 5.00258E-06, 9.45833E-08
12, 1.43858E-05, 9.13523E-06, 5.00002E-06, 7.29597E-08
13, 1.45911E-05, 9.24475E-06, 4.98789E-06, 7.37997E-08
14, 1.47763E-05, 9.34770E-06, 4.96620E-06, 7.52499E-08
15, 1.49410E-05, 9.44393E-06, 4.93499E-06, 7.62239E-08
16, 1.50851E-05, 9.53329E-06, 4.89433E-06, 7.71042E-08
17, 1.52085E-05, 9.61563E-06, 4.84429E-06, 7.77744E-08
18, 1.53110E-05, 9.69082E-06, 4.78503E-06, 7.82253E-08
19, 1.55505E-05, 9.75873E-06, 4.71668E-06, 7.84707E-08
20, 1.58557E-05, 9.81925E-06, 4.63943E-06, 7.85153E-08
21, 1.61387E-05, 9.87227E-06, 4.55350E-06, 7.83646E-08
22, 1.63990E-05, 9.91768E-06, 4.47050E-06, 7.80258E-08
23, 1.66361E-05, 9.95539E-06, 4.49977E-06, 7.75067E-08
24, 1.68495E-05, 9.98533E-06, 4.58621E-06, 7.68162E-08
25, 1.70389E-05, 1.00074E-05, 4.70640E-06, 7.65322E-08
26, 1.72041E-05, 1.00216E-05, 4.82531E-06, 7.73988E-08
27, 1.73447E-05, 1.00279E-05, 4.94265E-06, 7.80747E-08
28, 1.74608E-05, 1.00262E-05, 5.05813E-06, 7.85621E-08
29, 1.75522E-05, 1.00164E-05, 5.17144E-06, 7.88640E-08
30, 1.76189E-05, 9.99868E-06, 5.28229E-06, 7.89846E-08
31, 1.76610E-05, 9.97293E-06, 5.39038E-06, 7.89287E-08
32, 1.76787E-05, 9.93919E-06, 5.49538E-06, 7.87018E-08
33, 1.76722E-05, 9.89748E-06, 5.59700E-06, 7.83103E-08
34, 1.76417E-05, 9.84787E-06, 5.69491E-06, 7.77612E-08
35, 1.75877E-05, 9.79146E-06, 5.78883E-06, 7.72279E-08
36, 1.77208E-05, 9.89203E-06, 5.87843E-06, 7.83837E-08
37, 1.78721E-05, 9.98538E-06, 5.96342E-06, 7.93831E-08
38, 1.79979E-05, 1.00714E-05, 6.04350E-06, 8.02205E-08
39, 1.81398E-05, 1.01499E-05, 6.11838E-06, 8.08910E-08
40, 1.84736E-05, 1.02282E-05, 6.18777E-06, 8.13902E-08
41, 1.87812E-05, 1.03092E-05, 6.25140E-06, 8.17143E-08
42, 1.90621E-05, 1.03830E-05, 6.30900E-06, 8.18601E-08
43, 1.93159E-05, 1.04494E-05, 6.36031E-06, 8.20140E-08
44, 1.95422E-05, 1.05084E-05, 6.46713E-06, 8.20310E-08
45, 1.97410E-05, 1.05599E-05, 6.64812E-06, 8.18915E-08
46, 1.99119E-05, 1.06036E-05, 6.82745E-06, 8.15994E-08
47, 2.00550E-05, 1.06396E-05, 7.00470E-06, 8.11588E-08
48, 2.01702E-05, 1.06677E-05, 7.17944E-06, 8.05744E-08
49, 2.02577E-05, 1.06878E-05, 7.35126E-06, 8.05728E-08
50, 2.03176E-05, 1.06999E-05, 7.51973E-06, 8.17329E-08
51, 2.03501E-05, 1.07040E-05, 7.68443E-06, 8.27067E-08
52, 2.03555E-05, 1.06999E-05, 7.84495E-06, 8.34938E-08
53, 2.04588E-05, 1.06877E-05, 8.00084E-06, 8.40947E-08
54, 2.07176E-05, 1.06674E-05, 8.15171E-06, 8.45106E-08
55, 2.09467E-05, 1.06389E-05, 8.29712E-06, 8.47435E-08
56, 2.11459E-05, 1.06023E-05, 8.43667E-06, 8.47960E-08
57, 2.13150E-05, 1.05577E-05, 8.56996E-06, 8.46715E-08
58, 2.14539E-05, 1.05049E-05, 8.69658E-06, 8.43737E-08
59, 2.16907E-05, 1.04442E-05, 8.81615E-06, 8.39072E-08
60, 2.19783E-05, 1.03756E-05, 8.92830E-06, 8.32768E-08
61, 2.22483E-05, 1.02992E-05, 9.03266E-06, 8.24881E-08
62, 2.25997E-05, 1.02151E-05, 9.12889E-06, 8.23097E-08
63, 2.31340E-05, 1.02677E-05, 9.21664E-06, 8.21790E-08
64, 2.36549E-05, 1.03414E-05, 9.29560E-06, 8.18569E-08
65, 2.41611E-05, 1.04081E-05, 9.36548E-06, 8.13392E-08
66, 2.46517E-05, 1.04677E-05, 9.42598E-06, 8.07680E-08
67, 2.51256E-05, 1.05199E-05, 9.47685E-06, 8.03843E-08
68, 2.55818E-05, 1.05647E-05, 9.51784E-06, 7.98678E-08
69, 2.60193E-05, 1.06022E-05, 9.54874E-06, 7.92203E-08
70, 2.64371E-05, 1.06321E-05, 9.56935E-06, 7.87439E-08
71, 2.68342E-05, 1.06546E-05, 9.57949E-06, 7.94552E-08
72, 2.72099E-05, 1.06694E-05, 9.57901E-06, 8.00061E-08
73, 2.75631E-05, 1.06768E-05, 9.56779E-06, 8.03889E-08
74, 2.78930E-05, 1.06765E-05, 9.54573E-06, 8.05969E-08
75, 2.81989E-05, 1.06688E-05, 9.51275E-06, 8.06239E-08
76, 2.84799E-05, 1.06534E-05, 9.67795E-06, 8.04647E-08
77, 2.87353E-05, 1.06306E-05, 9.86687E-06, 8.01151E-08
78, 2.89645E-05, 1.06137E-05, 1.00480E-05, 7.95715E-08
79, 2.91668E-05, 1.06101E-05, 1.02208E-05, 7.88317E-08
80, 2.93416E-05, 1.05990E-05, 1.03849E-05, 7.85919E-08
81, 2.94884E-05, 1.05804E-05, 1.05398E-05, 7.81823E-08
82, 2.96067E-05, 1.05542E-05, 1.06850E-05, 7.75718E-08
83, 2.96962E-05, 1.05205E-05, 1.08202E-05, 7.67582E-08
84, 3.01106E-05, 1.04794E-05, 1.09450E-05, 7.57402E-08
85, 3.05371E-05, 1.04310E-05, 1.10589E-05, 7.45181E-08
86, 3.09376E-05, 1.03752E-05, 1.11617E-05, 7.30931E-08
87, 3.13111E-05, 1.03122E-05, 1.12530E-05, 7.14681E-08
88, 3.16566E-05, 1.02421E-05, 1.13326E-05, 6.96469E-08
89, 3.19731E-05, 1.01651E-05, 1.14000E-05, 6.76349E-08
90, 3.22599E-05, 1.00812E-05, 1.14552E-05, 6.54382E-08
91, 3.25159E-05, 9.99057E-06, 1.14978E-05, 6.30647E-08
92, 3.27405E-05, 9.94841E-06, 1.15278E-05, 6.05230E-08
93, 3.29329E-05, 9.90248E-06, 1.15448E-05, 5.99953E-08
94, 3.30926E-05, 9.84965E-06, 1.15488E-05, 5.93701E-08
95, 3.32188E-05, 9.79002E-06, 1.15397E-05, 5.94169E-08
96, 3.33110E-05, 9.73269E-06, 1.15175E-05, 6.13715E-08
97, 3.33689E-05, 9.80247E-06, 1.14820E-05, 6.31949E-08
98, 3.33920E-05, 9.86752E-06, 1.14332E-05, 6.48855E-08
99, 3.33799E-05, 9.92766E-06, 1.13713E-05, 6.64421E-08
100, 3.33325E-05, 9.98274E-06, 1.12961E-05, 6.78636E-08
101, 3.32495E-05, 1.00326E-05, 1.12079E-05, 6.91494E-08
102, 3.31309E-05, 1.00771E-05, 1.13693E-05, 7.02989E-08
103, 3.29767E-05, 1.01160E-05, 1.15779E-05, 7.13163E-08
104, 3.28317E-05, 1.01492E-05, 1.17748E-05, 7.23544E-08
105, 3.30714E-05, 1.01765E-05, 1.19595E-05, 7.32194E-08
106, 3.32787E-05, 1.01978E-05, 1.21316E-05, 7.39052E-08
107, 3.34529E-05, 1.02130E-05, 1.22906E-05, 7.44061E-08
108, 3.35933E-05, 1.02218E-05, 1.24359E-05, 7.47174E-08
109, 3.36992E-05, 1.02241E-05, 1.25673E-05, 7.48346E-08
110, 3.37701E-05, 1.02198E-05, 1.26843E-05, 7.58711E-08
111, 3.38056E-05, 1.02087E-05, 1.27865E-05, 7.68361E-08
112, 3.38052E-05, 1.01907E-05, 1.28736E-05, 7.75752E-08
113, 3.37687E-05, 1.01656E-05, 1.29453E-05, 7.80789E-08
114, 3.36958E-05, 1.01333E-05, 1.30014E-05, 7.83384E-08
115, 3.35863E-05, 1.00937E-05, 1.30416E-05, 7.83463E-08
116, 3.34401E-05, 1.00466E-05, 1.30657E-05, 7.80964E-08
117, 3.32573E-05, 9.99195E-06, 1.30735E-05, 7.75839E-08
118, 3.30378E-05, 9.94407E-06, 1.30649E-05, 7.68052E-08
119, 3.27819E-05, 9.95454E-06, 1.30397E-05, 7.57584E-08
120, 3.24897E-05, 9.95803E-06, 1.29981E-05, 7.45736E-08
121, 3.21616E-05, 9.95453E-06, 1.29398E-05, 7.36633E-08
122, 3.17980E-05, 9.94403E-06, 1.28649E-05, 7.25338E-08
123, 3.13993E-05, 9.92654E-06, 1.27734E-05, 7.16923E-08
124, 3.09660E-05, 9.90207E-06, 1.26655E-05, 7.10081E-08
125, 3.04987E-05, 9.87066E-06, 1.25411E-05, 7.01067E-08
126, 2.99983E-05, 9.83233E-06, 1.24005E-05, 6.89939E-08
127, 2.94653E-05, 9.78715E-06, 1.22439E-05, 6.83051E-08
128, 2.90517E-05, 9.73517E-06, 1.20713E-05, 6.98666E-08
129, 2.94661E-05, 9.67646E-06, 1.18831E-05, 7.13941E-08
130, 3.00464E-05, 9.61110E-06, 1.16796E-05, 7.28802E-08
131, 3.05894E-05, 9.54314E-06, 1.18261E-05, 7.43168E-08
132, 3.10944E-05, 9.65821E-06, 1.21116E-05, 7.56958E-08
133, 3.15609E-05, 9.86679E-06, 1.23874E-05, 7.70087E-08
134, 3.19886E-05, 1.00715E-05, 1.26531E-05, 7.82469E-08
135, 3.23770E-05, 1.02722E-05, 1.29083E-05, 7.94015E-08
136, 3.27259E-05, 1.04687E-05, 1.31524E-05, 8.04637E-08
137, 3.30351E-05, 1.06609E-05, 1.33851E-05, 8.14692E-08
138, 3.33045E-05, 1.08487E-05, 1.36060E-05, 8.24636E-08
139, 3.35342E-05, 1.10320E-05, 1.38146E-05, 8.58831E-08
140, 3.37241E-05, 1.12107E-05, 1.40107E-05, 8.95005E-08
141, 3.38744E-05, 1.13846E-05, 1.41939E-05, 9.29379E-08
142, 3.39854E-05, 1.15537E-05, 1.43640E-05, 9.61817E-08
143, 3.40572E-05, 1.17179E-05, 1.45207E-05, 9.92194E-08
144, 3.40904E-05, 1.18771E-05, 1.46636E-05, 1.02039E-07
145, 3.40852E-05, 1.20312E-05, 1.47925E-05, 1.04631E-07
146, 3.40423E-05, 1.21802E-05, 1.49073E-05, 1.06985E-07
147, 3.39621E-05, 1.23239E-05, 1.50077E-05, 1.09092E-07
148, 3.39080E-05, 1.24624E-05, 1.50936E-05, 1.10946E-07
149, 3.41613E-05, 1.25955E-05, 1.51648E-05, 1.12541E-07
150, 3.43728E-05, 1.27233E-05, 1.52214E-05, 1.13871E-07
151, 3.45421E-05, 1.28456E-05, 1.52631E-05, 1.14933E-07
152, 3.46694E-05, 1.29625E-05, 1.52901E-05, 1.15725E-07
153, 3.47547E-05, 1.30739E-05, 1.53021E-05, 1.16246E-07
154, 3.47980E-05, 1.31798E-05, 1.52994E-05, 1.16496E-07
155, 3.47997E-05, 1.32802E-05, 1.52819E-05, 1.16478E-07
156, 3.47600E-05, 1.33751E-05, 1.52496E-05, 1.16192E-07
157, 3.46792E-05, 1.34644E-05, 1.52028E-05, 1.15645E-07
158, 3.45578E-05, 1.35756E-05, 1.51414E-05, 1.14840E-07
159, 3.43963E-05, 1.36870E-05, 1.50657E-05, 1.13784E-07
160, 3.41952E-05, 1.37921E-05, 1.49758E-05, 1.12484E-07
161, 3.39553E-05, 1.38910E-05, 1.48719E-05, 1.10949E-07
162, 3.42509E-05, 1.39836E-05, 1.47543E-05, 1.09188E-07
163, 3.47265E-05, 1.40699E-05, 1.46231E-05, 1.07210E-07
164, 3.51675E-05, 1.41500E-05, 1.44787E-05, 1.05027E-07
165, 3.55733E-05, 1.42238E-05, 1.43213E-05, 1.02650E-07
166, 3.59434E-05, 1.42914E-05, 1.41513E-05, 1.00090E-07
167, 3.62774E-05, 1.43528E-05, 1.39689E-05, 9.73617E-08
168, 3.65749E-05, 1.44080E-05, 1.37745E-05, 9.44762E-08
169, 3.68355E-05, 1.44570E-05, 1.35685E-05, 9.14475E-08
170, 3.70590E-05, 1.44999E-05, 1.33512E-05, 8.82888E-08
171, 3.72451E-05, 1.45367E-05, 1.31231E-05, 8.50140E-08
172, 3.73937E-05, 1.45676E-05, 1.28845E-05, 8.16366E-08
173, 3.75047E-05, 1.45924E-05, 1.26359E-05, 7.81704E-08
174, 3.75780E-05, 1.46114E-05, 1.23777E-05, 7.46290E-08
175, 3.76138E-05, 1.46245E-05, 1.21104E-05, 7.10258E-08
176, 3.76121E-05, 1.46319E-05, 1.18343E-05, 6.96445E-08
177, 3.75730E-05, 1.46335E-05, 1.15500E-05, 6.85893E-08
178, 3.74968E-05, 1.46296E-05, 1.12580E-05, 6.74522E-08
179, 3.73836E-05, 1.46201E-05, 1.09586E-05, 6.62437E-08
180, 3.72339E-05, 1.46051E-05, 1.06525E-05, 6.49743E-08
181, 3.70479E-05, 1.45848E-05, 1.03400E-05, 6.48810E-08
182, 3.68262E-05, 1.45956E-05, 1.00218E-05, 6.57231E-08
183, 3.65691E-05, 1.46045E-05, 9.69818E-06, 6.63765E-08
